"2016-11-16 01:18:17,704",I,R,Rule,Input size,Input area,Automaton size,Concat before,Training sets,Testing sets,Distractor period,Successful,Soft successful
"2016-11-16 01:19:37,796",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:20:52,162",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:22:02,425",8,8,90,4,40,40,True,32,32,200,28,4
"2016-11-16 01:23:12,050",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:24:05,121",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:25:13,134",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:26:27,926",8,8,90,4,40,40,True,32,32,200,0,79
"2016-11-16 01:27:38,704",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:28:53,537",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:30:12,211",8,8,90,4,40,40,True,32,32,200,31,1
"2016-11-16 01:31:30,883",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:32:46,884",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:34:02,217",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:35:26,625",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:36:30,935",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:37:45,654",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:38:53,966",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:39:56,300",8,8,90,4,40,40,True,32,32,200,0,64
"2016-11-16 01:40:55,515",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:42:00,754",8,8,90,4,40,40,True,32,32,200,24,8
"2016-11-16 01:43:00,287",8,8,90,4,40,40,True,32,32,200,1,45
"2016-11-16 01:44:02,470",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:45:29,833",8,8,90,4,40,40,True,32,32,200,29,3
"2016-11-16 01:46:28,984",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:47:39,503",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:48:58,412",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:50:15,181",8,8,90,4,40,40,True,32,32,200,0,65
"2016-11-16 01:51:18,270",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:52:19,503",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:53:23,726",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:54:40,065",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:55:40,448",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:56:53,726",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:58:01,231",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 01:59:12,065",8,8,90,4,40,40,True,32,32,200,27,5
"2016-11-16 02:00:30,126",8,8,90,4,40,40,True,32,32,200,0,156
"2016-11-16 02:01:41,521",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:02:57,102",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:04:06,136",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:05:19,237",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:06:30,598",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:07:51,545",8,8,90,4,40,40,True,32,32,200,30,2
"2016-11-16 02:09:22,945",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:11:00,317",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:12:17,250",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:13:31,474",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:14:46,023",8,8,90,4,40,40,True,32,32,200,20,16
"2016-11-16 02:15:59,392",8,8,90,4,40,40,True,32,32,200,27,5
"2016-11-16 02:17:05,968",8,8,90,4,40,40,True,32,32,200,17,20
"2016-11-16 02:18:15,276",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:19:28,857",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:20:33,376",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:21:43,002",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:22:57,500",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:24:06,018",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:25:24,066",8,8,90,4,40,40,True,32,32,200,2,38
"2016-11-16 02:26:37,230",8,8,90,4,40,40,True,32,32,200,25,7
"2016-11-16 02:27:42,076",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:29:01,740",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:30:11,756",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:31:34,043",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:32:47,959",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:34:06,950",8,8,90,4,40,40,True,32,32,200,28,4
"2016-11-16 02:35:24,023",8,8,90,4,40,40,True,32,32,200,0,32
"2016-11-16 02:36:37,729",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:38:09,776",8,8,90,4,40,40,True,32,32,200,8,28
"2016-11-16 02:39:21,526",8,8,90,4,40,40,True,32,32,200,31,1
"2016-11-16 02:40:37,402",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:41:49,483",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:43:04,089",8,8,90,4,40,40,True,32,32,200,26,6
"2016-11-16 02:44:23,228",8,8,90,4,40,40,True,32,32,200,19,17
"2016-11-16 02:45:43,556",8,8,90,4,40,40,True,32,32,200,10,22
"2016-11-16 02:47:04,310",8,8,90,4,40,40,True,32,32,200,5,55
"2016-11-16 02:48:11,903",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:49:25,588",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:50:37,460",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:51:50,966",8,8,90,4,40,40,True,32,32,200,10,30
"2016-11-16 02:53:02,302",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:54:20,435",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:55:26,210",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:56:33,502",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:57:44,296",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:58:52,275",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 02:59:58,206",8,8,90,4,40,40,True,32,32,200,28,4
"2016-11-16 03:01:12,046",8,8,90,4,40,40,True,32,32,200,27,5
"2016-11-16 03:02:17,006",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 03:03:18,203",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 03:04:29,925",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 03:06:00,826",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 03:07:20,642",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 03:08:35,496",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 03:09:51,275",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 03:11:28,410",8,8,90,4,40,40,True,32,32,200,9,34
"2016-11-16 03:12:40,366",8,8,90,4,40,40,True,32,32,200,32,0
"2016-11-16 03:14:13,060",8,8,90,4,40,40,True,32,32,200,27,5
"2016-11-16 03:15:22,889",8,8,90,4,40,40,True,32,32,200,32,0
