"2017-05-04 00:36:23,619",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-05-04 00:39:28,765","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,21.22,109,1480,695,1480,658,370,109
"2017-05-04 00:42:31,826","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,19.80,101,1480,685,1480,632,370,101
"2017-05-04 00:45:33,380","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,19.34,105,1480,686,1480,665,370,105
"2017-05-04 00:48:36,285","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,19.04,94,1480,685,1480,647,370,94
"2017-05-04 00:51:40,879","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,20.03,94,1480,679,1480,646,370,94
"2017-05-04 00:54:43,947","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,20.11,116,1480,713,1480,642,370,116
"2017-05-04 00:57:48,543","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,19.95,97,1480,722,1480,650,370,97
"2017-05-04 01:00:51,049","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,20.16,94,1480,740,1480,632,370,94
"2017-05-04 01:03:57,471","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,21.84,107,1480,716,1480,679,370,107
"2017-05-04 01:06:59,416","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,18.92,103,1480,699,1480,637,370,103
"2017-05-04 01:10:09,254","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,22.68,104,1480,705,1480,652,370,104
"2017-05-04 01:13:18,424","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,22.79,116,1480,689,1480,644,370,116
"2017-05-04 01:16:21,286","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,18.94,91,1480,709,1480,658,370,91
"2017-05-04 01:19:25,916","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,19.64,108,1480,719,1480,667,370,108
"2017-05-04 01:22:29,122","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,18.96,100,1480,699,1480,628,370,100
"2017-05-04 01:25:36,899","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,21.29,112,1480,683,1480,618,370,112
"2017-05-04 01:28:39,652","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,19.70,93,1480,704,1480,600,370,93
"2017-05-04 01:31:43,348","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,20.29,94,1480,702,1480,618,370,94
"2017-05-04 01:34:50,487","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,22.93,99,1480,713,1480,637,370,99
"2017-05-04 01:37:55,779","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,21.06,92,1480,695,1480,645,370,92
"2017-05-04 01:41:01,760","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,22.21,101,1480,696,1480,673,370,101
"2017-05-04 01:44:11,763","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,24.13,103,1480,720,1480,639,370,103
"2017-05-04 01:47:17,611","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,21.00,108,1480,722,1480,645,370,108
"2017-05-04 01:50:23,004","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,20.89,104,1480,669,1480,634,370,104
"2017-05-04 01:53:27,937","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,20.20,96,1480,701,1480,633,370,96
