"2017-05-02 03:19:11,775",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-02 03:21:58,333","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.58,500,100,50,0,0,1000,0,1000,0,1001
"2017-05-02 03:24:45,499","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.80,500,100,50,0,0,1001,0,1000,0,1001
"2017-05-02 03:27:32,462","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.89,500,100,50,0,0,1000,0,1001,0,1001
"2017-05-02 03:30:19,112","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.57,500,100,50,0,0,1001,0,1001,0,1000
"2017-05-02 03:33:06,353","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.48,500,100,50,0,0,1000,0,1000,0,1001
"2017-05-02 03:35:53,349","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.84,500,100,50,0,0,1001,0,1002,0,1000
"2017-05-02 03:38:40,415","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.68,500,100,50,0,0,1000,0,1001,0,1000
"2017-05-02 03:41:26,103","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.27,500,100,50,0,0,1000,0,1000,0,1001
"2017-05-02 03:44:13,741","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.64,500,100,50,0,0,1000,0,1002,0,1001
"2017-05-02 03:46:58,931","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.50,500,100,50,0,0,1001,0,1000,0,1001
"2017-05-02 03:49:44,996","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.52,500,100,50,0,0,1000,0,1001,0,1000
"2017-05-02 03:52:29,798","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.31,500,100,50,0,0,1000,0,1000,0,1001
"2017-05-02 03:55:14,674","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.27,500,100,50,0,0,1000,0,1001,0,1001
"2017-05-02 03:58:00,731","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.56,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-02 04:00:46,810","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.64,500,100,50,0,0,1001,0,1001,0,1001
"2017-05-02 04:03:33,114","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.38,500,100,50,0,0,1000,0,1002,0,1001
"2017-05-02 04:06:18,967","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.34,500,100,50,0,0,1001,0,1000,0,1002
"2017-05-02 04:09:04,157","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.55,500,100,50,0,0,1000,0,1003,0,1000
"2017-05-02 04:11:50,618","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.51,500,100,50,0,0,1001,0,1001,0,1000
"2017-05-02 04:14:35,751","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.49,500,100,50,0,0,1002,0,1000,0,1000
"2017-05-02 04:17:21,761","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.44,500,100,50,0,0,1001,0,1000,0,1000
"2017-05-02 04:20:06,057","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.48,500,100,50,0,0,1001,0,1001,0,1000
"2017-05-02 04:22:52,120","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.59,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-02 04:25:37,012","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.40,500,100,50,0,0,1000,0,1001,0,1000
"2017-05-02 04:28:22,430","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.38,500,100,50,0,0,1002,0,1001,0,1000
