"2017-04-28 17:35:03,291",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,
"2017-04-28 17:37:08,812","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,11.77,139,1480,1060,1480,998,370,139
"2017-04-28 17:39:16,981","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,13.44,134,1480,1044,1480,996,370,134
"2017-04-28 17:41:24,263","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,12.58,129,1480,1054,1480,1010,370,129
"2017-04-28 17:43:30,608","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,12.73,127,1480,1079,1480,992,370,127
"2017-04-28 17:45:37,246","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,12.15,135,1480,1060,1480,968,370,135
"2017-04-28 17:47:44,181","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,11.63,112,1480,1074,1480,981,370,112
"2017-04-28 17:49:52,442","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,13.98,112,1480,1079,1480,968,370,112
"2017-04-28 17:52:00,280","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,13.56,135,1480,1052,1480,974,370,135
"2017-04-28 17:54:07,263","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,12.55,129,1480,1090,1480,970,370,129
"2017-04-28 17:56:13,584","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,13.03,115,1480,1073,1480,985,370,115
"2017-04-28 17:58:21,024","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,13.62,111,1480,1077,1480,999,370,111
"2017-04-28 18:00:26,442","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,11.53,108,1480,1059,1480,991,370,108
"2017-04-28 18:02:34,568","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,12.75,131,1480,1055,1480,992,370,131
"2017-04-28 18:04:41,684","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,12.62,128,1480,1080,1480,1016,370,128
"2017-04-28 18:06:50,524","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,14.14,113,1480,1107,1480,999,370,113
"2017-04-28 18:09:06,830","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,14.98,112,1480,1071,1480,990,370,112
"2017-04-28 18:11:24,485","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,14.59,117,1480,1053,1480,982,370,117
"2017-04-28 18:13:42,573","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,15.55,136,1480,1075,1480,986,370,136
"2017-04-28 18:15:58,991","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,13.42,120,1480,1070,1480,981,370,120
"2017-04-28 18:18:15,404","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,13.89,122,1480,1064,1480,941,370,122
"2017-04-28 18:20:31,558","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,12.87,126,1480,1086,1480,994,370,126
"2017-04-28 18:22:47,135","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,13.37,120,1480,1067,1480,992,370,120
"2017-04-28 18:25:03,387","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,13.91,133,1480,1081,1480,996,370,133
"2017-04-28 18:27:15,364","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,11.68,125,1480,1069,1480,997,370,125
"2017-04-28 18:29:27,491","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,14.10,129,1480,1088,1480,981,370,129
"2017-04-28 17:35:32,998","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,13.32,127,1480,1039,1480,997,370,127
"2017-04-28 17:37:42,354","20,20,20","20,20,20",30,12,12,12,True,LinearRegression,4,15.01,120,1480,1037,1480,986,370,120
