"2017-05-04 06:51:13,277",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif
"2017-05-04 06:53:26,364","20","50",102,12,12,12,True,LinearRegression,4,8.52,56,370,56
"2017-05-04 06:55:48,922","20","50",102,12,12,12,True,LinearRegression,4,15.28,50,370,50
"2017-05-04 06:58:05,017","20","50",102,12,12,12,True,LinearRegression,4,7.88,55,370,55
"2017-05-04 07:00:24,580","20","50",102,12,12,12,True,LinearRegression,4,13.92,54,370,54
"2017-05-04 07:02:47,382","20","50",102,12,12,12,True,LinearRegression,4,13.77,54,370,54
"2017-05-04 07:05:13,052","20","50",102,12,12,12,True,LinearRegression,4,15.47,55,370,55
"2017-05-04 07:07:30,288","20","50",102,12,12,12,True,LinearRegression,4,9.89,60,370,60
"2017-05-04 07:09:41,875","20","50",102,12,12,12,True,LinearRegression,4,8.72,54,370,54
"2017-05-04 07:12:03,081","20","50",102,12,12,12,True,LinearRegression,4,15.10,59,370,59
"2017-05-04 07:14:18,315","20","50",102,12,12,12,True,LinearRegression,4,8.03,54,370,54
"2017-05-04 07:16:38,065","20","50",102,12,12,12,True,LinearRegression,4,13.61,57,370,57
"2017-05-04 07:19:01,312","20","50",102,12,12,12,True,LinearRegression,4,15.26,58,370,58
"2017-05-04 07:21:24,283","20","50",102,12,12,12,True,LinearRegression,4,15.24,51,370,51
"2017-05-04 07:23:40,799","20","50",102,12,12,12,True,LinearRegression,4,8.40,60,370,60
"2017-05-04 07:25:54,266","20","50",102,12,12,12,True,LinearRegression,4,8.30,49,370,49
"2017-05-04 07:28:12,174","20","50",102,12,12,12,True,LinearRegression,4,12.73,54,370,54
"2017-05-04 07:30:28,491","20","50",102,12,12,12,True,LinearRegression,4,8.40,54,370,54
"2017-05-04 07:32:50,129","20","50",102,12,12,12,True,LinearRegression,4,13.64,59,370,59
"2017-05-04 07:35:15,841","20","50",102,12,12,12,True,LinearRegression,4,15.65,47,370,47
"2017-05-04 07:37:39,881","20","50",102,12,12,12,True,LinearRegression,4,15.22,55,370,55
"2017-05-04 07:39:58,321","20","50",102,12,12,12,True,LinearRegression,4,9.54,57,370,57
"2017-05-04 07:42:14,042","20","50",102,12,12,12,True,LinearRegression,4,9.75,58,370,58
"2017-05-04 07:44:34,424","20","50",102,12,12,12,True,LinearRegression,4,13.81,58,370,58
"2017-05-04 07:46:49,610","20","50",102,12,12,12,True,LinearRegression,4,8.73,61,370,61
"2017-05-04 07:49:09,943","20","50",102,12,12,12,True,LinearRegression,4,13.40,56,370,56
