"2017-05-02 03:37:18,334",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-02 03:40:10,592","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.60,500,100,50,0,0,1000,0,1002,0,1001
"2017-05-02 03:43:03,767","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.51,500,100,50,0,0,1000,0,1001,0,1000
"2017-05-02 03:45:55,609","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.54,500,100,50,0,0,1001,0,1000,0,1002
"2017-05-02 03:48:48,732","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.52,500,100,50,0,0,1000,0,1001,0,1000
"2017-05-02 03:51:41,788","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.51,500,100,50,0,0,1000,0,1001,0,1000
"2017-05-02 03:54:34,933","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.47,500,100,50,0,0,1000,0,1000,0,1002
"2017-05-02 03:57:28,886","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,39.04,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-02 04:00:23,305","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.95,500,100,50,0,0,1001,0,1001,0,1001
"2017-05-02 04:03:15,274","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.45,500,100,50,0,0,1000,0,1001,0,1000
"2017-05-02 04:06:09,762","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,39.44,500,100,50,0,0,1002,0,1001,0,1002
"2017-05-02 04:09:02,816","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.72,500,100,50,0,0,1000,0,1002,0,1003
"2017-05-02 04:11:55,764","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.70,500,100,50,0,0,1002,0,1000,0,1001
"2017-05-02 04:14:47,339","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.71,500,100,50,0,0,1001,0,1000,0,1000
"2017-05-02 04:17:39,786","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.57,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-02 04:20:32,246","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.44,500,100,50,0,0,1000,0,1001,0,1000
"2017-05-02 04:23:25,663","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.66,500,100,50,0,0,1001,0,1001,0,1000
"2017-05-02 04:26:19,371","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.62,500,100,50,0,0,1000,0,1000,0,1001
"2017-05-02 04:29:12,699","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.55,500,100,50,0,0,1001,0,1000,0,1000
"2017-05-02 04:32:05,207","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.62,500,100,50,0,0,1000,0,1000,0,1001
"2017-05-02 04:34:57,099","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.72,500,100,50,0,0,1000,0,1000,0,1001
"2017-05-02 04:37:48,941","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.42,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-02 04:40:40,866","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.93,500,100,50,0,0,1000,0,1000,0,1001
"2017-05-02 04:43:32,232","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.37,500,100,50,0,0,1001,0,1002,0,1004
"2017-05-02 04:46:23,423","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.70,500,100,50,0,0,1000,0,1005,0,1000
"2017-05-02 04:49:14,748","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.47,500,100,50,0,0,1002,0,1001,0,1001
