"2017-05-02 03:26:58,283",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-02 03:29:44,248","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.84,500,100,50,0,0,1002,0,1000,0,1000
"2017-05-02 03:32:30,159","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.69,500,100,50,0,0,1001,0,1000,0,1001
"2017-05-02 03:35:17,116","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,39.05,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-02 03:38:03,987","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.70,500,100,50,0,0,1001,0,1000,0,1001
"2017-05-02 03:40:50,948","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.74,500,100,50,0,0,1002,0,1001,0,1000
"2017-05-02 03:43:38,152","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.76,500,100,50,0,0,1000,0,1001,0,1000
"2017-05-02 03:46:24,545","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.87,500,100,50,0,0,1001,0,1002,0,1002
"2017-05-02 03:49:11,665","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.84,500,100,50,0,0,1001,0,1001,0,1001
"2017-05-02 03:51:58,043","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.70,500,100,50,0,0,1001,0,1001,0,1002
"2017-05-02 03:54:43,888","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.84,500,100,50,0,0,1000,0,1001,0,1002
"2017-05-02 03:57:30,121","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.67,500,100,50,0,0,1001,0,1000,0,1002
"2017-05-02 04:00:14,773","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.44,500,100,50,0,0,1000,0,1001,0,1000
"2017-05-02 04:02:59,653","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.84,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-02 04:05:44,410","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.48,500,100,50,0,0,1001,0,1001,0,1000
"2017-05-02 04:08:29,970","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.98,500,100,50,0,0,1000,0,1001,0,1001
"2017-05-02 04:11:16,634","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.68,500,100,50,0,0,1000,0,1000,0,1003
"2017-05-02 04:14:02,433","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.69,500,100,50,0,0,1000,0,1000,0,1002
"2017-05-02 04:16:47,789","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.57,500,100,50,0,0,1000,0,1000,0,1002
"2017-05-02 04:19:32,245","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.42,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-02 04:22:16,948","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.99,500,100,50,0,0,1001,0,1000,0,1002
"2017-05-02 04:25:02,735","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.72,500,100,50,0,0,1000,0,1000,0,1001
"2017-05-02 04:27:47,441","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.45,500,100,50,0,0,1000,0,1000,0,1003
"2017-05-02 04:30:32,637","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.69,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-02 04:33:17,357","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.02,500,100,50,0,0,1000,0,1001,0,1000
"2017-05-02 04:36:02,900","16,16,16","20,20,20",126,7,7,7,True,LinearRegression,38.56,500,100,50,0,0,1000,0,1001,0,1001
