"2017-05-02 18:49:47,061",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps
"2017-05-02 18:50:52,422","32","40",62,4,0,0,True,LinearRegression,53.80,32,32,200,1,32,0
"2017-05-02 18:51:51,397","32","40",62,4,0,0,True,LinearRegression,47.06,32,32,200,1,32,0
"2017-05-02 18:52:51,571","32","40",62,4,0,0,True,LinearRegression,47.95,32,32,200,1,32,0
"2017-05-02 18:53:48,630","32","40",62,4,0,0,True,LinearRegression,44.67,32,32,200,0,31,1
"2017-05-02 18:54:43,117","32","40",62,4,0,0,True,LinearRegression,42.42,32,32,200,0,31,1
"2017-05-02 18:55:38,153","32","40",62,4,0,0,True,LinearRegression,42.98,32,32,200,1,32,0
"2017-05-02 18:56:35,937","32","40",62,4,0,0,True,LinearRegression,45.38,32,32,200,1,32,0
"2017-05-02 18:57:31,086","32","40",62,4,0,0,True,LinearRegression,42.73,32,32,200,0,31,1
"2017-05-02 18:58:34,110","32","40",62,4,0,0,True,LinearRegression,50.44,32,32,200,1,32,0
"2017-05-02 18:59:29,150","32","40",62,4,0,0,True,LinearRegression,42.56,32,32,200,1,32,0
"2017-05-02 19:00:30,106","32","40",62,4,0,0,True,LinearRegression,48.78,32,32,200,0,31,1
"2017-05-02 19:01:29,872","32","40",62,4,0,0,True,LinearRegression,47.20,32,32,200,1,32,0
"2017-05-02 19:02:28,860","32","40",62,4,0,0,True,LinearRegression,46.17,32,32,200,1,32,0
"2017-05-02 19:03:30,254","32","40",62,4,0,0,True,LinearRegression,48.83,32,32,200,1,32,0
"2017-05-02 19:04:33,745","32","40",62,4,0,0,True,LinearRegression,50.38,32,32,200,1,32,0
"2017-05-02 19:05:38,080","32","40",62,4,0,0,True,LinearRegression,51.64,32,32,200,1,32,0
"2017-05-02 19:06:33,191","32","40",62,4,0,0,True,LinearRegression,42.80,32,32,200,1,32,0
"2017-05-02 19:07:25,263","32","40",62,4,0,0,True,LinearRegression,39.81,32,32,200,1,32,0
"2017-05-02 19:08:17,307","32","40",62,4,0,0,True,LinearRegression,40.14,32,32,200,1,32,0
"2017-05-02 19:09:09,077","32","40",62,4,0,0,True,LinearRegression,39.66,32,32,200,1,32,0
"2017-05-02 19:10:01,060","32","40",62,4,0,0,True,LinearRegression,39.75,32,32,200,1,32,0
"2017-05-02 19:10:53,722","32","40",62,4,0,0,True,LinearRegression,40.66,32,32,200,1,32,0
"2017-05-02 19:11:46,146","32","40",62,4,0,0,True,LinearRegression,39.79,32,32,200,1,32,0
"2017-05-02 19:12:38,676","32","40",62,4,0,0,True,LinearRegression,40.19,32,32,200,1,32,0
"2017-05-02 19:13:30,136","32","40",62,4,0,0,True,LinearRegression,39.48,32,32,200,0,30,2
