"2017-05-04 04:27:00,587",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif
"2017-05-04 04:28:53,122","20","50",60,12,12,12,True,LinearRegression,4,5.64,52,370,52
"2017-05-04 04:30:45,635","20","50",60,12,12,12,True,LinearRegression,4,6.70,42,370,42
"2017-05-04 04:32:36,214","20","50",60,12,12,12,True,LinearRegression,4,4.58,57,370,57
"2017-05-04 04:34:25,842","20","50",60,12,12,12,True,LinearRegression,4,4.59,54,370,54
"2017-05-04 04:36:17,059","20","50",60,12,12,12,True,LinearRegression,4,5.32,57,370,57
"2017-05-04 04:38:10,785","20","50",60,12,12,12,True,LinearRegression,4,6.55,48,370,48
"2017-05-04 04:40:00,184","20","50",60,12,12,12,True,LinearRegression,4,4.56,48,370,48
"2017-05-04 04:41:50,786","20","50",60,12,12,12,True,LinearRegression,4,5.70,56,370,56
"2017-05-04 04:43:41,494","20","50",60,12,12,12,True,LinearRegression,4,4.95,61,370,61
"2017-05-04 04:45:33,435","20","50",60,12,12,12,True,LinearRegression,4,6.65,53,370,53
"2017-05-04 04:47:22,244","20","50",60,12,12,12,True,LinearRegression,4,5.63,49,370,49
"2017-05-04 04:49:10,750","20","50",60,12,12,12,True,LinearRegression,4,4.60,58,370,58
"2017-05-04 04:50:58,966","20","50",60,12,12,12,True,LinearRegression,4,4.70,52,370,52
"2017-05-04 04:52:45,572","20","50",60,12,12,12,True,LinearRegression,4,4.94,74,370,74
"2017-05-04 04:54:34,174","20","50",60,12,12,12,True,LinearRegression,4,4.93,53,370,53
"2017-05-04 04:56:23,330","20","50",60,12,12,12,True,LinearRegression,4,5.44,47,370,47
"2017-05-04 04:58:15,816","20","50",60,12,12,12,True,LinearRegression,4,5.13,57,370,57
"2017-05-04 05:00:07,574","20","50",60,12,12,12,True,LinearRegression,4,5.68,65,370,65
"2017-05-04 05:01:59,948","20","50",60,12,12,12,True,LinearRegression,4,6.92,53,370,53
"2017-05-04 05:03:53,386","20","50",60,12,12,12,True,LinearRegression,4,6.50,54,370,54
"2017-05-04 05:05:45,409","20","50",60,12,12,12,True,LinearRegression,4,5.48,52,370,52
"2017-05-04 05:07:38,257","20","50",60,12,12,12,True,LinearRegression,4,6.33,50,370,50
"2017-05-04 05:09:32,270","20","50",60,12,12,12,True,LinearRegression,4,6.86,57,370,57
"2017-05-04 05:11:24,959","20","50",60,12,12,12,True,LinearRegression,4,7.11,47,370,47
"2017-05-04 05:13:16,234","20","50",60,12,12,12,True,LinearRegression,4,6.95,53,370,53
