"2017-05-01 17:51:22,272",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,
"2017-05-01 17:52:42,061","30,30,30,30","30,35,35,35",54,4,0,0,True,LinearRegression,47.28,32,32,200,0,5,50,22,15,28,4,31,1
"2017-05-01 17:54:01,394","30,30,30,30","30,35,35,35",54,4,0,0,True,LinearRegression,46.69,32,32,200,0,8,46,20,18,29,3,31,1
"2017-05-01 17:55:22,087","30,30,30,30","30,35,35,35",54,4,0,0,True,LinearRegression,48.04,32,32,200,0,5,52,18,18,25,7,29,3
"2017-05-01 17:56:41,028","30,30,30,30","30,35,35,35",54,4,0,0,True,LinearRegression,46.44,32,32,200,0,8,42,20,17,31,1,31,1
"2017-05-01 17:58:00,777","30,30,30,30","30,35,35,35",54,4,0,0,True,LinearRegression,47.02,32,32,200,0,9,51,20,18,27,8,27,6
"2017-05-01 17:59:20,826","30,30,30,30","30,35,35,35",54,4,0,0,True,LinearRegression,47.67,32,32,200,0,9,49,19,19,29,5,30,2
"2017-05-01 18:00:41,606","30,30,30,30","30,35,35,35",54,4,0,0,True,LinearRegression,47.95,32,32,200,1,5,49,20,18,30,3,32,0
"2017-05-01 18:02:00,247","30,30,30,30","30,35,35,35",54,4,0,0,True,LinearRegression,46.00,32,32,200,0,3,58,13,29,23,12,31,3
"2017-05-01 18:03:19,533","30,30,30,30","30,35,35,35",54,4,0,0,True,LinearRegression,47.16,32,32,200,0,5,56,24,12,30,4,30,2
"2017-05-01 18:04:37,441","30,30,30,30","30,35,35,35",54,4,0,0,True,LinearRegression,45.98,32,32,200,0,4,54,21,18,28,5,31,2
"2017-05-01 18:05:54,140","30,30,30,30","30,35,35,35",54,4,0,0,True,LinearRegression,45.43,32,32,200,0,4,59,15,26,22,12,25,7
"2017-05-01 18:07:10,374","30,30,30,30","30,35,35,35",54,4,0,0,True,LinearRegression,44.39,32,32,200,0,5,54,24,15,27,6,30,3
"2017-05-01 18:08:27,300","30,30,30,30","30,35,35,35",54,4,0,0,True,LinearRegression,45.33,32,32,200,0,3,64,20,17,25,8,28,4
"2017-05-01 18:09:42,942","30,30,30,30","30,35,35,35",54,4,0,0,True,LinearRegression,44.12,32,32,200,0,6,50,21,14,28,4,29,3
"2017-05-01 18:11:01,588","30,30,30,30","30,35,35,35",54,4,0,0,True,LinearRegression,46.46,32,32,200,0,4,51,21,17,26,9,31,1
"2017-05-01 18:12:21,103","30,30,30,30","30,35,35,35",54,4,0,0,True,LinearRegression,47.30,32,32,200,0,3,63,13,30,22,13,30,3
"2017-05-01 18:13:39,215","30,30,30,30","30,35,35,35",54,4,0,0,True,LinearRegression,45.95,32,32,200,0,9,45,19,16,28,4,30,2
"2017-05-01 18:14:58,342","30,30,30,30","30,35,35,35",54,4,0,0,True,LinearRegression,46.95,32,32,200,0,5,54,22,14,27,5,30,2
"2017-05-01 18:16:14,873","30,30,30,30","30,35,35,35",54,4,0,0,True,LinearRegression,44.63,32,32,200,0,7,53,18,17,30,2,31,1
"2017-05-01 18:17:31,088","30,30,30,30","30,35,35,35",54,4,0,0,True,LinearRegression,44.73,32,32,200,0,5,50,18,21,25,8,27,6
"2017-05-01 18:18:47,825","30,30,30,30","30,35,35,35",54,4,0,0,True,LinearRegression,45.44,32,32,200,0,6,50,21,15,26,6,31,1
"2017-05-01 18:20:08,250","30,30,30,30","30,35,35,35",54,4,0,0,True,LinearRegression,49.00,32,32,200,0,6,56,15,23,26,6,29,3
"2017-05-01 18:21:29,925","30,30,30,30","30,35,35,35",54,4,0,0,True,LinearRegression,49.16,32,32,200,0,6,49,22,14,26,8,30,3
"2017-05-01 18:22:48,047","30,30,30,30","30,35,35,35",54,4,0,0,True,LinearRegression,45.92,32,32,200,0,2,61,19,20,22,12,27,5
"2017-05-01 18:24:05,670","30,30,30,30","30,35,35,35",54,4,0,0,True,LinearRegression,45.43,32,32,200,0,7,54,15,31,25,9,30,3
