"2016-11-22 11:34:49,907",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Training sets,Testing sets,Distractor period,Point (success),R1 correct,R1 wrong bits,R2 correct,R2 wrong bits
"2016-11-22 11:35:00,565",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,90,2,90
"2016-11-22 11:35:10,933",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:35:21,269",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:35:31,634",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:35:41,957",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:35:53,598",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,75,2,75
"2016-11-22 11:36:05,029",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,1,92,2,90
"2016-11-22 11:36:15,319",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,3,75,2,120
"2016-11-22 11:36:25,505",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:36:35,239",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:36:44,696",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,90,2,105
"2016-11-22 11:36:53,862",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,1,152,2,150
"2016-11-22 11:37:03,328",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,3,75,1,137
"2016-11-22 11:37:12,690",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,1,155,1,155
"2016-11-22 11:37:21,963",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,3,75,2,135
"2016-11-22 11:37:31,125",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:37:40,319",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,90,2,150
"2016-11-22 11:37:49,471",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:37:58,727",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:38:07,970",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:38:17,338",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:38:26,424",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:38:35,430",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,180,2,180
"2016-11-22 11:38:44,763",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,3,75,3,75
"2016-11-22 11:38:54,078",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,1,153,2,150
"2016-11-22 11:39:03,362",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,1,136
"2016-11-22 11:39:12,585",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,75,2,75
"2016-11-22 11:39:21,740",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:39:30,938",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:39:40,200",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,3,75,2,120
"2016-11-22 11:39:49,359",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,1,153,2,150
"2016-11-22 11:39:58,523",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:40:07,775",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,120,3,75
"2016-11-22 11:40:16,730",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:40:25,933",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,1,151,2,150
"2016-11-22 11:40:35,013",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,135,2,120
"2016-11-22 11:40:44,147",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:40:53,295",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,120,2,105
"2016-11-22 11:41:02,355",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,90,2,90
"2016-11-22 11:41:11,608",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,1,155,1,155
"2016-11-22 11:41:20,655",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,120,2,90
"2016-11-22 11:41:29,803",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:41:39,029",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:41:48,056",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,75,2,75
"2016-11-22 11:41:57,153",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:42:06,480",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,75,2,75
"2016-11-22 11:42:15,927",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:42:24,997",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,135,2,75
"2016-11-22 11:42:33,948",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:42:43,263",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:42:52,459",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:43:01,674",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:43:10,934",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,1,155,1,155
"2016-11-22 11:43:20,109",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,90,2,135
"2016-11-22 11:43:29,132",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,90,2,75
"2016-11-22 11:43:38,180",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:43:47,329",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:43:56,943",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,1,154,2,150
"2016-11-22 11:44:06,084",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:44:15,118",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:44:24,316",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:44:33,599",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:44:43,101",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,3,75,3,75
"2016-11-22 11:44:52,200",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:45:01,506",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:45:10,801",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:45:19,987",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:45:28,984",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,135,2,150
"2016-11-22 11:45:38,210",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:45:47,269",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,90,2,150
"2016-11-22 11:45:56,479",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,105,1,152
"2016-11-22 11:46:05,742",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:46:14,921",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:46:24,302",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
"2016-11-22 11:46:33,365",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,75,2,75
"2016-11-22 11:46:42,555",2,4,250,4,40,40,True,LinearRegression,32,32,200,0,2,150,2,150
