"2016-11-21 09:57:54,101",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Training sets,Testing sets,Distractor period,Point (success),R1 correct,R1 wrong bits,R2 correct,R2 wrong bits
"2016-11-21 09:58:16,519",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,18,16,22,12
"2016-11-21 09:58:41,709",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,14,27,13,32
"2016-11-21 09:59:04,364",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,16,19,26,6
"2016-11-21 09:59:29,984",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,19,18,22,13
"2016-11-21 09:59:53,391",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,10,25,16,17
"2016-11-21 10:00:16,542",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,18,14,21,11
"2016-11-21 10:00:39,967",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,15,22,19,15
"2016-11-21 10:01:02,809",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,11,32,15,27
"2016-11-21 10:01:26,250",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,8,40,9,36
"2016-11-21 10:01:51,697",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,15,28,17,22
"2016-11-21 10:02:16,933",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,14,20,23,10
"2016-11-21 10:02:39,367",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,7,40,27,5
"2016-11-21 10:03:07,407",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,17,25,22,15
"2016-11-21 10:03:30,204",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,25,8,25,7
"2016-11-21 10:03:53,183",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,14,24,14,21
"2016-11-21 10:04:16,257",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,23,16,27,6
"2016-11-21 10:04:39,230",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,12,28,12,28
"2016-11-21 10:05:02,131",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,9,40,7,50
"2016-11-21 10:05:24,387",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,17,17,20,14
"2016-11-21 10:05:50,996",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,9,43,25,7
"2016-11-21 10:06:13,342",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,20,14,20,13
"2016-11-21 10:06:36,601",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,16,20,22,11
"2016-11-21 10:07:00,757",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,11,36,10,40
"2016-11-21 10:07:22,993",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,20,22,26,12
"2016-11-21 10:07:47,855",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,10,31,11,29
"2016-11-21 10:08:15,092",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,20,14,24,8
"2016-11-21 10:08:40,223",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,23,9,25,7
"2016-11-21 10:09:08,769",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,15,25,15,25
"2016-11-21 10:09:30,066",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,22,11,25,7
"2016-11-21 10:09:52,433",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,17,20,27,5
"2016-11-21 10:10:15,342",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,15,17,17,15
"2016-11-21 10:10:37,357",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,12,26,21,12
"2016-11-21 10:10:58,785",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,14,32,13,40
"2016-11-21 10:11:23,467",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,8,37,4,48
"2016-11-21 10:11:46,887",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,12,28,16,18
"2016-11-21 10:12:11,398",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,18,20,18,19
"2016-11-21 10:12:33,516",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,21,11,23,9
"2016-11-21 10:12:55,746",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,13,28,17,24
"2016-11-21 10:13:19,747",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,23,10,26,6
"2016-11-21 10:13:42,382",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,6,45,20,19
"2016-11-21 10:14:07,403",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,15,26,17,19
"2016-11-21 10:14:32,812",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,22,10,24,8
"2016-11-21 10:14:59,266",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,17,18,25,7
"2016-11-21 10:15:22,085",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,11,29,22,12
"2016-11-21 10:15:44,338",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,23,10,27,5
"2016-11-21 10:16:12,115",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,3,67,16,20
"2016-11-21 10:16:33,739",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,17,16,24,8
"2016-11-21 10:16:55,098",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,4,54,4,56
"2016-11-21 10:17:25,109",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,23,10,25,8
"2016-11-21 10:17:47,201",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,17,18,23,9
"2016-11-21 10:18:08,305",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,9,35,6,45
"2016-11-21 10:18:29,573",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,20,12,20,12
"2016-11-21 10:18:53,565",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,7,38,9,38
"2016-11-21 10:19:21,750",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,15,27,18,24
"2016-11-21 10:19:43,421",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,14,23,15,22
"2016-11-21 10:20:05,862",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,15,25,17,15
"2016-11-21 10:20:32,056",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,17,19,17,18
"2016-11-21 10:20:53,730",4,4,54,4,40,40,True,LinearRegression,32,32,200,0,16,40,17,32
