"2017-05-02 19:22:59,951",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-02 19:23:41,457","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,23.44,32,32,200,0,4,54,0,127,0,152
"2017-05-02 19:24:20,204","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,21.36,32,32,200,0,7,52,0,125,0,153
"2017-05-02 19:24:59,435","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,21.52,32,32,200,0,3,58,0,125,0,152
"2017-05-02 19:25:38,755","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,21.41,32,32,200,0,4,54,0,118,0,151
"2017-05-02 19:26:16,770","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,20.40,32,32,200,0,3,55,0,113,0,151
"2017-05-02 19:26:56,312","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,21.67,32,32,200,0,7,49,0,116,0,153
"2017-05-02 19:27:35,903","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,22.15,32,32,200,0,5,51,0,120,0,155
"2017-05-02 19:28:14,168","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,20.70,32,32,200,0,6,48,0,109,0,152
"2017-05-02 19:28:53,320","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,21.35,32,32,200,0,4,60,0,119,0,149
"2017-05-02 19:29:33,690","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,22.31,32,32,200,0,7,49,0,104,0,145
"2017-05-02 19:30:14,455","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,22.63,32,32,200,0,3,60,0,123,0,154
"2017-05-02 19:30:53,721","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,21.77,32,32,200,0,3,60,0,139,0,157
"2017-05-02 19:31:31,998","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,21.00,32,32,200,0,4,52,2,114,0,153
"2017-05-02 19:32:10,951","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,21.38,32,32,200,0,4,51,1,122,0,152
"2017-05-02 19:32:48,975","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,20.68,32,32,200,0,3,64,0,128,0,150
"2017-05-02 19:33:23,501","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,18.84,32,32,200,0,3,61,0,131,0,154
"2017-05-02 19:33:58,534","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,19.39,32,32,200,0,4,57,0,120,0,150
"2017-05-02 19:34:32,747","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,18.40,32,32,200,0,5,52,0,116,0,155
"2017-05-02 19:35:08,110","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,19.42,32,32,200,0,5,52,0,121,0,155
"2017-05-02 19:35:43,397","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,19.59,32,32,200,0,3,64,0,130,0,152
"2017-05-02 19:36:19,531","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,20.80,32,32,200,0,3,59,0,124,0,157
"2017-05-02 19:37:00,144","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,24.79,32,32,200,0,8,43,0,121,0,154
"2017-05-02 19:37:40,401","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,24.71,32,32,200,0,3,62,0,125,0,147
"2017-05-02 19:38:13,761","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,18.41,32,32,200,0,2,62,0,133,0,154
"2017-05-02 19:38:47,395","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,18.45,32,32,200,0,3,56,0,127,0,156
