"2017-05-04 17:41:03,233",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-05-04 17:46:02,604","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.69,115,1480,630,1480,568,370,115
"2017-05-04 17:51:00,279","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,26.67,92,1480,623,1480,558,370,92
"2017-05-04 17:55:58,435","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,27.95,96,1480,624,1480,562,370,96
"2017-05-04 18:00:55,764","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,27.09,91,1480,610,1480,573,370,91
"2017-05-04 18:05:58,844","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,30.11,93,1480,613,1480,562,370,93
"2017-05-04 18:11:04,377","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,35.53,106,1480,638,1480,592,370,106
"2017-05-04 18:16:07,106","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,31.19,99,1480,599,1480,573,370,99
"2017-05-04 18:21:06,829","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.76,99,1480,624,1480,526,370,99
"2017-05-04 18:26:02,026","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,27.44,104,1480,592,1480,552,370,104
"2017-05-04 18:30:55,239","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,27.40,108,1480,603,1480,578,370,108
"2017-05-04 18:35:51,168","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.95,103,1480,630,1480,558,370,103
"2017-05-04 18:40:46,419","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.13,93,1480,614,1480,584,370,93
"2017-05-04 18:45:40,484","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,26.89,88,1480,613,1480,557,370,88
"2017-05-04 18:50:35,919","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,27.13,93,1480,599,1480,566,370,93
"2017-05-04 18:55:30,574","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,30.44,108,1480,608,1480,580,370,108
"2017-05-04 19:00:27,442","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,30.82,106,1480,608,1480,556,370,106
"2017-05-04 19:05:30,072","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,33.86,101,1480,600,1480,578,370,101
"2017-05-04 19:10:19,854","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,26.08,93,1480,612,1480,581,370,93
"2017-05-04 19:15:19,105","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,30.98,92,1480,592,1480,548,370,92
"2017-05-04 19:20:14,776","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.23,89,1480,597,1480,547,370,89
"2017-05-04 19:25:07,926","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.89,93,1480,590,1480,557,370,93
"2017-05-04 19:30:00,618","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,25.61,107,1480,626,1480,601,370,107
"2017-05-04 19:34:53,490","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,26.16,94,1480,616,1480,547,370,94
"2017-05-04 19:39:49,432","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.92,103,1480,607,1480,559,370,103
"2017-05-04 19:44:49,688","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,33.09,89,1480,618,1480,544,370,89
