"2017-05-02 19:39:22,088",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-02 19:39:55,690","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.50,32,32,200,0,1,67,0,106,0,145
"2017-05-02 19:40:29,294","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.54,32,32,200,0,1,62,0,125,0,157
"2017-05-02 19:41:02,770","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.49,32,32,200,0,3,48,0,96,0,146
"2017-05-02 19:41:36,670","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.57,32,32,200,0,2,63,1,97,0,141
"2017-05-02 19:42:10,070","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.57,32,32,200,0,3,54,0,91,0,128
"2017-05-02 19:42:43,765","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.65,32,32,200,0,1,53,1,92,0,138
"2017-05-02 19:43:16,763","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.21,32,32,200,0,3,59,1,94,0,130
"2017-05-02 19:43:50,095","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.34,32,32,200,0,6,42,0,89,0,130
"2017-05-02 19:44:23,746","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.84,32,32,200,0,5,53,1,84,0,125
"2017-05-02 19:44:57,425","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.72,32,32,200,0,4,57,1,107,0,149
"2017-05-02 19:45:31,437","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.74,32,32,200,0,4,56,0,110,0,148
"2017-05-02 19:46:04,296","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.27,32,32,200,0,7,47,2,79,0,122
"2017-05-02 19:46:37,590","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.38,32,32,200,0,5,55,0,87,0,126
"2017-05-02 19:47:11,001","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.42,32,32,200,0,5,55,0,101,0,133
"2017-05-02 19:47:43,922","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.27,32,32,200,0,5,49,0,87,0,135
"2017-05-02 19:48:16,859","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.10,32,32,200,0,1,64,0,113,0,151
"2017-05-02 19:48:50,415","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.57,32,32,200,0,2,61,0,94,0,138
"2017-05-02 19:49:23,946","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.73,32,32,200,0,4,52,0,103,0,136
"2017-05-02 19:49:57,506","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.67,32,32,200,0,5,59,0,94,0,132
"2017-05-02 19:50:30,716","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.17,32,32,200,0,5,50,1,87,0,138
"2017-05-02 19:51:03,960","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.31,32,32,200,0,4,55,0,113,0,148
"2017-05-02 19:51:37,427","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.39,32,32,200,0,2,49,1,96,0,134
"2017-05-02 19:52:10,765","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.34,32,32,200,0,3,52,1,101,0,140
"2017-05-02 19:52:44,277","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.68,32,32,200,0,4,55,0,90,0,124
"2017-05-02 19:53:19,641","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,20.31,32,32,200,0,2,53,0,102,0,141
