"2017-05-04 00:36:43,212",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-05-04 00:39:45,234","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,18.25,88,1480,717,1480,652,370,88
"2017-05-04 00:42:46,046","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,19.32,97,1480,687,1480,621,370,97
"2017-05-04 00:45:46,553","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,18.39,97,1480,706,1480,625,370,97
"2017-05-04 00:48:54,814","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,21.42,95,1480,686,1480,675,370,95
"2017-05-04 00:51:55,987","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,19.16,97,1480,695,1480,644,370,97
"2017-05-04 00:55:01,162","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,20.24,101,1480,697,1480,640,370,101
"2017-05-04 00:58:05,730","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,21.90,99,1480,714,1480,612,370,99
"2017-05-04 01:01:12,300","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,22.90,84,1480,686,1480,648,370,84
"2017-05-04 01:04:14,774","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,21.82,115,1480,688,1480,659,370,115
"2017-05-04 01:07:10,298","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,17.16,94,1480,691,1480,641,370,94
"2017-05-04 01:10:16,509","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,22.25,93,1480,689,1480,636,370,93
"2017-05-04 01:13:16,656","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,20.87,100,1480,705,1480,641,370,100
"2017-05-04 01:16:25,484","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,24.69,91,1480,714,1480,642,370,91
"2017-05-04 01:19:32,608","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,23.80,97,1480,716,1480,653,370,97
"2017-05-04 01:22:36,665","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,20.44,105,1480,690,1480,653,370,105
"2017-05-04 01:25:37,447","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,19.21,95,1480,708,1480,661,370,95
"2017-05-04 01:28:36,978","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,19.90,97,1480,693,1480,625,370,97
"2017-05-04 01:31:37,549","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,19.56,93,1480,689,1480,678,370,93
"2017-05-04 01:34:38,809","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,20.01,99,1480,708,1480,666,370,99
"2017-05-04 01:37:39,341","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,18.85,101,1480,699,1480,670,370,101
"2017-05-04 01:40:42,765","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,20.53,115,1480,717,1480,647,370,115
"2017-05-04 01:43:46,385","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,21.69,96,1480,690,1480,647,370,96
"2017-05-04 01:46:47,356","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,19.59,111,1480,702,1480,640,370,111
"2017-05-04 01:49:46,907","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,19.26,109,1480,684,1480,621,370,109
"2017-05-04 01:52:46,218","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,19.36,101,1480,734,1480,646,370,101
