"2017-05-04 05:12:53,642",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif
"2017-05-04 05:14:43,768","20","50",102,12,12,12,True,LinearRegression,4,6.74,53,370,53
"2017-05-04 05:16:30,902","20","50",102,12,12,12,True,LinearRegression,4,4.54,52,370,52
"2017-05-04 05:18:19,838","20","50",102,12,12,12,True,LinearRegression,4,4.47,61,370,61
"2017-05-04 05:20:08,803","20","50",102,12,12,12,True,LinearRegression,4,5.83,50,370,50
"2017-05-04 05:21:59,441","20","50",102,12,12,12,True,LinearRegression,4,5.79,53,370,53
"2017-05-04 05:23:48,606","20","50",102,12,12,12,True,LinearRegression,4,6.66,51,370,51
"2017-05-04 05:25:39,720","20","50",102,12,12,12,True,LinearRegression,4,6.75,49,370,49
"2017-05-04 05:27:29,838","20","50",102,12,12,12,True,LinearRegression,4,6.47,56,370,56
"2017-05-04 05:29:21,170","20","50",102,12,12,12,True,LinearRegression,4,6.60,57,370,57
"2017-05-04 05:31:09,620","20","50",102,12,12,12,True,LinearRegression,4,6.09,54,370,54
"2017-05-04 05:33:01,206","20","50",102,12,12,12,True,LinearRegression,4,6.66,54,370,54
"2017-05-04 05:34:53,163","20","50",102,12,12,12,True,LinearRegression,4,6.47,55,370,55
"2017-05-04 05:36:43,113","20","50",102,12,12,12,True,LinearRegression,4,6.92,56,370,56
"2017-05-04 05:38:33,424","20","50",102,12,12,12,True,LinearRegression,4,5.82,50,370,50
"2017-05-04 05:40:23,431","20","50",102,12,12,12,True,LinearRegression,4,6.04,55,370,55
"2017-05-04 05:42:17,398","20","50",102,12,12,12,True,LinearRegression,4,6.78,59,370,59
"2017-05-04 05:44:08,589","20","50",102,12,12,12,True,LinearRegression,4,6.74,57,370,57
"2017-05-04 05:45:58,367","20","50",102,12,12,12,True,LinearRegression,4,4.98,46,370,46
"2017-05-04 05:47:49,829","20","50",102,12,12,12,True,LinearRegression,4,6.48,62,370,62
"2017-05-04 05:49:41,653","20","50",102,12,12,12,True,LinearRegression,4,6.35,58,370,58
"2017-05-04 05:51:32,995","20","50",102,12,12,12,True,LinearRegression,4,6.36,55,370,55
"2017-05-04 05:53:24,062","20","50",102,12,12,12,True,LinearRegression,4,5.57,55,370,55
"2017-05-04 05:55:14,331","20","50",102,12,12,12,True,LinearRegression,4,5.96,53,370,53
"2017-05-04 05:57:06,611","20","50",102,12,12,12,True,LinearRegression,4,4.54,56,370,56
"2017-05-04 05:58:56,357","20","50",102,12,12,12,True,LinearRegression,4,5.23,57,370,57
