"2017-05-01 22:25:29,814",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,
"2017-05-01 22:26:47,282","30,30,30,30","30,35,35,35",30,4,0,0,True,LinearRegression,45.71,32,32,200,0,5,63,5,51,10,34,16,22
"2017-05-01 22:28:05,954","30,30,30,30","30,35,35,35",30,4,0,0,True,LinearRegression,46.53,32,32,200,0,2,62,8,38,12,28,15,21
"2017-05-01 22:29:25,055","30,30,30,30","30,35,35,35",30,4,0,0,True,LinearRegression,46.75,32,32,200,0,2,55,11,31,13,26,9,32
"2017-05-01 22:30:45,096","30,30,30,30","30,35,35,35",30,4,0,0,True,LinearRegression,47.26,32,32,200,0,4,60,12,28,12,26,18,19
"2017-05-01 22:32:03,743","30,30,30,30","30,35,35,35",30,4,0,0,True,LinearRegression,46.04,32,32,200,0,1,64,5,39,12,23,18,18
"2017-05-01 22:33:23,382","30,30,30,30","30,35,35,35",30,4,0,0,True,LinearRegression,47.55,32,32,200,0,3,58,11,31,11,30,10,28
"2017-05-01 22:34:42,109","30,30,30,30","30,35,35,35",30,4,0,0,True,LinearRegression,46.84,32,32,200,0,5,58,10,33,10,28,14,24
"2017-05-01 22:36:01,002","30,30,30,30","30,35,35,35",30,4,0,0,True,LinearRegression,46.63,32,32,200,0,3,55,8,29,16,22,19,16
"2017-05-01 22:37:18,719","30,30,30,30","30,35,35,35",30,4,0,0,True,LinearRegression,46.02,32,32,200,0,2,56,8,39,12,29,16,18
"2017-05-01 22:38:35,767","30,30,30,30","30,35,35,35",30,4,0,0,True,LinearRegression,45.35,32,32,200,0,5,49,3,46,8,38,12,28
"2017-05-01 22:39:55,567","30,30,30,30","30,35,35,35",30,4,0,0,True,LinearRegression,47.92,32,32,200,0,9,39,16,23,18,19,16,23
"2017-05-01 22:41:13,281","30,30,30,30","30,35,35,35",30,4,0,0,True,LinearRegression,46.55,32,32,200,0,1,63,5,43,9,38,17,22
"2017-05-01 22:42:25,780","30,30,30,30","30,35,35,35",30,4,0,0,True,LinearRegression,43.98,32,32,200,0,7,41,8,33,11,30,15,22
"2017-05-01 22:43:35,761","30,30,30,30","30,35,35,35",30,4,0,0,True,LinearRegression,42.48,32,32,200,0,8,48,8,41,15,28,12,24
"2017-05-01 22:44:44,401","30,30,30,30","30,35,35,35",30,4,0,0,True,LinearRegression,40.78,32,32,200,0,3,53,9,33,12,24,14,21
"2017-05-01 22:45:51,747","30,30,30,30","30,35,35,35",30,4,0,0,True,LinearRegression,40.24,32,32,200,0,3,63,4,52,11,41,16,21
"2017-05-01 22:47:00,043","30,30,30,30","30,35,35,35",30,4,0,0,True,LinearRegression,41.29,32,32,200,0,3,58,9,31,12,22,13,23
"2017-05-01 22:48:09,061","30,30,30,30","30,35,35,35",30,4,0,0,True,LinearRegression,41.82,32,32,200,0,5,44,13,26,9,29,17,18
"2017-05-01 22:49:18,769","30,30,30,30","30,35,35,35",30,4,0,0,True,LinearRegression,42.08,32,32,200,0,2,56,5,45,9,34,15,27
"2017-05-01 22:50:27,287","30,30,30,30","30,35,35,35",30,4,0,0,True,LinearRegression,41.61,32,32,200,0,5,56,14,28,17,18,15,21
"2017-05-01 22:51:35,408","30,30,30,30","30,35,35,35",30,4,0,0,True,LinearRegression,41.01,32,32,200,0,3,53,10,39,10,32,15,26
"2017-05-01 22:52:43,763","30,30,30,30","30,35,35,35",30,4,0,0,True,LinearRegression,41.34,32,32,200,0,2,60,7,43,9,34,14,30
"2017-05-01 22:53:50,343","30,30,30,30","30,35,35,35",30,4,0,0,True,LinearRegression,40.04,32,32,200,0,0,64,7,46,10,37,12,30
"2017-05-01 22:54:57,400","30,30,30,30","30,35,35,35",30,4,0,0,True,LinearRegression,40.52,32,32,200,0,3,57,10,29,9,30,15,30
"2017-05-01 22:56:07,121","30,30,30,30","30,35,35,35",30,4,0,0,True,LinearRegression,42.36,32,32,200,0,12,44,17,24,15,25,15,22
