"2017-05-02 02:26:35,190",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-02 02:29:28,804","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.81,500,100,50,0,0,1002,0,1001,0,1001
"2017-05-02 02:32:23,228","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,39.02,500,100,50,0,0,1002,0,1002,0,1002
"2017-05-02 02:35:18,705","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.64,500,100,50,0,0,1001,0,1001,0,1000
"2017-05-02 02:38:12,024","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.71,500,100,50,0,0,1001,0,1001,0,1000
"2017-05-02 02:41:05,255","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.74,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-02 02:43:59,107","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.90,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-02 02:46:54,506","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,39.35,500,100,50,0,0,1001,0,1001,0,1004
"2017-05-02 02:49:50,132","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,39.26,500,100,50,0,0,1002,0,1000,0,1000
"2017-05-02 02:52:44,223","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.82,500,100,50,0,0,1000,0,1000,0,1001
"2017-05-02 02:55:38,854","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.98,500,100,50,0,0,1000,0,1001,0,1000
"2017-05-02 02:58:32,255","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.58,500,100,50,0,0,1000,0,1001,0,1001
"2017-05-02 03:01:25,626","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.78,500,100,50,0,0,1000,0,1001,0,1001
"2017-05-02 03:04:19,117","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,39.37,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-02 03:07:12,769","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.79,500,100,50,0,0,1000,0,1002,0,1002
"2017-05-02 03:10:08,193","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,39.54,500,100,50,0,0,1001,0,1000,0,1000
"2017-05-02 03:13:01,989","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.57,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-02 03:15:56,771","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,39.42,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-02 03:18:50,716","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.58,500,100,50,0,0,1001,0,1001,0,1000
"2017-05-02 03:21:44,933","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.64,500,100,50,0,0,1001,0,1000,0,1001
"2017-05-02 03:24:37,878","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.48,500,100,50,0,0,1001,0,1000,0,1000
"2017-05-02 03:27:32,035","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.56,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-02 03:30:24,663","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.60,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-02 03:33:19,198","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,39.08,500,100,50,0,0,1000,0,1002,0,1000
"2017-05-02 03:36:12,465","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.52,500,100,50,0,0,1002,0,1001,0,1000
"2017-05-02 03:39:06,463","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,39.04,500,100,50,0,0,1001,0,1000,0,1000
