"2017-04-28 00:32:24,566",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,
"2017-04-28 00:34:18,669","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.15,184,1480,1117,1480,1015,370,184
"2017-04-28 00:36:12,063","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.16,154,1480,1080,1480,1088,370,154
"2017-04-28 00:38:05,472","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.31,151,1480,1105,1480,1009,370,151
"2017-04-28 00:39:56,882","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.24,133,1480,1091,1480,1017,370,133
"2017-04-28 00:41:51,218","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.07,144,1480,1073,1480,1046,370,144
"2017-04-28 00:43:44,813","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.02,152,1480,1119,1480,1013,370,152
"2017-04-28 00:45:38,517","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.36,165,1480,1090,1480,1022,370,165
"2017-04-28 00:47:32,339","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.25,156,1480,1102,1480,1021,370,156
"2017-04-28 00:49:24,760","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.94,148,1480,1125,1480,1016,370,148
"2017-04-28 00:51:16,458","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.18,141,1480,1121,1480,1042,370,141
"2017-04-28 00:53:09,739","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.81,157,1480,1121,1480,1033,370,157
"2017-04-28 00:55:02,508","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.14,152,1480,1097,1480,1078,370,152
"2017-04-28 00:56:56,612","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.19,135,1480,1114,1480,1032,370,135
"2017-04-28 00:58:50,166","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.99,162,1480,1148,1480,1023,370,162
"2017-04-28 01:00:41,670","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.27,155,1480,1095,1480,1005,370,155
