"2017-05-04 17:42:53,304",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-05-04 17:47:50,419","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.97,105,1480,620,1480,586,370,105
"2017-05-04 17:52:45,874","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,30.55,102,1480,628,1480,573,370,102
"2017-05-04 17:57:43,230","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,34.11,97,1480,626,1480,552,370,97
"2017-05-04 18:02:44,627","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,30.79,102,1480,601,1480,558,370,102
"2017-05-04 18:07:40,957","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,27.63,92,1480,614,1480,579,370,92
"2017-05-04 18:12:37,099","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.76,110,1480,596,1480,547,370,110
"2017-05-04 18:17:44,775","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,32.07,90,1480,620,1480,593,370,90
"2017-05-04 18:22:48,308","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,31.79,98,1480,603,1480,571,370,98
"2017-05-04 18:27:52,950","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,32.68,92,1480,604,1480,579,370,92
"2017-05-04 18:33:00,940","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,33.52,92,1480,605,1480,553,370,92
"2017-05-04 18:37:58,731","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,27.45,110,1480,599,1480,549,370,110
"2017-05-04 18:42:56,387","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,27.62,101,1480,645,1480,544,370,101
"2017-05-04 18:47:54,167","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,27.71,97,1480,622,1480,567,370,97
"2017-05-04 18:52:57,845","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,32.10,97,1480,609,1480,566,370,97
"2017-05-04 18:58:00,346","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,32.53,107,1480,622,1480,557,370,107
"2017-05-04 19:02:58,184","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,30.09,99,1480,583,1480,570,370,99
"2017-05-04 19:07:57,042","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.78,87,1480,589,1480,572,370,87
"2017-05-04 19:12:54,419","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,27.74,104,1480,605,1480,591,370,104
"2017-05-04 19:17:59,371","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,32.11,106,1480,619,1480,565,370,106
"2017-05-04 19:23:07,013","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,31.45,88,1480,615,1480,553,370,88
"2017-05-04 19:28:19,633","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,34.66,96,1480,588,1480,567,370,96
"2017-05-04 19:33:18,205","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.36,103,1480,574,1480,529,370,103
"2017-05-04 19:38:17,668","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.83,100,1480,596,1480,561,370,100
"2017-05-04 19:43:19,671","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.85,94,1480,615,1480,563,370,94
"2017-05-04 19:48:17,081","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,27.19,98,1480,630,1480,559,370,98
