"2017-05-04 15:28:59,207",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif
"2017-05-04 15:33:41,670","20,20","50,50",106,12,12,12,True,LinearRegression,4,39.09,81,1480,660,370,81
"2017-05-04 15:38:20,429","20,20","50,50",106,12,12,12,True,LinearRegression,4,36.71,80,1480,660,370,80
"2017-05-04 15:42:50,812","20,20","50,50",106,12,12,12,True,LinearRegression,4,30.38,72,1480,680,370,72
"2017-05-04 15:47:34,357","20,20","50,50",106,12,12,12,True,LinearRegression,4,41.81,79,1480,660,370,79
"2017-05-04 15:52:10,330","20,20","50,50",106,12,12,12,True,LinearRegression,4,32.35,82,1480,665,370,82
"2017-05-04 15:56:44,698","20,20","50,50",106,12,12,12,True,LinearRegression,4,34.77,77,1480,669,370,77
"2017-05-04 16:01:17,901","20,20","50,50",106,12,12,12,True,LinearRegression,4,32.06,73,1480,661,370,73
"2017-05-04 16:05:56,905","20,20","50,50",106,12,12,12,True,LinearRegression,4,32.71,85,1480,638,370,85
"2017-05-04 16:10:28,606","20,20","50,50",106,12,12,12,True,LinearRegression,4,29.36,87,1480,690,370,87
"2017-05-04 16:14:58,366","20,20","50,50",106,12,12,12,True,LinearRegression,4,26.26,80,1480,664,370,80
"2017-05-04 16:19:36,088","20,20","50,50",106,12,12,12,True,LinearRegression,4,31.55,74,1480,679,370,74
"2017-05-04 16:24:17,397","20,20","50,50",106,12,12,12,True,LinearRegression,4,37.69,72,1480,652,370,72
"2017-05-04 16:28:59,832","20,20","50,50",106,12,12,12,True,LinearRegression,4,39.94,78,1480,656,370,78
"2017-05-04 16:33:34,349","20,20","50,50",106,12,12,12,True,LinearRegression,4,35.02,82,1480,656,370,82
"2017-05-04 16:38:10,410","20,20","50,50",106,12,12,12,True,LinearRegression,4,32.32,82,1480,665,370,82
"2017-05-04 16:42:44,628","20,20","50,50",106,12,12,12,True,LinearRegression,4,35.20,83,1480,680,370,83
"2017-05-04 16:47:15,356","20,20","50,50",106,12,12,12,True,LinearRegression,4,32.25,82,1480,649,370,82
"2017-05-04 16:51:47,149","20,20","50,50",106,12,12,12,True,LinearRegression,4,27.89,82,1480,646,370,82
"2017-05-04 16:56:17,031","20,20","50,50",106,12,12,12,True,LinearRegression,4,29.95,77,1480,615,370,77
"2017-05-04 17:00:49,172","20,20","50,50",106,12,12,12,True,LinearRegression,4,28.13,77,1480,626,370,77
"2017-05-04 17:05:08,508","20,20","50,50",106,12,12,12,True,LinearRegression,4,23.10,77,1480,677,370,77
"2017-05-04 17:09:39,423","20,20","50,50",106,12,12,12,True,LinearRegression,4,33.86,80,1480,672,370,80
"2017-05-04 17:14:10,309","20,20","50,50",106,12,12,12,True,LinearRegression,4,30.58,90,1480,648,370,90
"2017-05-04 17:18:44,229","20,20","50,50",106,12,12,12,True,LinearRegression,4,34.57,80,1480,636,370,80
"2017-05-04 17:23:11,850","20,20","50,50",106,12,12,12,True,LinearRegression,4,28.91,72,1480,666,370,72
