"2017-05-02 19:13:38,147",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps
"2017-05-02 19:14:39,014","32","40",54,4,0,0,True,LinearRegression,48.54,32,32,200,1,32,0
"2017-05-02 19:15:38,983","32","40",54,4,0,0,True,LinearRegression,47.49,32,32,200,1,32,0
"2017-05-02 19:16:40,399","32","40",54,4,0,0,True,LinearRegression,48.13,32,32,200,1,32,0
"2017-05-02 19:17:33,609","32","40",54,4,0,0,True,LinearRegression,40.68,32,32,200,1,32,0
"2017-05-02 19:18:25,927","32","40",54,4,0,0,True,LinearRegression,39.95,32,32,200,1,32,0
"2017-05-02 19:19:18,644","32","40",54,4,0,0,True,LinearRegression,40.45,32,32,200,1,32,0
"2017-05-02 19:20:11,540","32","40",54,4,0,0,True,LinearRegression,40.35,32,32,200,1,32,0
"2017-05-02 19:21:04,620","32","40",54,4,0,0,True,LinearRegression,40.46,32,32,200,1,32,0
"2017-05-02 19:21:59,156","32","40",54,4,0,0,True,LinearRegression,42.07,32,32,200,1,32,0
"2017-05-02 19:23:03,043","32","40",54,4,0,0,True,LinearRegression,51.35,32,32,200,1,32,0
"2017-05-02 19:24:04,415","32","40",54,4,0,0,True,LinearRegression,48.57,32,32,200,0,30,2
"2017-05-02 19:25:05,840","32","40",54,4,0,0,True,LinearRegression,48.53,32,32,200,1,32,0
"2017-05-02 19:26:06,766","32","40",54,4,0,0,True,LinearRegression,48.16,32,32,200,0,31,1
"2017-05-02 19:27:03,411","32","40",54,4,0,0,True,LinearRegression,44.19,32,32,200,1,32,0
"2017-05-02 19:27:57,438","32","40",54,4,0,0,True,LinearRegression,41.56,32,32,200,0,31,1
"2017-05-02 19:28:53,995","32","40",54,4,0,0,True,LinearRegression,44.05,32,32,200,1,32,0
"2017-05-02 19:29:49,424","32","40",54,4,0,0,True,LinearRegression,43.45,32,32,200,0,30,3
"2017-05-02 19:30:51,051","32","40",54,4,0,0,True,LinearRegression,49.11,32,32,200,1,32,0
"2017-05-02 19:31:51,397","32","40",54,4,0,0,True,LinearRegression,48.46,32,32,200,0,31,1
"2017-05-02 19:32:51,806","32","40",54,4,0,0,True,LinearRegression,49.12,32,32,200,1,32,0
"2017-05-02 19:33:51,013","32","40",54,4,0,0,True,LinearRegression,48.29,32,32,200,1,32,0
"2017-05-02 19:34:51,646","32","40",54,4,0,0,True,LinearRegression,49.46,32,32,200,1,32,0
"2017-05-02 19:35:43,061","32","40",54,4,0,0,True,LinearRegression,40.93,32,32,200,1,32,0
"2017-05-02 19:36:32,663","32","40",54,4,0,0,True,LinearRegression,38.76,32,32,200,1,32,0
"2017-05-02 19:37:23,578","32","40",54,4,0,0,True,LinearRegression,39.59,32,32,200,1,32,0
