"2017-05-01 19:32:47,114",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,
"2017-05-01 19:34:06,590","30,30,30,30","30,35,35,35",150,4,0,0,True,LinearRegression,47.66,32,32,200,0,4,54,1,86,3,86,1,93
"2017-05-01 19:35:23,590","30,30,30,30","30,35,35,35",150,4,0,0,True,LinearRegression,45.87,32,32,200,0,3,58,2,70,1,89,2,88
"2017-05-01 19:36:40,901","30,30,30,30","30,35,35,35",150,4,0,0,True,LinearRegression,46.77,32,32,200,0,0,69,1,81,0,103,0,98
"2017-05-01 19:37:58,227","30,30,30,30","30,35,35,35",150,4,0,0,True,LinearRegression,46.48,32,32,200,0,2,61,2,79,3,67,2,75
"2017-05-01 19:39:16,047","30,30,30,30","30,35,35,35",150,4,0,0,True,LinearRegression,46.79,32,32,200,0,3,61,1,79,0,82,0,104
"2017-05-01 19:40:33,033","30,30,30,30","30,35,35,35",150,4,0,0,True,LinearRegression,46.76,32,32,200,0,6,49,2,78,2,72,3,72
"2017-05-01 19:41:47,947","30,30,30,30","30,35,35,35",150,4,0,0,True,LinearRegression,44.74,32,32,200,0,1,69,1,69,0,83,1,86
"2017-05-01 19:42:56,734","30,30,30,30","30,35,35,35",150,4,0,0,True,LinearRegression,41.33,32,32,200,0,3,56,1,74,0,100,1,99
"2017-05-01 19:44:05,357","30,30,30,30","30,35,35,35",150,4,0,0,True,LinearRegression,42.13,32,32,200,0,6,42,1,71,1,75,1,89
"2017-05-01 19:45:12,911","30,30,30,30","30,35,35,35",150,4,0,0,True,LinearRegression,41.09,32,32,200,0,7,54,1,76,1,94,2,84
"2017-05-01 19:46:19,294","30,30,30,30","30,35,35,35",150,4,0,0,True,LinearRegression,40.56,32,32,200,0,6,50,5,68,1,78,1,92
"2017-05-01 19:47:26,752","30,30,30,30","30,35,35,35",150,4,0,0,True,LinearRegression,41.30,32,32,200,0,5,56,1,76,0,96,1,101
"2017-05-01 19:48:33,963","30,30,30,30","30,35,35,35",150,4,0,0,True,LinearRegression,41.43,32,32,200,0,3,51,2,73,1,78,1,84
"2017-05-01 19:49:41,006","30,30,30,30","30,35,35,35",150,4,0,0,True,LinearRegression,41.14,32,32,200,0,3,58,0,80,2,82,0,93
"2017-05-01 19:50:48,640","30,30,30,30","30,35,35,35",150,4,0,0,True,LinearRegression,41.59,32,32,200,0,8,59,1,73,1,83,0,89
"2017-05-01 19:51:55,585","30,30,30,30","30,35,35,35",150,4,0,0,True,LinearRegression,41.12,32,32,200,0,4,48,1,83,0,79,0,91
"2017-05-01 19:53:02,490","30,30,30,30","30,35,35,35",150,4,0,0,True,LinearRegression,41.01,32,32,200,0,3,56,2,72,1,80,1,81
"2017-05-01 19:54:09,683","30,30,30,30","30,35,35,35",150,4,0,0,True,LinearRegression,41.20,32,32,200,0,2,55,2,69,0,90,0,98
"2017-05-01 19:55:17,748","30,30,30,30","30,35,35,35",150,4,0,0,True,LinearRegression,41.81,32,32,200,0,2,52,0,75,0,83,0,98
"2017-05-01 19:56:25,434","30,30,30,30","30,35,35,35",150,4,0,0,True,LinearRegression,41.45,32,32,200,0,6,46,1,73,1,88,0,98
"2017-05-01 19:57:32,011","30,30,30,30","30,35,35,35",150,4,0,0,True,LinearRegression,40.88,32,32,200,0,2,58,1,73,0,92,0,103
"2017-05-01 19:58:38,929","30,30,30,30","30,35,35,35",150,4,0,0,True,LinearRegression,41.21,32,32,200,0,2,66,1,86,0,89,0,89
"2017-05-01 19:59:46,285","30,30,30,30","30,35,35,35",150,4,0,0,True,LinearRegression,41.07,32,32,200,0,3,58,0,98,0,95,1,85
"2017-05-01 20:00:53,033","30,30,30,30","30,35,35,35",150,4,0,0,True,LinearRegression,40.91,32,32,200,0,5,57,3,61,2,90,0,98
"2017-05-01 20:02:00,580","30,30,30,30","30,35,35,35",150,4,0,0,True,LinearRegression,41.63,32,32,200,0,1,63,1,81,0,81,0,98
