"2017-05-02 18:49:49,156",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-02 18:50:28,036","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,21.03,32,32,200,0,1,66,2,62,0,80
"2017-05-02 18:51:05,111","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,19.96,32,32,200,0,2,69,2,74,0,88
"2017-05-02 18:51:43,378","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,20.47,32,32,200,0,1,66,1,74,1,76
"2017-05-02 18:52:21,659","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,20.38,32,32,200,0,2,62,1,68,3,67
"2017-05-02 18:53:00,245","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,20.86,32,32,200,0,2,73,1,89,1,72
"2017-05-02 18:53:39,087","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,20.79,32,32,200,0,3,54,4,62,3,71
"2017-05-02 18:54:17,188","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,20.16,32,32,200,0,2,56,3,55,0,77
"2017-05-02 18:54:55,051","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,19.92,32,32,200,0,6,52,5,54,5,61
"2017-05-02 18:55:33,056","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,20.35,32,32,200,0,3,60,3,60,1,80
"2017-05-02 18:56:12,551","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,21.86,32,32,200,0,4,52,2,76,1,80
"2017-05-02 18:56:52,516","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,21.64,32,32,200,0,4,67,3,62,0,81
"2017-05-02 18:57:32,093","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,21.80,32,32,200,0,5,51,7,43,1,79
"2017-05-02 18:58:10,402","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,20.74,32,32,200,0,7,43,4,59,4,65
"2017-05-02 18:58:49,751","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,21.25,32,32,200,0,5,52,2,62,0,77
"2017-05-02 18:59:27,380","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,20.00,32,32,200,0,3,62,1,69,2,80
"2017-05-02 19:00:06,324","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,21.00,32,32,200,0,0,63,3,71,1,75
"2017-05-02 19:00:46,504","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,22.31,32,32,200,0,3,55,2,71,2,79
"2017-05-02 19:01:26,506","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,22.17,32,32,200,0,5,58,3,61,1,97
"2017-05-02 19:02:06,383","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,21.91,32,32,200,0,2,57,0,99,0,106
"2017-05-02 19:02:46,515","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,22.07,32,32,200,0,2,60,2,75,1,84
"2017-05-02 19:03:25,509","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,21.50,32,32,200,0,4,57,5,54,3,64
"2017-05-02 19:04:04,383","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,21.26,32,32,200,0,2,64,4,74,2,79
"2017-05-02 19:04:44,196","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,21.96,32,32,200,0,3,63,0,83,0,103
"2017-05-02 19:05:23,916","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,22.01,32,32,200,0,3,64,3,62,4,62
"2017-05-02 19:06:04,142","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,22.07,32,32,200,0,2,66,0,80,0,86
