"2017-04-30 20:20:15,067",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,
"2017-04-30 20:22:48,959","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,21.02,111,1480,973,1480,1181,370,111
"2017-04-30 20:25:32,593","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,30.23,94,1480,1033,1480,1209,370,94
"2017-04-30 20:28:04,007","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,21.30,97,1480,1042,1480,1202,370,97
"2017-04-30 20:30:34,739","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,19.35,97,1480,1099,1480,1171,370,97
"2017-04-30 20:33:12,221","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,25.66,94,1480,976,1480,1209,370,94
"2017-04-30 20:35:50,076","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,24.24,118,1480,1036,1480,1208,370,118
"2017-04-30 20:38:22,585","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,18.45,94,1480,1018,1480,1178,370,94
"2017-04-30 20:40:53,462","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,21.86,102,1480,996,1480,1199,370,102
"2017-04-30 20:43:31,976","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,26.10,115,1480,1022,1480,1200,370,115
"2017-04-30 20:46:11,059","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,26.36,90,1480,988,1480,1232,370,90
"2017-04-30 20:48:56,334","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,29.44,99,1480,1010,1480,1180,370,99
"2017-04-30 20:51:26,088","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,17.88,93,1480,1043,1480,1191,370,93
"2017-04-30 20:53:54,506","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,17.76,101,1480,1031,1480,1202,370,101
"2017-04-30 20:56:39,540","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,28.85,95,1480,1030,1480,1195,370,95
"2017-04-30 20:59:17,799","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,22.02,102,1480,1009,1480,1206,370,102
"2017-04-30 21:01:46,537","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,18.21,100,1480,1000,1480,1180,370,100
"2017-04-30 21:04:26,269","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,23.59,116,1480,1035,1480,1189,370,116
"2017-04-30 21:07:04,663","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,24.50,113,1480,995,1480,1191,370,113
"2017-04-30 21:09:45,590","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,29.34,85,1480,998,1480,1201,370,85
"2017-04-30 21:12:12,298","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,16.48,103,1480,1022,1480,1191,370,103
"2017-04-30 21:14:49,007","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,24.61,114,1480,1068,1480,1224,370,114
"2017-04-30 21:17:38,090","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,31.81,99,1480,988,1480,1198,370,99
"2017-04-30 21:20:25,650","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,29.62,106,1480,1048,1480,1202,370,106
"2017-04-30 21:23:12,699","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,29.45,104,1480,1061,1480,1190,370,104
"2017-04-30 21:25:50,415","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,22.93,111,1480,1004,1480,1174,370,111
"2017-04-30 19:55:55,242","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,14.48,98,1480,1016,1480,1172,370,98
"2017-04-30 19:58:03,171","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,13.43,100,1480,1018,1480,1226,370,100
"2017-04-30 20:00:10,601","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,13.19,107,1480,994,1480,1188,370,107
"2017-04-30 20:02:13,409","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,11.72,108,1480,1034,1480,1206,370,108
"2017-04-30 20:04:18,577","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,11.81,107,1480,1014,1480,1206,370,107
"2017-04-30 20:06:23,408","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,11.68,91,1480,1047,1480,1205,370,91
"2017-04-30 20:08:26,682","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,14.05,102,1480,1039,1480,1173,370,102
"2017-04-30 20:10:31,970","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,13.74,100,1480,1034,1480,1188,370,100
"2017-04-30 20:12:39,945","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,14.54,94,1480,1018,1480,1149,370,94
"2017-04-30 20:14:45,128","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,11.88,108,1480,1014,1480,1195,370,108
"2017-04-30 20:16:48,250","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,12.97,103,1480,1034,1480,1193,370,103
"2017-04-30 20:18:55,097","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,12.63,84,1480,1018,1480,1171,370,84
"2017-04-30 20:21:00,017","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,12.49,98,1480,1028,1480,1199,370,98
"2017-04-30 20:23:04,633","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,13.40,101,1480,1031,1480,1184,370,101
"2017-04-30 20:25:11,834","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,13.49,115,1480,1013,1480,1175,370,115
"2017-04-30 20:27:16,795","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,10.61,88,1480,1049,1480,1212,370,88
"2017-04-30 20:29:18,666","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,13.70,90,1480,1030,1480,1200,370,90
"2017-04-30 20:31:24,297","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,12.83,110,1480,1110,1480,1164,370,110
"2017-04-30 20:33:31,099","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,13.52,96,1480,992,1480,1201,370,96
"2017-04-30 20:35:33,800","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,12.60,98,1480,1117,1480,1199,370,98
"2017-04-30 20:37:39,419","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,12.87,109,1480,1092,1480,1197,370,109
"2017-04-30 20:39:40,023","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,13.63,123,1480,1060,1480,1163,370,123
"2017-04-30 20:41:45,864","20,20,20","20,20,20",2,12,12,12,True,LinearRegression,4,13.76,103,1480,1012,1480,1172,370,103
