"2017-05-04 01:54:36,306",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-05-04 01:57:39,391","20,20,20","30,30,30",90,12,12,12,True,LinearRegression,4,18.60,92,1480,710,1480,656,370,92
"2017-05-04 02:00:45,375","20,20,20","30,30,30",90,12,12,12,True,LinearRegression,4,21.62,111,1480,734,1480,652,370,111
"2017-05-04 02:03:47,022","20,20,20","30,30,30",90,12,12,12,True,LinearRegression,4,19.84,98,1480,680,1480,660,370,98
"2017-05-04 02:06:49,797","20,20,20","30,30,30",90,12,12,12,True,LinearRegression,4,20.86,117,1480,684,1480,648,370,117
"2017-05-04 02:09:55,403","20,20,20","30,30,30",90,12,12,12,True,LinearRegression,4,20.60,102,1480,712,1480,645,370,102
"2017-05-04 02:13:01,944","20,20,20","30,30,30",90,12,12,12,True,LinearRegression,4,22.52,103,1480,695,1480,649,370,103
"2017-05-04 02:16:06,574","20,20,20","30,30,30",90,12,12,12,True,LinearRegression,4,21.20,104,1480,693,1480,660,370,104
"2017-05-04 02:19:08,837","20,20,20","30,30,30",90,12,12,12,True,LinearRegression,4,20.08,121,1480,695,1480,663,370,121
"2017-05-04 02:22:08,013","20,20,20","30,30,30",90,12,12,12,True,LinearRegression,4,18.28,98,1480,709,1480,662,370,98
"2017-05-04 02:25:09,169","20,20,20","30,30,30",90,12,12,12,True,LinearRegression,4,20.19,96,1480,706,1480,674,370,96
"2017-05-04 02:28:12,736","20,20,20","30,30,30",90,12,12,12,True,LinearRegression,4,21.17,88,1480,735,1480,661,370,88
"2017-05-04 02:31:16,353","20,20,20","30,30,30",90,12,12,12,True,LinearRegression,4,20.67,110,1480,688,1480,663,370,110
"2017-05-04 02:34:17,569","20,20,20","30,30,30",90,12,12,12,True,LinearRegression,4,19.06,111,1480,707,1480,659,370,111
"2017-05-04 02:37:19,054","20,20,20","30,30,30",90,12,12,12,True,LinearRegression,4,19.73,96,1480,673,1480,638,370,96
"2017-05-04 02:40:22,623","20,20,20","30,30,30",90,12,12,12,True,LinearRegression,4,21.93,100,1480,679,1480,656,370,100
"2017-05-04 02:43:24,149","20,20,20","30,30,30",90,12,12,12,True,LinearRegression,4,20.08,91,1480,712,1480,674,370,91
"2017-05-04 02:46:25,214","20,20,20","30,30,30",90,12,12,12,True,LinearRegression,4,20.79,110,1480,668,1480,650,370,110
"2017-05-04 02:49:25,510","20,20,20","30,30,30",90,12,12,12,True,LinearRegression,4,19.63,103,1480,704,1480,657,370,103
"2017-05-04 02:52:30,065","20,20,20","30,30,30",90,12,12,12,True,LinearRegression,4,21.19,100,1480,710,1480,673,370,100
"2017-05-04 02:55:32,881","20,20,20","30,30,30",90,12,12,12,True,LinearRegression,4,20.89,108,1480,705,1480,641,370,108
"2017-05-04 02:58:37,829","20,20,20","30,30,30",90,12,12,12,True,LinearRegression,4,22.61,99,1480,706,1480,625,370,99
"2017-05-04 03:01:41,168","20,20,20","30,30,30",90,12,12,12,True,LinearRegression,4,21.67,106,1480,708,1480,662,370,106
"2017-05-04 03:04:40,570","20,20,20","30,30,30",90,12,12,12,True,LinearRegression,4,17.67,102,1480,692,1480,651,370,102
"2017-05-04 03:07:39,422","20,20,20","30,30,30",90,12,12,12,True,LinearRegression,4,17.82,105,1480,724,1480,636,370,105
"2017-05-04 03:10:41,109","20,20,20","30,30,30",90,12,12,12,True,LinearRegression,4,19.69,116,1480,718,1480,682,370,116
