"2017-05-04 05:13:43,428",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif
"2017-05-04 05:15:35,302","20","50",102,12,12,12,True,LinearRegression,4,6.88,68,370,68
"2017-05-04 05:17:24,596","20","50",102,12,12,12,True,LinearRegression,4,6.46,49,370,49
"2017-05-04 05:19:14,439","20","50",102,12,12,12,True,LinearRegression,4,4.55,59,370,59
"2017-05-04 05:21:00,581","20","50",102,12,12,12,True,LinearRegression,4,4.55,60,370,60
"2017-05-04 05:22:47,679","20","50",102,12,12,12,True,LinearRegression,4,4.55,55,370,55
"2017-05-04 05:24:34,479","20","50",102,12,12,12,True,LinearRegression,4,4.54,56,370,56
"2017-05-04 05:26:23,135","20","50",102,12,12,12,True,LinearRegression,4,5.86,63,370,63
"2017-05-04 05:28:11,135","20","50",102,12,12,12,True,LinearRegression,4,6.39,60,370,60
"2017-05-04 05:29:56,647","20","50",102,12,12,12,True,LinearRegression,4,4.82,55,370,55
"2017-05-04 05:31:43,477","20","50",102,12,12,12,True,LinearRegression,4,4.48,51,370,51
"2017-05-04 05:33:29,965","20","50",102,12,12,12,True,LinearRegression,4,4.52,56,370,56
"2017-05-04 05:35:19,272","20","50",102,12,12,12,True,LinearRegression,4,6.77,63,370,63
"2017-05-04 05:37:08,201","20","50",102,12,12,12,True,LinearRegression,4,6.65,49,370,49
"2017-05-04 05:38:56,407","20","50",102,12,12,12,True,LinearRegression,4,7.28,51,370,51
"2017-05-04 05:40:46,379","20","50",102,12,12,12,True,LinearRegression,4,6.16,59,370,59
"2017-05-04 05:42:36,727","20","50",102,12,12,12,True,LinearRegression,4,6.22,63,370,63
"2017-05-04 05:44:26,536","20","50",102,12,12,12,True,LinearRegression,4,6.92,59,370,59
"2017-05-04 05:46:12,488","20","50",102,12,12,12,True,LinearRegression,4,6.60,53,370,53
"2017-05-04 05:48:01,249","20","50",102,12,12,12,True,LinearRegression,4,6.72,56,370,56
"2017-05-04 05:49:50,531","20","50",102,12,12,12,True,LinearRegression,4,6.71,58,370,58
"2017-05-04 05:51:38,081","20","50",102,12,12,12,True,LinearRegression,4,5.11,53,370,53
"2017-05-04 05:53:27,416","20","50",102,12,12,12,True,LinearRegression,4,6.53,55,370,55
"2017-05-04 05:55:14,385","20","50",102,12,12,12,True,LinearRegression,4,5.11,48,370,48
"2017-05-04 05:57:01,364","20","50",102,12,12,12,True,LinearRegression,4,4.55,50,370,50
"2017-05-04 05:58:49,647","20","50",102,12,12,12,True,LinearRegression,4,6.99,50,370,50
