"2017-05-01 14:15:16,987",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-01 14:15:22,693","1,1,1","0,0,0",2,7,7,7,True,LinearRegression,0.16,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:15:28,392","1,1,1","0,0,0",2,7,7,7,True,LinearRegression,0.16,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:15:34,209","1,1,1","0,0,0",2,7,7,7,True,LinearRegression,0.16,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:15:39,956","1,1,1","0,0,0",2,7,7,7,True,LinearRegression,0.17,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:15:45,710","1,1,1","0,0,0",2,7,7,7,True,LinearRegression,0.17,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:15:51,412","1,1,1","0,0,0",2,7,7,7,True,LinearRegression,0.17,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:15:57,205","1,1,1","0,0,0",2,7,7,7,True,LinearRegression,0.17,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:16:02,988","1,1,1","0,0,0",2,7,7,7,True,LinearRegression,0.17,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:16:08,641","1,1,1","0,0,0",2,7,7,7,True,LinearRegression,0.17,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:16:14,449","1,1,1","0,0,0",2,7,7,7,True,LinearRegression,0.18,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:16:20,420","1,1,1","0,0,0",2,7,7,7,True,LinearRegression,0.18,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:16:26,303","1,1,1","0,0,0",2,7,7,7,True,LinearRegression,0.19,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:16:32,181","1,1,1","0,0,0",2,7,7,7,True,LinearRegression,0.18,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:16:38,056","1,1,1","0,0,0",2,7,7,7,True,LinearRegression,0.15,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:16:43,882","1,1,1","0,0,0",2,7,7,7,True,LinearRegression,0.16,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:16:49,608","1,1,1","0,0,0",2,7,7,7,True,LinearRegression,0.18,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:16:55,428","1,1,1","0,0,0",2,7,7,7,True,LinearRegression,0.17,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:17:01,194","1,1,1","0,0,0",2,7,7,7,True,LinearRegression,0.18,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:17:07,160","1,1,1","0,0,0",2,7,7,7,True,LinearRegression,0.18,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:17:12,972","1,1,1","0,0,0",2,7,7,7,True,LinearRegression,0.19,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:17:18,978","1,1,1","0,0,0",2,7,7,7,True,LinearRegression,0.18,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:17:24,714","1,1,1","0,0,0",2,7,7,7,True,LinearRegression,0.14,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:17:30,631","1,1,1","0,0,0",2,7,7,7,True,LinearRegression,0.17,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:17:36,541","1,1,1","0,0,0",2,7,7,7,True,LinearRegression,0.18,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:17:42,083","1,1,1","0,0,0",2,7,7,7,True,LinearRegression,0.17,500,100,50,0,0,1000,0,1000,0,1000
