"2017-05-02 19:22:15,990",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-02 19:22:56,864","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,22.18,32,32,200,0,7,45,0,118,0,155
"2017-05-02 19:23:36,846","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,21.77,32,32,200,0,6,51,0,123,0,151
"2017-05-02 19:24:16,534","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,21.57,32,32,200,0,4,58,0,115,0,153
"2017-05-02 19:24:56,943","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,21.94,32,32,200,0,6,54,0,127,0,152
"2017-05-02 19:25:37,413","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,22.00,32,32,200,0,6,64,0,126,0,157
"2017-05-02 19:26:18,014","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,22.09,32,32,200,0,5,52,0,113,0,155
"2017-05-02 19:26:57,673","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,21.51,32,32,200,0,6,60,0,134,0,149
"2017-05-02 19:27:37,845","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,21.92,32,32,200,0,1,49,0,121,0,153
"2017-05-02 19:28:18,405","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,22.14,32,32,200,0,10,44,0,108,0,145
"2017-05-02 19:28:58,776","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,21.99,32,32,200,0,1,68,0,124,0,151
"2017-05-02 19:29:38,956","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,21.82,32,32,200,0,2,57,0,123,0,154
"2017-05-02 19:30:19,132","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,21.91,32,32,200,0,6,50,0,115,0,146
"2017-05-02 19:30:58,865","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,21.75,32,32,200,0,6,63,0,127,0,157
"2017-05-02 19:31:38,448","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,21.48,32,32,200,0,7,54,0,121,0,159
"2017-05-02 19:32:12,907","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,18.76,32,32,200,0,3,69,0,117,0,152
"2017-05-02 19:32:47,872","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,19.05,32,32,200,0,2,66,0,133,0,157
"2017-05-02 19:33:22,269","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,19.10,32,32,200,0,2,64,0,121,0,146
"2017-05-02 19:33:57,292","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,19.55,32,32,200,0,5,56,0,125,0,150
"2017-05-02 19:34:32,888","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,19.63,32,32,200,0,2,62,0,122,0,154
"2017-05-02 19:35:09,078","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,19.99,32,32,200,0,2,53,0,119,0,150
"2017-05-02 19:35:44,846","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,19.97,32,32,200,0,3,51,0,102,0,135
"2017-05-02 19:36:19,659","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,19.47,32,32,200,0,4,49,0,119,0,144
"2017-05-02 19:36:53,152","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,18.78,32,32,200,0,4,51,0,121,0,153
"2017-05-02 19:37:26,555","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,19.02,32,32,200,0,0,74,0,131,0,154
"2017-05-02 19:37:59,706","30,30,30","30,20,20",102,4,0,0,True,LinearRegression,18.64,32,32,200,0,5,49,0,116,0,147
