"2017-05-02 18:49:48,753",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-02 18:50:31,397","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,24.96,32,32,200,0,2,68,2,69,2,74
"2017-05-02 18:51:07,455","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,19.32,32,32,200,0,1,74,1,79,1,88
"2017-05-02 18:51:45,090","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,19.79,32,32,200,0,7,53,5,55,2,65
"2017-05-02 18:52:21,925","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,19.63,32,32,200,0,3,58,3,66,2,79
"2017-05-02 18:52:56,718","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,19.12,32,32,200,0,3,53,2,73,3,77
"2017-05-02 18:53:33,982","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,20.17,32,32,200,0,3,66,0,79,0,96
"2017-05-02 18:54:10,985","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,19.38,32,32,200,0,4,54,3,77,1,81
"2017-05-02 18:54:46,597","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,18.87,32,32,200,0,5,54,3,58,5,53
"2017-05-02 18:55:21,679","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,19.23,32,32,200,0,7,51,1,67,1,61
"2017-05-02 18:56:00,997","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,21.65,32,32,200,0,6,53,4,58,0,77
"2017-05-02 18:56:40,640","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,21.65,32,32,200,0,3,59,3,73,3,65
"2017-05-02 18:57:20,864","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,22.24,32,32,200,0,1,56,1,81,2,82
"2017-05-02 18:58:05,506","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,26.30,32,32,200,0,1,64,1,66,1,78
"2017-05-02 18:58:50,473","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,26.18,32,32,200,0,11,48,7,64,3,67
"2017-05-02 18:59:35,429","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,26.53,32,32,200,0,1,60,7,45,4,62
"2017-05-02 19:00:22,157","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,27.71,32,32,200,0,3,55,2,63,3,58
"2017-05-02 19:01:06,853","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,26.47,32,32,200,0,0,67,0,73,0,90
"2017-05-02 19:01:43,863","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,19.94,32,32,200,0,7,58,7,58,2,67
"2017-05-02 19:02:21,537","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,20.08,32,32,200,0,3,67,0,89,0,98
"2017-05-02 19:02:57,397","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,18.96,32,32,200,0,3,60,0,91,0,105
"2017-05-02 19:03:32,982","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,19.63,32,32,200,0,3,63,0,76,2,87
"2017-05-02 19:04:11,805","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,20.76,32,32,200,0,4,63,1,85,0,97
"2017-05-02 19:04:51,498","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,21.30,32,32,200,0,6,45,4,47,0,89
"2017-05-02 19:05:29,551","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,20.50,32,32,200,0,4,50,5,67,6,60
"2017-05-02 19:06:09,095","30,30,30","30,20,20",62,4,0,0,True,LinearRegression,21.48,32,32,200,0,0,65,3,63,1,65
