"2017-05-04 10:31:48,324",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif
"2017-05-04 10:35:26,608","20,20","50,50",90,12,12,12,True,LinearRegression,4,17.86,109,1480,625,370,109
"2017-05-04 10:39:02,041","20,20","50,50",90,12,12,12,True,LinearRegression,4,15.72,104,1480,621,370,104
"2017-05-04 10:42:37,418","20,20","50,50",90,12,12,12,True,LinearRegression,4,17.87,103,1480,597,370,103
"2017-05-04 10:46:16,724","20,20","50,50",90,12,12,12,True,LinearRegression,4,17.85,88,1480,611,370,88
"2017-05-04 10:49:57,443","20,20","50,50",90,12,12,12,True,LinearRegression,4,21.28,108,1480,607,370,108
"2017-05-04 10:53:35,744","20,20","50,50",90,12,12,12,True,LinearRegression,4,19.23,101,1480,601,370,101
"2017-05-04 10:57:08,898","20,20","50,50",90,12,12,12,True,LinearRegression,4,14.68,101,1480,610,370,101
"2017-05-04 11:00:41,487","20,20","50,50",90,12,12,12,True,LinearRegression,4,16.03,95,1480,611,370,95
"2017-05-04 11:04:20,483","20,20","50,50",90,12,12,12,True,LinearRegression,4,18.02,85,1480,619,370,85
"2017-05-04 11:07:58,665","20,20","50,50",90,12,12,12,True,LinearRegression,4,17.14,104,1480,622,370,104
"2017-05-04 11:11:32,307","20,20","50,50",90,12,12,12,True,LinearRegression,4,17.16,104,1480,610,370,104
"2017-05-04 11:15:11,370","20,20","50,50",90,12,12,12,True,LinearRegression,4,20.10,111,1480,624,370,111
"2017-05-04 11:18:48,950","20,20","50,50",90,12,12,12,True,LinearRegression,4,19.47,109,1480,594,370,109
"2017-05-04 11:22:26,058","20,20","50,50",90,12,12,12,True,LinearRegression,4,16.06,99,1480,608,370,99
"2017-05-04 11:26:00,115","20,20","50,50",90,12,12,12,True,LinearRegression,4,15.92,116,1480,621,370,116
"2017-05-04 11:29:42,230","20,20","50,50",90,12,12,12,True,LinearRegression,4,19.46,102,1480,606,370,102
"2017-05-04 11:33:16,934","20,20","50,50",90,12,12,12,True,LinearRegression,4,15.52,105,1480,628,370,105
"2017-05-04 11:36:49,071","20,20","50,50",90,12,12,12,True,LinearRegression,4,16.29,110,1480,603,370,110
"2017-05-04 11:40:18,035","20,20","50,50",90,12,12,12,True,LinearRegression,4,13.80,101,1480,593,370,101
"2017-05-04 11:43:49,075","20,20","50,50",90,12,12,12,True,LinearRegression,4,16.77,103,1480,600,370,103
"2017-05-04 11:47:21,686","20,20","50,50",90,12,12,12,True,LinearRegression,4,15.36,98,1480,632,370,98
"2017-05-04 11:50:58,356","20,20","50,50",90,12,12,12,True,LinearRegression,4,15.58,96,1480,618,370,96
"2017-05-04 11:54:27,482","20,20","50,50",90,12,12,12,True,LinearRegression,4,14.26,98,1480,635,370,98
"2017-05-04 11:57:58,714","20,20","50,50",90,12,12,12,True,LinearRegression,4,16.74,104,1480,623,370,104
"2017-05-04 12:01:32,493","20,20","50,50",90,12,12,12,True,LinearRegression,4,15.83,100,1480,622,370,100
