Layer,1fullycorrectseq-54-mean,1fullycorrectseq-62-mean,1fullycorrectseq-90-mean,1fullycorrectseq-102-mean,1fullycorrectseq-110-mean,1fullycorrectseq-146-mean,1fullycorrectseq-150-mean,1fullycorrectseq-165-mean,1fullycorrectseq-195-mean,1fullycorrectseq-54-stddev,1fullycorrectseq-62-stddev,1fullycorrectseq-90-stddev,1fullycorrectseq-102-stddev,1fullycorrectseq-110-stddev,1fullycorrectseq-146-stddev,1fullycorrectseq-150-stddev,1fullycorrectseq-165-stddev,1fullycorrectseq-195-stddev,1fullycorrectseq-54-stddevneg,1fullycorrectseq-62-stddevneg,1fullycorrectseq-90-stddevneg,1fullycorrectseq-102-stddevneg,1fullycorrectseq-110-stddevneg,1fullycorrectseq-146-stddevneg,1fullycorrectseq-150-stddevneg,1fullycorrectseq-165-stddevneg,1fullycorrectseq-195-stddevneg,1fullycorrectseq-54-amin,1fullycorrectseq-62-amin,1fullycorrectseq-90-amin,1fullycorrectseq-102-amin,1fullycorrectseq-110-amin,1fullycorrectseq-146-amin,1fullycorrectseq-150-amin,1fullycorrectseq-165-amin,1fullycorrectseq-195-amin,1fullycorrectseq-54-q1,1fullycorrectseq-62-q1,1fullycorrectseq-90-q1,1fullycorrectseq-102-q1,1fullycorrectseq-110-q1,1fullycorrectseq-146-q1,1fullycorrectseq-150-q1,1fullycorrectseq-165-q1,1fullycorrectseq-195-q1,1fullycorrectseq-54-q2,1fullycorrectseq-62-q2,1fullycorrectseq-90-q2,1fullycorrectseq-102-q2,1fullycorrectseq-110-q2,1fullycorrectseq-146-q2,1fullycorrectseq-150-q2,1fullycorrectseq-165-q2,1fullycorrectseq-195-q2,1fullycorrectseq-54-q3,1fullycorrectseq-62-q3,1fullycorrectseq-90-q3,1fullycorrectseq-102-q3,1fullycorrectseq-110-q3,1fullycorrectseq-146-q3,1fullycorrectseq-150-q3,1fullycorrectseq-165-q3,1fullycorrectseq-195-q3,1fullycorrectseq-54-amax,1fullycorrectseq-62-amax,1fullycorrectseq-90-amax,1fullycorrectseq-102-amax,1fullycorrectseq-110-amax,1fullycorrectseq-146-amax,1fullycorrectseq-150-amax,1fullycorrectseq-165-amax,1fullycorrectseq-195-amax,1mispredictedtimesteps-54-mean,1mispredictedtimesteps-62-mean,1mispredictedtimesteps-90-mean,1mispredictedtimesteps-102-mean,1mispredictedtimesteps-110-mean,1mispredictedtimesteps-146-mean,1mispredictedtimesteps-150-mean,1mispredictedtimesteps-165-mean,1mispredictedtimesteps-195-mean,1mispredictedtimesteps-54-stddev,1mispredictedtimesteps-62-stddev,1mispredictedtimesteps-90-stddev,1mispredictedtimesteps-102-stddev,1mispredictedtimesteps-110-stddev,1mispredictedtimesteps-146-stddev,1mispredictedtimesteps-150-stddev,1mispredictedtimesteps-165-stddev,1mispredictedtimesteps-195-stddev,1mispredictedtimesteps-54-stddevneg,1mispredictedtimesteps-62-stddevneg,1mispredictedtimesteps-90-stddevneg,1mispredictedtimesteps-102-stddevneg,1mispredictedtimesteps-110-stddevneg,1mispredictedtimesteps-146-stddevneg,1mispredictedtimesteps-150-stddevneg,1mispredictedtimesteps-165-stddevneg,1mispredictedtimesteps-195-stddevneg,1mispredictedtimesteps-54-amin,1mispredictedtimesteps-62-amin,1mispredictedtimesteps-90-amin,1mispredictedtimesteps-102-amin,1mispredictedtimesteps-110-amin,1mispredictedtimesteps-146-amin,1mispredictedtimesteps-150-amin,1mispredictedtimesteps-165-amin,1mispredictedtimesteps-195-amin,1mispredictedtimesteps-54-q1,1mispredictedtimesteps-62-q1,1mispredictedtimesteps-90-q1,1mispredictedtimesteps-102-q1,1mispredictedtimesteps-110-q1,1mispredictedtimesteps-146-q1,1mispredictedtimesteps-150-q1,1mispredictedtimesteps-165-q1,1mispredictedtimesteps-195-q1,1mispredictedtimesteps-54-q2,1mispredictedtimesteps-62-q2,1mispredictedtimesteps-90-q2,1mispredictedtimesteps-102-q2,1mispredictedtimesteps-110-q2,1mispredictedtimesteps-146-q2,1mispredictedtimesteps-150-q2,1mispredictedtimesteps-165-q2,1mispredictedtimesteps-195-q2,1mispredictedtimesteps-54-q3,1mispredictedtimesteps-62-q3,1mispredictedtimesteps-90-q3,1mispredictedtimesteps-102-q3,1mispredictedtimesteps-110-q3,1mispredictedtimesteps-146-q3,1mispredictedtimesteps-150-q3,1mispredictedtimesteps-165-q3,1mispredictedtimesteps-195-q3,1mispredictedtimesteps-54-amax,1mispredictedtimesteps-62-amax,1mispredictedtimesteps-90-amax,1mispredictedtimesteps-102-amax,1mispredictedtimesteps-110-amax,1mispredictedtimesteps-146-amax,1mispredictedtimesteps-150-amax,1mispredictedtimesteps-165-amax,1mispredictedtimesteps-195-amax
1,31.76,31.78,31.82,31.98,32.0,32.0,32.0,32.0,32.0,32.272249939,32.2177213726,32.4263002556,32.12,32.0,32.0,32.0,32.0,32.0,31.247750061,31.3422786274,31.2136997444,31.84,32.0,32.0,32.0,32.0,32.0,30.0,30.0,29.0,31.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0.25,0.22,0.23,0.02,0.0,0.0,0.0,0.0,0.0,0.80452682532,0.657721372565,1.04061704892,0.16,0.0,0.0,0.0,0.0,0.0,-0.30452682532,-0.217721372565,-0.58061704892,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
