"2016-11-21 19:29:24,330",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Training sets,Testing sets,Distractor period,Point (success),Successful,Wrong bits
"2016-11-21 19:29:25,147",4,8,110,4,8,8,True,LinearRegression,32,32,200,0,0,128
