"2016-11-21 19:32:55,645",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Training sets,Testing sets,Distractor period,Point (success),Successful,Wrong bits
"2016-11-21 19:32:56,726",32,16,110,4,4,8,True,LinearRegression,32,32,5,1,32,0
