"2016-11-17 14:34:39,497",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Training sets,Testing sets,Distractor period,R1 successful,R1 wrong bits,R2 successful,R2 wrong bits
"2016-11-17 14:34:41,598",4,4,102,4,40,40,True,LinearRegression,32,32,20,16,16,17,15
"2016-11-17 14:34:43,706",4,4,102,4,40,40,True,LinearRegression,32,32,20,10,22,20,14
"2016-11-17 14:34:45,851",4,4,102,4,40,40,True,LinearRegression,32,32,20,8,32,16,23
"2016-11-17 14:34:48,070",4,4,102,4,40,40,True,LinearRegression,32,32,20,29,3,30,2
"2016-11-17 14:34:50,281",4,4,102,4,40,40,True,LinearRegression,32,32,20,9,36,23,9
"2016-11-17 14:34:52,512",4,4,102,4,40,40,True,LinearRegression,32,32,20,16,16,30,2
"2016-11-17 14:34:54,816",4,4,102,4,40,40,True,LinearRegression,32,32,20,6,34,18,14
"2016-11-17 14:34:56,860",4,4,102,4,40,40,True,LinearRegression,32,32,20,21,11,29,3
"2016-11-17 14:34:59,008",4,4,102,4,40,40,True,LinearRegression,32,32,20,16,16,28,4
"2016-11-17 14:35:01,232",4,4,102,4,40,40,True,LinearRegression,32,32,20,2,53,6,41
"2016-11-17 14:35:03,375",4,4,102,4,40,40,True,LinearRegression,32,32,20,12,21,31,1
"2016-11-17 14:35:05,662",4,4,102,4,40,40,True,LinearRegression,32,32,20,16,16,28,4
"2016-11-17 14:35:07,974",4,4,102,4,40,40,True,LinearRegression,32,32,20,16,16,32,0
"2016-11-17 14:35:10,336",4,4,102,4,40,40,True,LinearRegression,32,32,20,16,16,32,0
"2016-11-17 14:35:12,600",4,4,102,4,40,40,True,LinearRegression,32,32,20,11,26,22,10
"2016-11-17 14:35:14,760",4,4,102,4,40,40,True,LinearRegression,32,32,20,14,18,23,9
"2016-11-17 14:35:16,827",4,4,102,4,40,40,True,LinearRegression,32,32,20,12,32,5,35
"2016-11-17 14:35:19,180",4,4,102,4,40,40,True,LinearRegression,32,32,20,19,16,20,15
"2016-11-17 14:35:21,240",4,4,102,4,40,40,True,LinearRegression,32,32,20,7,34,17,15
"2016-11-17 14:35:23,724",4,4,102,4,40,40,True,LinearRegression,32,32,20,32,0,32,0
"2016-11-17 14:35:27,469",4,4,102,4,40,40,True,LinearRegression,32,32,20,32,0,32,0
"2016-11-17 14:35:29,979",4,4,102,4,40,40,True,LinearRegression,32,32,20,8,37,12,25
"2016-11-17 14:35:32,149",4,4,102,4,40,40,True,LinearRegression,32,32,20,0,99,5,44
"2016-11-17 14:35:34,412",4,4,102,4,40,40,True,LinearRegression,32,32,20,8,32,10,22
"2016-11-17 14:35:36,379",4,4,102,4,40,40,True,LinearRegression,32,32,20,3,41,13,23
"2016-11-17 14:35:38,622",4,4,102,4,40,40,True,LinearRegression,32,32,20,16,24,24,8
"2016-11-17 14:35:40,731",4,4,102,4,40,40,True,LinearRegression,32,32,20,16,16,16,16
"2016-11-17 14:35:43,084",4,4,102,4,40,40,True,LinearRegression,32,32,20,1,33,26,7
"2016-11-17 14:35:46,359",4,4,102,4,40,40,True,LinearRegression,32,32,20,9,29,19,16
"2016-11-17 14:35:49,296",4,4,102,4,40,40,True,LinearRegression,32,32,20,14,18,32,0
"2016-11-17 14:35:51,962",4,4,102,4,40,40,True,LinearRegression,32,32,20,7,35,8,27
"2016-11-17 14:35:54,166",4,4,102,4,40,40,True,LinearRegression,32,32,20,31,1,31,1
"2016-11-17 14:35:56,332",4,4,102,4,40,40,True,LinearRegression,32,32,20,15,19,20,12
"2016-11-17 14:35:58,693",4,4,102,4,40,40,True,LinearRegression,32,32,20,16,18,30,2
"2016-11-17 14:36:00,998",4,4,102,4,40,40,True,LinearRegression,32,32,20,31,1,31,1
"2016-11-17 14:36:03,366",4,4,102,4,40,40,True,LinearRegression,32,32,20,13,35,13,28
"2016-11-17 14:36:05,881",4,4,102,4,40,40,True,LinearRegression,32,32,20,4,58,12,29
"2016-11-17 14:36:08,035",4,4,102,4,40,40,True,LinearRegression,32,32,20,3,52,14,28
"2016-11-17 14:36:10,261",4,4,102,4,40,40,True,LinearRegression,32,32,20,6,51,6,37
"2016-11-17 14:36:13,249",4,4,102,4,40,40,True,LinearRegression,32,32,20,9,34,21,11
"2016-11-17 14:36:16,382",4,4,102,4,40,40,True,LinearRegression,32,32,20,8,25,20,12
"2016-11-17 14:36:18,858",4,4,102,4,40,40,True,LinearRegression,32,32,20,15,17,31,1
"2016-11-17 14:36:21,083",4,4,102,4,40,40,True,LinearRegression,32,32,20,32,0,32,0
"2016-11-17 14:36:23,294",4,4,102,4,40,40,True,LinearRegression,32,32,20,9,31,11,22
"2016-11-17 14:36:25,918",4,4,102,4,40,40,True,LinearRegression,32,32,20,12,20,22,10
"2016-11-17 14:36:28,251",4,4,102,4,40,40,True,LinearRegression,32,32,20,31,1,31,1
