"2016-11-21 19:30:12,067",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Training sets,Testing sets,Distractor period,Point (success),Successful,Wrong bits
"2016-11-21 19:30:12,897",4,16,110,4,4,4,True,LinearRegression,32,32,200,0,0,160
