"2016-11-21 18:42:52,750",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Training sets,Testing sets,Distractor period,Point (success),Successful,Wrong bits
"2016-11-21 18:42:57,452",4,8,60,4,4,40,True,LinearRegression,32,32,200,0,1,52
