"2016-11-17 19:56:31,822",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Training sets,Testing sets,Distractor period,R1 successful,R1 wrong bits,R2 successful,R2 wrong bits
"2016-11-17 19:57:03,412",LinAlgError occured: Skipping this run.
