"2016-11-21 15:42:48,307",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Training sets,Testing sets,Distractor period,Point (success),R1 correct,R1 wrong bits,R2 correct,R2 wrong bits
"2016-11-21 15:43:25,195",8,8,182,4,40,40,True,LinearRegression,32,32,120,1,28,5,32,0
"2016-11-21 15:44:13,246",8,8,182,4,40,40,True,LinearRegression,32,32,120,1,28,4,32,0
"2016-11-21 15:45:05,929",8,8,182,4,40,40,True,LinearRegression,32,32,120,1,25,9,32,0
"2016-11-21 15:45:54,882",8,8,182,4,40,40,True,LinearRegression,32,32,120,1,29,3,32,0
"2016-11-21 15:46:46,408",8,8,182,4,40,40,True,LinearRegression,32,32,120,1,25,8,32,0
"2016-11-21 15:47:39,641",8,8,182,4,40,40,True,LinearRegression,32,32,120,1,26,6,32,0
"2016-11-21 15:48:30,406",8,8,182,4,40,40,True,LinearRegression,32,32,120,1,31,1,32,0
"2016-11-21 15:49:16,010",8,8,182,4,40,40,True,LinearRegression,32,32,120,1,25,9,32,0
"2016-11-21 15:50:08,198",8,8,182,4,40,40,True,LinearRegression,32,32,120,1,29,3,32,0
"2016-11-21 15:51:00,520",8,8,182,4,40,40,True,LinearRegression,32,32,120,1,20,15,32,0
"2016-11-21 15:43:40,059",8,8,182,4,40,40,True,LinearRegression,32,32,120,1,23,12,32,0
"2016-11-21 15:44:25,757",8,8,182,4,40,40,True,LinearRegression,32,32,120,1,26,7,32,0
"2016-11-21 15:45:14,271",8,8,182,4,40,40,True,LinearRegression,32,32,120,1,24,13,32,0
"2016-11-21 15:46:07,658",8,8,182,4,40,40,True,LinearRegression,32,32,120,1,29,5,32,0
"2016-11-21 15:46:57,752",8,8,182,4,40,40,True,LinearRegression,32,32,120,1,30,2,32,0
"2016-11-21 15:47:51,522",8,8,182,4,40,40,True,LinearRegression,32,32,120,1,23,13,32,0
"2016-11-21 15:48:51,143",8,8,182,4,40,40,True,LinearRegression,32,32,120,1,24,10,32,0
"2016-11-21 15:49:37,857",8,8,182,4,40,40,True,LinearRegression,32,32,120,1,24,13,32,0
"2016-11-21 15:50:21,570",8,8,182,4,40,40,True,LinearRegression,32,32,120,1,28,5,32,0
"2016-11-21 15:51:04,045",8,8,182,4,40,40,True,LinearRegression,32,32,120,1,29,3,32,0
