"2016-11-18 09:47:05,477",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Training sets,Testing sets,Distractor period,Points,R1 successful,R1 wrong bits,R2 successful,R2 wrong bits
"2016-11-18 10:19:20,521",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,30,2,30,2
"2016-11-18 10:19:24,101",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,47,31,1
"2016-11-18 10:19:27,657",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,18,17,22,11
"2016-11-18 10:19:31,238",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:19:35,051",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:19:38,651",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,17,18,18,18
"2016-11-18 10:19:42,226",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,8,36,30,2
"2016-11-18 10:19:45,748",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,17,15,22,11
"2016-11-18 10:19:49,333",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,28,4
"2016-11-18 10:19:53,102",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,16,16
"2016-11-18 10:19:56,945",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,4,48,5,50
"2016-11-18 10:20:00,582",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,31,1,31,1
"2016-11-18 10:20:04,210",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:20:07,855",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,26,6,29,3
"2016-11-18 10:20:11,680",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,64,14,19
"2016-11-18 10:20:15,842",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,8,32,6,32
"2016-11-18 10:20:19,967",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:20:23,790",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:20:27,403",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:20:31,407",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,24,9,25,8
"2016-11-18 10:20:35,054",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,19,16,23,9
"2016-11-18 10:20:38,625",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:20:42,175",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,20,12,28,4
"2016-11-18 10:20:45,729",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,24,9,30,3
"2016-11-18 10:20:49,684",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,15,18,29,3
"2016-11-18 10:20:53,283",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,31,1,31,1
"2016-11-18 10:20:57,112",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,30,2,30,2
"2016-11-18 10:21:02,306",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,11,27,19,18
"2016-11-18 10:21:05,876",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:21:09,481",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,9,29,12,28
"2016-11-18 10:21:13,159",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:21:16,917",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,18,14,30,2
"2016-11-18 10:21:20,545",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,16,16
"2016-11-18 10:21:24,114",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:21:27,796",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,20,12,22,10
"2016-11-18 10:21:31,490",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,30,2,30,2
"2016-11-18 10:21:35,163",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,18,17,15
"2016-11-18 10:21:38,932",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:21:42,527",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:21:46,170",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,30,2,31,1
"2016-11-18 10:21:49,754",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,18,14,31,1
"2016-11-18 10:21:53,632",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,12,24,16,16
"2016-11-18 10:21:57,266",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,17,17,26,6
"2016-11-18 10:22:00,892",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,26,6,30,2
"2016-11-18 10:22:04,554",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,23,9,25,7
"2016-11-18 10:22:08,084",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,26,6
"2016-11-18 10:22:11,872",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,9,31,18,15
"2016-11-18 10:22:15,676",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,27,5,28,4
"2016-11-18 10:22:19,408",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,14,21,18,14
"2016-11-18 10:22:23,173",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:22:26,816",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,0,38,32,0
"2016-11-18 10:22:30,442",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:22:34,208",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:22:37,838",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,27,5
"2016-11-18 10:22:42,146",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:22:45,837",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,76,13,22
"2016-11-18 10:22:49,763",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,25,7,32,0
"2016-11-18 10:22:53,529",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:22:57,301",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:23:00,894",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,27,5,27,5
"2016-11-18 10:23:04,473",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:23:07,951",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:23:11,567",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,11,23,26,6
"2016-11-18 10:23:15,362",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:23:18,896",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,15,17,31,1
"2016-11-18 10:23:22,517",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,11,24,18,15
"2016-11-18 10:23:26,072",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,14,20,18,16
"2016-11-18 10:23:29,596",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:23:33,348",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,24,9,24,9
"2016-11-18 10:23:37,061",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:23:40,657",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,17,19,23,9
"2016-11-18 10:23:44,339",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,39,14,19
"2016-11-18 10:23:47,946",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,15,19,24,8
"2016-11-18 10:23:51,584",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:23:55,332",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,29,3,29,3
"2016-11-18 10:23:59,042",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,14,18,18,14
"2016-11-18 10:24:02,704",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:24:06,339",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,66,17,15
"2016-11-18 10:24:09,929",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,31,1,31,1
"2016-11-18 10:24:13,736",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,14,18,28,4
"2016-11-18 10:24:18,999",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:24:22,595",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,14,21,22,10
"2016-11-18 10:24:26,153",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,27,5,27,5
"2016-11-18 10:24:29,816",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:24:33,596",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,28,4,28,4
"2016-11-18 10:24:37,230",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:24:41,075",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,0,32,32,0
"2016-11-18 10:24:44,743",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:24:48,229",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,27,5,28,4
"2016-11-18 10:24:51,920",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:24:55,683",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:24:59,350",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,19,14,27,5
"2016-11-18 10:25:03,132",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,24,8,25,7
"2016-11-18 10:25:06,877",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:25:10,409",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,10,29,15,20
"2016-11-18 10:25:14,012",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,15,18,30,2
"2016-11-18 10:25:17,702",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,57,14,23
"2016-11-18 10:25:22,904",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:25:26,584",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,8,27,28,4
"2016-11-18 10:25:30,129",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,7,28,22,10
"2016-11-18 10:25:33,902",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,14,22,17,17
"2016-11-18 10:25:37,607",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,31,1,31,1
"2016-11-18 10:25:41,593",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:25:45,287",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,30,2,30,2
"2016-11-18 10:25:49,203",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,19,13,20,12
"2016-11-18 10:25:52,944",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,11,23,24,9
"2016-11-18 10:25:56,816",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,31,1,32,0
"2016-11-18 10:26:00,946",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,29,3,32,0
"2016-11-18 10:26:04,482",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,141,6,48
"2016-11-18 10:26:08,119",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,24,8,24,8
"2016-11-18 10:26:11,733",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:26:15,568",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,7,42,17,17
"2016-11-18 10:26:19,287",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,17,15,17,15
"2016-11-18 10:26:23,068",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:26:26,633",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,31,1,31,1
"2016-11-18 10:26:30,194",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,19,16,21,13
"2016-11-18 10:26:33,798",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:26:37,744",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,9,30,13,26
"2016-11-18 10:26:41,468",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:26:45,041",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:26:48,814",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:26:52,510",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,45,12,24
"2016-11-18 10:26:56,227",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,24,8
"2016-11-18 10:26:59,856",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:27:03,628",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,18,16,24,12
"2016-11-18 10:27:07,563",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:27:11,587",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,28,4
"2016-11-18 10:27:15,299",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,1,75,13,24
"2016-11-18 10:27:19,026",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:27:22,805",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:27:26,611",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,23,9,29,3
"2016-11-18 10:27:30,253",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,30,2,30,2
"2016-11-18 10:27:34,005",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,29,3,31,1
"2016-11-18 10:27:37,652",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:27:41,283",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:27:44,989",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,31,1,31,1
"2016-11-18 10:27:49,108",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,70,18,15
"2016-11-18 10:27:52,702",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:27:56,278",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:28:00,287",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,3,43,23,11
"2016-11-18 10:28:03,965",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,8,32,2,33
"2016-11-18 10:28:07,715",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,17,31,2
"2016-11-18 10:28:11,679",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:28:15,339",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,9,27,18,18
"2016-11-18 10:28:19,252",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,15,17
"2016-11-18 10:28:22,855",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:28:26,463",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:28:30,124",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,9,28,28,4
"2016-11-18 10:28:34,019",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,15,17,31,1
"2016-11-18 10:28:37,667",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,11,32,30,2
"2016-11-18 10:28:41,715",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:28:45,366",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,17,16,23,9
"2016-11-18 10:28:49,260",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:28:53,082",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:28:56,978",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,15,17,31,2
"2016-11-18 10:29:00,778",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,18,14
"2016-11-18 10:29:04,352",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,18,16,25,8
"2016-11-18 10:29:08,017",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:29:11,714",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,19,13,20,13
"2016-11-18 10:29:15,460",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,13,23,5,30
"2016-11-18 10:29:19,236",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,14,18
"2016-11-18 10:29:23,003",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,27,5,27,5
"2016-11-18 10:29:26,525",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,28,5,31,1
"2016-11-18 10:29:30,494",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,22,10,28,4
"2016-11-18 10:29:34,393",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,8,32,11,26
"2016-11-18 10:29:38,238",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:29:41,929",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,22,10,23,9
"2016-11-18 10:29:45,807",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,29,3,32,0
"2016-11-18 10:29:49,330",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:29:52,954",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,28,4,28,4
"2016-11-18 10:29:56,603",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:30:00,273",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,88,6,41
"2016-11-18 10:30:03,900",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,28,4,28,4
"2016-11-18 10:30:07,739",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,24,8,24,8
"2016-11-18 10:30:11,481",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,29,3,29,3
"2016-11-18 10:30:14,959",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,5,44,20,16
"2016-11-18 10:30:18,518",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,31,1,31,1
"2016-11-18 10:30:22,224",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,20,13,20,12
"2016-11-18 10:30:25,997",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,23,9,29,3
"2016-11-18 10:30:29,611",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,13,19
"2016-11-18 10:30:33,197",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,26,6,27,5
"2016-11-18 10:30:36,737",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,4,37,8,34
"2016-11-18 10:30:40,345",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,28,4,28,4
"2016-11-18 10:30:44,127",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,30,2,31,1
"2016-11-18 10:30:47,909",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,24,8,29,3
"2016-11-18 10:30:51,620",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,25,7,29,3
"2016-11-18 10:30:55,479",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:30:59,238",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:31:02,827",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,18,14
"2016-11-18 10:31:06,407",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,7,28,13,21
"2016-11-18 10:31:10,164",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,30,2,30,2
"2016-11-18 10:31:13,893",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,22,12,22,11
"2016-11-18 10:31:17,690",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,31,1,31,1
"2016-11-18 10:31:21,247",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:31:25,185",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,26,6,28,4
"2016-11-18 10:31:28,786",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:31:32,353",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:31:36,133",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:31:39,964",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,30,2,30,2
"2016-11-18 10:31:43,601",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,19,13,25,7
"2016-11-18 10:31:47,422",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,25,7,30,2
"2016-11-18 10:31:51,071",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:31:54,741",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,1,61,12,27
"2016-11-18 10:31:58,237",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,11,23,30,2
"2016-11-18 10:32:02,062",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,21,15,20,14
"2016-11-18 10:32:05,847",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:32:09,611",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,129,9,37
"2016-11-18 10:32:13,198",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,31,1,31,1
"2016-11-18 10:32:16,776",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,14,27,14,25
"2016-11-18 10:32:20,406",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:32:24,108",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:32:27,669",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,17,17,29,3
"2016-11-18 10:32:31,222",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,31,1,32,0
"2016-11-18 10:32:34,889",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,11,27,31,1
"2016-11-18 10:32:38,509",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,18,14,18,14
"2016-11-18 10:32:42,388",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:32:45,947",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:32:49,755",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,10,30,20,14
"2016-11-18 10:32:54,905",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,33,14,18
"2016-11-18 10:32:58,510",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,19,13,29,3
"2016-11-18 10:33:02,370",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,21,13,23,10
"2016-11-18 10:33:06,030",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,30,2,30,2
"2016-11-18 10:33:09,889",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,8,31,31,1
"2016-11-18 10:33:13,613",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,17,15,24,8
"2016-11-18 10:33:17,301",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:33:20,865",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:33:24,496",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,24,8,32,0
"2016-11-18 10:33:28,204",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,31,1,32,0
"2016-11-18 10:33:31,998",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:33:35,584",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,22,10,21,11
"2016-11-18 10:33:39,231",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:33:42,932",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,14,22,25,9
"2016-11-18 10:33:46,526",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:33:50,325",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:33:54,130",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:33:57,857",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,12,20,21,12
"2016-11-18 10:34:01,563",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,31,1,31,1
"2016-11-18 10:34:05,201",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:34:08,859",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,8,33,30,2
"2016-11-18 10:34:12,537",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:34:16,466",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:34:20,218",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,27,5,29,3
"2016-11-18 10:34:23,948",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:34:27,587",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,25,7,25,7
"2016-11-18 10:34:31,190",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,11,27,23,10
"2016-11-18 10:34:35,047",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,10,30,8,30
"2016-11-18 10:34:38,894",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:34:42,513",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:34:46,577",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:34:50,366",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,22,10,23,9
"2016-11-18 10:34:54,328",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:34:57,982",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,18,14,26,6
"2016-11-18 10:35:02,033",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:35:05,813",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,8,32,32,0
"2016-11-18 10:35:09,321",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,22,11,28,5
"2016-11-18 10:35:12,880",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,17,15,19,13
"2016-11-18 10:35:16,526",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,24,8,28,4
"2016-11-18 10:35:20,370",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,8,24
"2016-11-18 10:35:24,121",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,28,4,30,2
"2016-11-18 10:35:28,845",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,10,22,26,6
"2016-11-18 10:35:33,920",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,12,24,15,18
"2016-11-18 10:35:38,291",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
