"2016-11-20 18:52:43,083",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Training sets,Testing sets,Distractor period,Point (success),R1 correct,R1 wrong bits,R2 correct,R2 wrong bits
"2016-11-20 18:52:56,647",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,5,52,14,33
"2016-11-20 18:53:10,122",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,8,44,21,11
"2016-11-20 18:53:24,288",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,8,37,17,17
"2016-11-20 18:53:35,588",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,5,57,13,31
"2016-11-20 18:53:50,330",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,6,39,22,13
"2016-11-20 18:54:03,873",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,5,45,14,21
"2016-11-20 18:54:18,990",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,7,37,22,10
"2016-11-20 18:54:32,606",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,2,85,14,30
"2016-11-20 18:54:45,666",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,5,47,18,22
"2016-11-20 18:54:59,024",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,3,82,15,25
"2016-11-20 18:55:11,564",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,4,63,23,10
"2016-11-20 18:55:24,913",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,5,45,16,22
"2016-11-20 18:55:38,543",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,3,52,13,27
"2016-11-20 18:55:52,188",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,8,43,8,37
"2016-11-20 18:56:03,612",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,14,30,16,25
"2016-11-20 18:56:18,752",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,3,64,19,16
"2016-11-20 18:56:33,198",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,0,87,17,24
"2016-11-20 18:56:48,484",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,6,65,24,9
"2016-11-20 18:57:01,769",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,1,71,13,27
"2016-11-20 18:57:16,097",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,1,96,23,12
"2016-11-20 18:57:29,898",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,10,31,17,20
"2016-11-20 18:57:43,655",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,3,62,18,20
"2016-11-20 18:57:57,096",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,0,94,12,33
"2016-11-20 18:58:10,914",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,7,37,19,18
"2016-11-20 18:58:26,010",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,3,84,18,21
"2016-11-20 18:58:40,624",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,1,121,9,46
"2016-11-20 18:58:55,615",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,1,67,16,24
"2016-11-20 18:59:09,411",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,5,52,13,24
"2016-11-20 18:59:24,515",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,11,33,18,20
"2016-11-20 18:59:39,139",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,8,37,19,16
"2016-11-20 18:59:52,223",4,4,62,4,40,40,True,LinearRegression,32,32,200,0,4,57,13,24
