"2016-11-17 14:25:30,651",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Training sets,Testing sets,Distractor period,R1 successful,R1 wrong bits,R2 successful,R2 wrong bits
"2016-11-17 14:25:30,994",4,4,102,4,10,10,True,LinearRegression,32,32,10,0,94,0,86
"2016-11-17 14:25:31,318",4,4,102,4,10,10,True,LinearRegression,32,32,10,2,84,0,112
"2016-11-17 14:25:31,689",4,4,102,4,10,10,True,LinearRegression,32,32,10,0,96,1,86
"2016-11-17 14:25:32,037",4,4,102,4,10,10,True,LinearRegression,32,32,10,8,32,10,32
"2016-11-17 14:25:32,361",4,4,102,4,10,10,True,LinearRegression,32,32,10,8,32,7,32
"2016-11-17 14:25:32,674",4,4,102,4,10,10,True,LinearRegression,32,32,10,10,24,11,24
"2016-11-17 14:25:32,973",4,4,102,4,10,10,True,LinearRegression,32,32,10,32,0,32,0
"2016-11-17 14:25:33,331",4,4,102,4,10,10,True,LinearRegression,32,32,10,0,94,0,92
"2016-11-17 14:25:33,708",4,4,102,4,10,10,True,LinearRegression,32,32,10,30,2,30,2
"2016-11-17 14:25:34,042",4,4,102,4,10,10,True,LinearRegression,32,32,10,8,32,4,40
"2016-11-17 14:25:34,372",4,4,102,4,10,10,True,LinearRegression,32,32,10,8,32,7,33
"2016-11-17 14:25:34,719",4,4,102,4,10,10,True,LinearRegression,32,32,10,16,16,16,16
"2016-11-17 14:25:35,076",4,4,102,4,10,10,True,LinearRegression,32,32,10,0,96,2,80
"2016-11-17 14:25:35,416",4,4,102,4,10,10,True,LinearRegression,32,32,10,0,92,0,84
"2016-11-17 14:25:35,755",4,4,102,4,10,10,True,LinearRegression,32,32,10,8,39,4,39
"2016-11-17 14:25:36,104",4,4,102,4,10,10,True,LinearRegression,32,32,10,9,27,12,22
"2016-11-17 14:25:36,408",4,4,102,4,10,10,True,LinearRegression,32,32,10,8,32,4,32
"2016-11-17 14:25:36,783",4,4,102,4,10,10,True,LinearRegression,32,32,10,8,32,8,34
"2016-11-17 14:25:37,132",4,4,102,4,10,10,True,LinearRegression,32,32,10,8,38,18,20
"2016-11-17 14:25:37,479",4,4,102,4,10,10,True,LinearRegression,32,32,10,1,88,0,96
"2016-11-17 14:25:37,814",4,4,102,4,10,10,True,LinearRegression,32,32,10,9,30,12,26
"2016-11-17 14:25:38,136",4,4,102,4,10,10,True,LinearRegression,32,32,10,25,7,25,7
"2016-11-17 14:25:38,462",4,4,102,4,10,10,True,LinearRegression,32,32,10,9,34,9,28
"2016-11-17 14:25:38,778",4,4,102,4,10,10,True,LinearRegression,32,32,10,4,60,10,43
"2016-11-17 14:25:39,143",4,4,102,4,10,10,True,LinearRegression,32,32,10,16,16,16,16
"2016-11-17 14:25:39,452",4,4,102,4,10,10,True,LinearRegression,32,32,10,8,32,7,33
"2016-11-17 14:25:39,807",4,4,102,4,10,10,True,LinearRegression,32,32,10,0,96,0,88
"2016-11-17 14:25:40,134",4,4,102,4,10,10,True,LinearRegression,32,32,10,8,32,11,32
"2016-11-17 14:25:40,472",4,4,102,4,10,10,True,LinearRegression,32,32,10,32,0,32,0
"2016-11-17 14:25:40,810",4,4,102,4,10,10,True,LinearRegression,32,32,10,8,29,12,23
"2016-11-17 14:25:41,133",4,4,102,4,10,10,True,LinearRegression,32,32,10,27,5,32,0
"2016-11-17 14:25:41,485",4,4,102,4,10,10,True,LinearRegression,32,32,10,32,0,32,0
"2016-11-17 14:25:41,849",4,4,102,4,10,10,True,LinearRegression,32,32,10,32,0,32,0
"2016-11-17 14:25:42,157",4,4,102,4,10,10,True,LinearRegression,32,32,10,16,16,16,16
"2016-11-17 14:25:42,483",4,4,102,4,10,10,True,LinearRegression,32,32,10,1,92,0,84
"2016-11-17 14:25:42,837",4,4,102,4,10,10,True,LinearRegression,32,32,10,8,32,6,33
"2016-11-17 14:25:43,166",4,4,102,4,10,10,True,LinearRegression,32,32,10,16,16,16,16
"2016-11-17 14:25:43,494",4,4,102,4,10,10,True,LinearRegression,32,32,10,6,36,6,33
"2016-11-17 14:25:43,832",4,4,102,4,10,10,True,LinearRegression,32,32,10,18,19,19,18
"2016-11-17 14:25:44,133",4,4,102,4,10,10,True,LinearRegression,32,32,10,9,30,10,27
"2016-11-17 14:25:44,484",4,4,102,4,10,10,True,LinearRegression,32,32,10,9,37,11,27
"2016-11-17 14:25:44,819",4,4,102,4,10,10,True,LinearRegression,32,32,10,1,82,0,96
"2016-11-17 14:25:45,127",4,4,102,4,10,10,True,LinearRegression,32,32,10,11,28,14,26
"2016-11-17 14:25:45,429",4,4,102,4,10,10,True,LinearRegression,32,32,10,8,32,8,32
"2016-11-17 14:25:45,772",4,4,102,4,10,10,True,LinearRegression,32,32,10,8,32,10,32
"2016-11-17 14:25:46,142",4,4,102,4,10,10,True,LinearRegression,32,32,10,0,96,0,80
"2016-11-17 14:25:46,470",4,4,102,4,10,10,True,LinearRegression,32,32,10,1,63,9,35
"2016-11-17 14:25:46,790",4,4,102,4,10,10,True,LinearRegression,32,32,10,8,32,11,33
"2016-11-17 14:25:47,105",4,4,102,4,10,10,True,LinearRegression,32,32,10,0,86,1,84
"2016-11-17 14:25:47,427",4,4,102,4,10,10,True,LinearRegression,32,32,10,8,32,7,34
"2016-11-17 14:25:47,771",4,4,102,4,10,10,True,LinearRegression,32,32,10,8,34,5,32
"2016-11-17 14:25:48,118",4,4,102,4,10,10,True,LinearRegression,32,32,10,0,112,0,86
"2016-11-17 14:25:48,467",4,4,102,4,10,10,True,LinearRegression,32,32,10,13,19,14,18
"2016-11-17 14:25:48,801",4,4,102,4,10,10,True,LinearRegression,32,32,10,8,32,10,33
"2016-11-17 14:25:49,112",4,4,102,4,10,10,True,LinearRegression,32,32,10,8,32,5,34
"2016-11-17 14:25:49,413",4,4,102,4,10,10,True,LinearRegression,32,32,10,5,42,10,32
"2016-11-17 14:25:49,766",4,4,102,4,10,10,True,LinearRegression,32,32,10,1,84,1,80
"2016-11-17 14:25:50,120",4,4,102,4,10,10,True,LinearRegression,32,32,10,8,32,4,32
"2016-11-17 14:25:50,447",4,4,102,4,10,10,True,LinearRegression,32,32,10,32,0,32,0
"2016-11-17 14:25:50,763",4,4,102,4,10,10,True,LinearRegression,32,32,10,1,92,0,96
"2016-11-17 14:25:51,081",4,4,102,4,10,10,True,LinearRegression,32,32,10,16,16,16,16
"2016-11-17 14:25:51,388",4,4,102,4,10,10,True,LinearRegression,32,32,10,32,0,32,0
"2016-11-17 14:25:51,726",4,4,102,4,10,10,True,LinearRegression,32,32,10,14,26,14,24
"2016-11-17 14:25:52,081",4,4,102,4,10,10,True,LinearRegression,32,32,10,0,100,0,84
"2016-11-17 14:25:52,395",4,4,102,4,10,10,True,LinearRegression,32,32,10,9,29,9,27
"2016-11-17 14:25:52,739",4,4,102,4,10,10,True,LinearRegression,32,32,10,1,96,0,82
"2016-11-17 14:25:53,058",4,4,102,4,10,10,True,LinearRegression,32,32,10,9,34,6,40
"2016-11-17 14:25:53,379",4,4,102,4,10,10,True,LinearRegression,32,32,10,8,32,7,33
"2016-11-17 14:25:53,745",4,4,102,4,10,10,True,LinearRegression,32,32,10,0,100,1,104
"2016-11-17 14:25:54,077",4,4,102,4,10,10,True,LinearRegression,32,32,10,0,88,0,80
"2016-11-17 14:25:54,389",4,4,102,4,10,10,True,LinearRegression,32,32,10,1,90,1,86
"2016-11-17 14:25:54,722",4,4,102,4,10,10,True,LinearRegression,32,32,10,13,22,14,21
"2016-11-17 14:25:55,051",4,4,102,4,10,10,True,LinearRegression,32,32,10,0,100,0,84
"2016-11-17 14:25:55,368",4,4,102,4,10,10,True,LinearRegression,32,32,10,32,0,32,0
"2016-11-17 14:25:55,710",4,4,102,4,10,10,True,LinearRegression,32,32,10,10,22,11,21
"2016-11-17 14:25:56,041",4,4,102,4,10,10,True,LinearRegression,32,32,10,32,0,32,0
