"2016-11-17 13:00:53,441",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Training sets,Testing sets,Distractor period,R1 successful,R1 wrong bits,R2 successful,R2 wrong bits
"2016-11-17 13:00:54,821",4,4,102,4,40,40,True,LinearRegression,32,32,20,2,64,6,36
"2016-11-17 13:00:56,174",4,4,102,4,40,40,True,LinearRegression,32,32,20,16,16,32,0
"2016-11-17 13:00:57,559",4,4,102,4,40,40,True,LinearRegression,32,32,20,16,16,32,0
"2016-11-17 13:00:58,966",4,4,102,4,40,40,True,LinearRegression,32,32,20,17,15,30,2
"2016-11-17 13:01:00,421",4,4,102,4,40,40,True,LinearRegression,32,32,20,29,3,30,2
"2016-11-17 13:01:01,969",4,4,102,4,40,40,True,LinearRegression,32,32,20,9,30,28,5
"2016-11-17 13:01:03,454",4,4,102,4,40,40,True,LinearRegression,32,32,20,24,8,24,8
"2016-11-17 13:01:04,945",4,4,102,4,40,40,True,LinearRegression,32,32,20,3,44,19,15
"2016-11-17 13:01:06,345",4,4,102,4,40,40,True,LinearRegression,32,32,20,17,20,25,8
"2016-11-17 13:01:07,946",4,4,102,4,40,40,True,LinearRegression,32,32,20,32,0,32,0
"2016-11-17 13:01:09,346",4,4,102,4,40,40,True,LinearRegression,32,32,20,16,17,15,18
"2016-11-17 13:01:10,680",4,4,102,4,40,40,True,LinearRegression,32,32,20,14,19,20,12
"2016-11-17 13:01:12,044",4,4,102,4,40,40,True,LinearRegression,32,32,20,14,18,32,0
"2016-11-17 13:01:13,408",4,4,102,4,40,40,True,LinearRegression,32,32,20,9,29,17,16
"2016-11-17 13:01:14,906",4,4,102,4,40,40,True,LinearRegression,32,32,20,6,36,12,23
"2016-11-17 13:01:16,365",4,4,102,4,40,40,True,LinearRegression,32,32,20,3,54,1,53
"2016-11-17 13:01:17,776",4,4,102,4,40,40,True,LinearRegression,32,32,20,8,32,16,16
"2016-11-17 13:01:19,193",4,4,102,4,40,40,True,LinearRegression,32,32,20,13,35,22,10
"2016-11-17 13:01:20,509",4,4,102,4,40,40,True,LinearRegression,32,32,20,16,16,16,16
"2016-11-17 13:01:22,096",4,4,102,4,40,40,True,LinearRegression,32,32,20,16,16,32,0
"2016-11-17 13:01:23,511",4,4,102,4,40,40,True,LinearRegression,32,32,20,5,41,10,28
"2016-11-17 13:01:24,975",4,4,102,4,40,40,True,LinearRegression,32,32,20,32,0,32,0
"2016-11-17 13:01:26,336",4,4,102,4,40,40,True,LinearRegression,32,32,20,7,33,11,29
"2016-11-17 13:01:27,755",4,4,102,4,40,40,True,LinearRegression,32,32,20,15,17,31,1
"2016-11-17 13:01:29,153",4,4,102,4,40,40,True,LinearRegression,32,32,20,27,7,32,0
"2016-11-17 13:01:30,614",4,4,102,4,40,40,True,LinearRegression,32,32,20,25,7,25,7
"2016-11-17 13:01:32,166",4,4,102,4,40,40,True,LinearRegression,32,32,20,16,16,32,0
"2016-11-17 13:01:33,553",4,4,102,4,40,40,True,LinearRegression,32,32,20,8,32,17,15
"2016-11-17 13:01:34,978",4,4,102,4,40,40,True,LinearRegression,32,32,20,13,21,29,3
"2016-11-17 13:01:36,394",4,4,102,4,40,40,True,LinearRegression,32,32,20,32,0,32,0
"2016-11-17 13:01:37,804",4,4,102,4,40,40,True,LinearRegression,32,32,20,16,16,28,4
"2016-11-17 13:01:39,281",4,4,102,4,40,40,True,LinearRegression,32,32,20,29,3,31,1
"2016-11-17 13:01:40,767",4,4,102,4,40,40,True,LinearRegression,32,32,20,1,37,28,4
"2016-11-17 13:01:42,249",4,4,102,4,40,40,True,LinearRegression,32,32,20,26,6,28,4
"2016-11-17 13:01:43,655",4,4,102,4,40,40,True,LinearRegression,32,32,20,17,15,18,14
"2016-11-17 13:01:45,052",4,4,102,4,40,40,True,LinearRegression,32,32,20,1,59,8,30
"2016-11-17 13:01:46,493",4,4,102,4,40,40,True,LinearRegression,32,32,20,32,0,32,0
"2016-11-17 13:01:48,103",4,4,102,4,40,40,True,LinearRegression,32,32,20,8,32,8,37
"2016-11-17 13:01:49,542",4,4,102,4,40,40,True,LinearRegression,32,32,20,7,33,16,17
"2016-11-17 13:01:51,129",4,4,102,4,40,40,True,LinearRegression,32,32,20,16,16,32,0
"2016-11-17 13:01:52,656",4,4,102,4,40,40,True,LinearRegression,32,32,20,10,26,17,15
