"2016-11-21 19:16:00,930",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Training sets,Testing sets,Distractor period,Point (success),Successful,Wrong bits
"2016-11-21 19:16:05,264",4,8,110,4,4,40,True,LinearRegression,32,32,200,0,3,71
