"2016-11-16 14:40:58,210",I,R,Rule,Input size,Input area,Automaton size,Concat before,Training sets,Testing sets,Distractor period,Successful,Wrong bits
"2016-11-16 14:41:56,758",8,8,150,4,40,40,True,32,32,200,0,145
"2016-11-16 14:42:57,550",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 14:43:49,696",8,8,150,4,40,40,True,32,32,200,24,8
"2016-11-16 14:44:42,929",8,8,150,4,40,40,True,32,32,200,0,160
