"2016-11-17 13:28:19,794",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Training sets,Testing sets,Distractor period,R1 successful,R1 wrong bits,R2 successful,R2 wrong bits
"2016-11-17 13:28:21,144",4,4,102,4,40,40,True,LinearRegression,32,32,20,1,50,7,38
"2016-11-17 13:28:22,560",4,4,102,4,40,40,True,LinearRegression,32,32,20,32,0,32,0
"2016-11-17 13:28:24,044",4,4,102,4,40,40,True,LinearRegression,32,32,20,4,37,14,21
"2016-11-17 13:28:25,411",4,4,102,4,40,40,True,LinearRegression,32,32,20,4,55,14,23
"2016-11-17 13:28:26,841",4,4,102,4,40,40,True,LinearRegression,32,32,20,29,3,29,3
"2016-11-17 13:28:28,304",4,4,102,4,40,40,True,LinearRegression,32,32,20,10,24,15,18
"2016-11-17 13:28:29,808",4,4,102,4,40,40,True,LinearRegression,32,32,20,13,22,28,4
"2016-11-17 13:28:31,247",4,4,102,4,40,40,True,LinearRegression,32,32,20,16,16,32,0
"2016-11-17 13:28:32,862",4,4,102,4,40,40,True,LinearRegression,32,32,20,15,17,32,0
"2016-11-17 13:28:34,429",4,4,102,4,40,40,True,LinearRegression,32,32,20,32,0,32,0
"2016-11-17 13:28:35,906",4,4,102,4,40,40,True,LinearRegression,32,32,20,14,18,24,8
"2016-11-17 13:28:37,296",4,4,102,4,40,40,True,LinearRegression,32,32,20,2,60,10,34
"2016-11-17 13:28:38,590",4,4,102,4,40,40,True,LinearRegression,32,32,20,1,59,13,26
"2016-11-17 13:28:39,999",4,4,102,4,40,40,True,LinearRegression,32,32,20,0,64,9,30
"2016-11-17 13:28:41,552",4,4,102,4,40,40,True,LinearRegression,32,32,20,28,4,28,4
"2016-11-17 13:28:43,020",4,4,102,4,40,40,True,LinearRegression,32,32,20,13,20,31,1
"2016-11-17 13:28:44,362",4,4,102,4,40,40,True,LinearRegression,32,32,20,16,16,32,0
"2016-11-17 13:28:45,702",4,4,102,4,40,40,True,LinearRegression,32,32,20,22,10,26,6
"2016-11-17 13:28:47,009",4,4,102,4,40,40,True,LinearRegression,32,32,20,1,34,27,5
"2016-11-17 13:28:48,331",4,4,102,4,40,40,True,LinearRegression,32,32,20,25,9,27,7
"2016-11-17 13:28:49,805",4,4,102,4,40,40,True,LinearRegression,32,32,20,16,16,32,0
"2016-11-17 13:28:51,205",4,4,102,4,40,40,True,LinearRegression,32,32,20,28,4,28,4
"2016-11-17 13:28:52,708",4,4,102,4,40,40,True,LinearRegression,32,32,20,16,16,32,0
"2016-11-17 13:28:54,097",4,4,102,4,40,40,True,LinearRegression,32,32,20,15,17,30,2
"2016-11-17 13:28:55,499",4,4,102,4,40,40,True,LinearRegression,32,32,20,15,18,32,0
"2016-11-17 13:28:56,953",4,4,102,4,40,40,True,LinearRegression,32,32,20,21,11,24,8
"2016-11-17 13:28:58,376",4,4,102,4,40,40,True,LinearRegression,32,32,20,8,24,22,10
"2016-11-17 13:28:59,823",4,4,102,4,40,40,True,LinearRegression,32,32,20,16,16,32,0
"2016-11-17 13:29:01,194",4,4,102,4,40,40,True,LinearRegression,32,32,20,14,18,19,13
"2016-11-17 13:29:02,588",4,4,102,4,40,40,True,LinearRegression,32,32,20,16,16,32,0
"2016-11-17 13:29:04,004",4,4,102,4,40,40,True,LinearRegression,32,32,20,14,31,20,13
"2016-11-17 13:29:05,425",4,4,102,4,40,40,True,LinearRegression,32,32,20,3,55,10,32
"2016-11-17 13:29:06,766",4,4,102,4,40,40,True,LinearRegression,32,32,20,14,18,22,10
"2016-11-17 13:29:08,174",4,4,102,4,40,40,True,LinearRegression,32,32,20,32,0,32,0
"2016-11-17 13:29:09,550",4,4,102,4,40,40,True,LinearRegression,32,32,20,7,36,13,19
"2016-11-17 13:29:10,964",4,4,102,4,40,40,True,LinearRegression,32,32,20,0,64,10,29
"2016-11-17 13:29:12,396",4,4,102,4,40,40,True,LinearRegression,32,32,20,4,56,9,38
"2016-11-17 13:29:13,941",4,4,102,4,40,40,True,LinearRegression,32,32,20,5,34,13,24
"2016-11-17 13:29:15,366",4,4,102,4,40,40,True,LinearRegression,32,32,20,6,29,20,13
"2016-11-17 13:29:16,752",4,4,102,4,40,40,True,LinearRegression,32,32,20,32,0,32,0
"2016-11-17 13:29:18,336",4,4,102,4,40,40,True,LinearRegression,32,32,20,32,0,32,0
"2016-11-17 13:29:19,629",4,4,102,4,40,40,True,LinearRegression,32,32,20,9,26,29,3
"2016-11-17 13:29:21,026",4,4,102,4,40,40,True,LinearRegression,32,32,20,16,16,32,0
"2016-11-17 13:29:22,473",4,4,102,4,40,40,True,LinearRegression,32,32,20,7,34,11,25
"2016-11-17 13:29:23,810",4,4,102,4,40,40,True,LinearRegression,32,32,20,6,34,11,26
"2016-11-17 13:29:25,195",4,4,102,4,40,40,True,LinearRegression,32,32,20,11,23,19,13
"2016-11-17 13:29:26,622",4,4,102,4,40,40,True,LinearRegression,32,32,20,32,0,32,0
"2016-11-17 13:29:27,964",4,4,102,4,40,40,True,LinearRegression,32,32,20,10,24,18,14
"2016-11-17 13:29:29,468",4,4,102,4,40,40,True,LinearRegression,32,32,20,22,10,27,5
"2016-11-17 13:29:30,870",4,4,102,4,40,40,True,LinearRegression,32,32,20,18,14,30,2
"2016-11-17 13:29:32,245",4,4,102,4,40,40,True,LinearRegression,32,32,20,6,33,14,23
"2016-11-17 13:29:33,619",4,4,102,4,40,40,True,LinearRegression,32,32,20,1,60,10,32
"2016-11-17 13:29:35,141",4,4,102,4,40,40,True,LinearRegression,32,32,20,18,14,24,8
"2016-11-17 13:29:36,668",4,4,102,4,40,40,True,LinearRegression,32,32,20,4,32,23,9
"2016-11-17 13:29:38,177",4,4,102,4,40,40,True,LinearRegression,32,32,20,11,23,30,2
