"2016-11-16 18:09:17,188",I,R,Rule,Input size,Input area,Automaton size,Concat before,Training sets,Testing sets,Distractor period,Successful,Wrong bits
"2016-11-16 18:09:29,333",4,8,90,4,40,40,True,32,32,200,0,6752
"2016-11-16 18:09:41,977",4,8,90,4,40,40,True,32,32,200,0,6750
"2016-11-16 18:09:53,594",4,8,90,4,40,40,True,32,32,200,0,6752
