"2017-05-02 20:18:50,898",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps,4 fully correct seq.,4 mispredicted time steps,5 fully correct seq.,5 mispredicted time steps
"2017-05-02 20:23:28,963","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.27,32,32,200,0,5,50,13,29,19,19,20,15,22,12
"2017-05-02 20:24:37,480","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.55,32,32,200,0,3,56,15,25,19,19,24,9,24,8
"2017-05-02 20:25:45,522","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.41,32,32,200,0,1,68,13,37,21,17,26,9,25,9
"2017-05-02 20:26:54,048","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.43,32,32,200,0,6,55,12,33,12,33,19,23,23,12
"2017-05-02 20:28:02,824","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.66,32,32,200,0,8,49,13,34,19,21,23,16,25,14
"2017-05-02 20:29:11,311","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.34,32,32,200,0,6,55,9,44,16,27,20,18,23,11
"2017-05-02 20:30:19,339","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.48,32,32,200,0,5,48,13,31,18,19,23,13,25,10
"2017-05-02 20:31:27,735","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.53,32,32,200,0,7,51,16,26,21,15,28,5,28,5
"2017-05-02 20:32:37,132","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,39.16,32,32,200,0,3,58,11,35,14,27,18,20,22,16
"2017-05-02 20:33:45,358","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.26,32,32,200,0,6,55,21,17,25,8,26,7,26,7
"2017-05-02 20:34:53,332","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.29,32,32,200,0,6,56,11,40,17,27,17,23,20,17
"2017-05-02 20:36:02,889","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,39.56,32,32,200,0,5,51,14,29,19,20,25,8,26,6
"2017-05-02 20:37:11,148","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.35,32,32,200,0,2,68,4,50,9,33,19,19,26,11
"2017-05-02 20:38:19,792","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.63,32,32,200,0,5,63,15,24,19,18,24,10,24,9
"2017-05-02 20:39:28,847","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,39.61,32,32,200,0,9,40,19,16,25,9,24,9,26,7
"2017-05-02 20:40:37,425","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.73,32,32,200,0,4,58,15,25,24,11,26,7,24,9
"2017-05-02 20:41:46,160","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.47,32,32,200,0,7,48,10,37,12,30,15,27,17,21
"2017-05-02 20:42:53,650","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.28,32,32,200,0,6,46,12,25,18,18,24,8,27,6
"2017-05-02 20:44:01,569","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.22,32,32,200,0,6,60,12,36,19,23,23,13,23,12
"2017-05-02 20:45:17,271","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,41.64,32,32,200,0,6,48,13,25,23,14,26,9,24,12
"2017-05-02 20:46:38,651","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,46.22,32,32,200,0,5,45,14,30,21,17,22,13,23,11
"2017-05-02 20:47:57,875","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,44.05,32,32,200,0,4,52,15,21,19,17,22,12,21,13
"2017-05-02 20:49:18,423","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,45.14,32,32,200,0,8,40,19,21,21,17,22,15,21,16
"2017-05-02 20:50:39,449","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,45.70,32,32,200,0,6,51,20,16,22,13,24,9,25,8
"2017-05-02 20:28:57,509","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,39.61,32,32,200,0,6,55,14,34,21,24,22,18,26,11
"2017-05-02 20:30:05,366","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.52,32,32,200,0,5,54,12,31,19,19,21,15,24,10
"2017-05-02 20:31:13,939","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.94,32,32,200,0,5,63,10,42,19,21,18,21,23,12
"2017-05-02 20:32:24,838","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,39.51,32,32,200,0,5,55,15,26,16,23,22,13,25,8
"2017-05-02 20:33:34,407","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,39.17,32,32,200,0,10,47,15,29,20,18,25,13,29,7
"2017-05-02 20:34:50,259","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,43.48,32,32,200,0,4,60,8,32,15,23,17,18,20,15
"2017-05-02 20:36:08,491","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,45.43,32,32,200,0,6,52,11,35,17,23,26,7,24,9
"2017-05-02 20:37:28,403","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,46.93,32,32,200,0,8,49,14,28,20,21,24,14,18,21
"2017-05-02 20:38:42,786","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,42.43,32,32,200,0,4,62,12,37,17,27,25,13,25,13
"2017-05-02 20:39:51,457","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.91,32,32,200,0,6,50,7,41,10,33,19,19,25,9
"2017-05-02 20:41:02,313","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,39.36,32,32,200,0,5,52,11,38,17,19,25,9,27,6
"2017-05-02 20:42:10,166","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.27,32,32,200,0,13,37,16,24,21,18,25,10,28,7
"2017-05-02 20:43:23,341","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,41.36,32,32,200,0,6,59,11,35,14,26,19,15,23,10
"2017-05-02 20:44:40,472","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,43.67,32,32,200,0,2,66,8,51,22,21,22,20,22,20
"2017-05-02 20:46:21,246","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,62.10,32,32,200,0,6,54,14,25,20,15,26,10,27,8
"2017-05-02 20:47:53,780","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,55.11,32,32,200,0,1,64,5,43,12,27,17,20,24,10
"2017-05-02 20:49:17,472","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,47.45,32,32,200,0,5,56,7,49,12,30,21,17,24,11
"2017-05-02 20:50:34,643","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,42.39,32,32,200,0,8,40,17,18,24,11,29,4,29,4
"2017-05-02 20:51:52,953","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,44.27,32,32,200,0,7,56,17,28,21,16,27,8,27,6
"2017-05-02 20:53:17,515","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,48.57,32,32,200,0,7,46,13,28,20,15,20,14,27,6
"2017-05-02 20:54:53,300","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,57.91,32,32,200,0,8,48,14,25,20,13,21,11,22,10
"2017-05-02 20:56:29,689","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,58.64,32,32,200,0,4,61,12,39,20,18,21,17,23,14
"2017-05-02 20:57:52,618","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,47.32,32,32,200,0,4,56,9,37,14,26,15,24,19,16
"2017-05-02 20:59:12,159","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,44.61,32,32,200,0,8,46,19,22,21,15,23,12,24,8
"2017-05-02 21:00:32,007","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,44.98,32,32,200,0,5,65,12,38,15,26,18,23,20,15
