"2017-05-02 20:18:50,898",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps,4 fully correct seq.,4 mispredicted time steps,5 fully correct seq.,5 mispredicted time steps
"2017-05-02 20:19:56,724","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.14,32,32,200,0,4,58,20,20,22,16,27,7,28,6
"2017-05-02 20:21:03,082","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.97,32,32,200,0,1,70,8,40,19,17,24,12,25,11
"2017-05-02 20:22:08,767","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.27,32,32,200,0,1,68,1,51,12,30,13,32,19,21
"2017-05-02 20:23:15,318","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.56,32,32,200,0,6,54,14,30,24,13,24,11,24,11
"2017-05-02 20:24:22,140","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.71,32,32,200,0,8,54,15,30,17,25,21,16,25,10
"2017-05-02 20:25:28,440","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.02,32,32,200,0,6,54,11,39,16,28,23,16,25,12
"2017-05-02 20:26:34,245","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.10,32,32,200,0,7,50,14,28,20,15,23,10,26,6
"2017-05-02 20:27:40,209","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.29,32,32,200,0,8,48,16,24,18,20,25,8,27,6
"2017-05-02 20:28:46,593","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.58,32,32,200,0,6,53,11,30,22,16,23,15,24,12
"2017-05-02 20:29:52,490","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.11,32,32,200,0,6,57,11,38,20,17,24,11,24,11
"2017-05-02 20:30:58,935","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.68,32,32,200,0,3,49,11,27,18,16,25,9,27,5
"2017-05-02 20:32:05,242","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.64,32,32,200,0,9,49,18,25,24,14,29,5,26,6
"2017-05-02 20:33:11,322","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.41,32,32,200,0,0,74,8,49,14,30,16,29,19,17
"2017-05-02 20:34:16,375","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,36.88,32,32,200,0,3,49,15,22,18,18,23,9,27,5
"2017-05-02 20:35:22,151","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.44,32,32,200,0,4,55,11,32,23,14,24,9,26,7
"2017-05-02 20:36:28,478","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.69,32,32,200,0,7,46,11,35,15,27,20,22,21,17
"2017-05-02 20:37:34,592","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.46,32,32,200,0,7,46,22,14,27,8,30,3,29,3
"2017-05-02 20:38:40,922","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.45,32,32,200,0,4,60,9,36,12,29,19,18,21,13
"2017-05-02 20:39:46,619","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.01,32,32,200,0,6,48,11,31,16,22,20,16,21,15
"2017-05-02 20:40:52,707","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.20,32,32,200,0,8,50,14,28,20,16,22,14,23,10
"2017-05-02 20:41:58,987","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.24,32,32,200,0,4,50,8,35,21,16,22,15,24,11
"2017-05-02 20:43:05,025","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.32,32,32,200,0,3,70,14,32,18,21,22,16,26,9
"2017-05-02 20:44:11,012","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.53,32,32,200,0,5,52,18,19,22,15,30,3,29,4
"2017-05-02 20:45:28,431","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,43.28,32,32,200,0,16,31,18,25,25,13,25,10,26,7
"2017-05-02 20:46:48,857","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,45.01,32,32,200,0,10,47,15,29,17,20,29,4,29,4
"2017-05-02 20:22:54,228","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,39.34,32,32,200,0,5,53,15,29,20,15,24,8,25,7
"2017-05-02 20:24:02,437","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.16,32,32,200,0,10,48,12,32,15,25,23,11,24,10
"2017-05-02 20:25:10,648","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.17,32,32,200,0,6,57,12,32,18,26,21,13,22,11
"2017-05-02 20:26:19,575","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.57,32,32,200,0,4,47,12,29,15,27,24,13,29,7
"2017-05-02 20:27:27,398","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.84,32,32,200,0,4,53,21,18,21,16,24,12,23,13
"2017-05-02 20:28:36,178","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.61,32,32,200,0,3,57,15,24,18,21,19,18,22,15
"2017-05-02 20:29:44,603","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.35,32,32,200,0,2,64,9,36,22,15,24,9,25,7
"2017-05-02 20:30:53,291","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.69,32,32,200,0,6,50,19,22,27,10,29,6,29,6
"2017-05-02 20:32:01,683","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.16,32,32,200,0,8,50,13,34,19,21,20,14,23,9
"2017-05-02 20:33:10,731","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,39.05,32,32,200,0,2,60,8,45,14,25,18,21,23,14
"2017-05-02 20:34:18,512","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.89,32,32,200,0,7,45,13,25,23,10,23,9,24,8
"2017-05-02 20:35:26,596","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.39,32,32,200,0,9,46,18,18,22,10,25,7,26,6
"2017-05-02 20:36:36,479","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,39.61,32,32,200,0,5,56,10,43,17,22,18,19,27,6
"2017-05-02 20:37:44,735","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.05,32,32,200,0,4,54,13,29,22,13,20,15,23,13
"2017-05-02 20:38:53,913","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,39.44,32,32,200,0,5,53,12,29,17,21,18,18,18,18
"2017-05-02 20:40:02,296","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.30,32,32,200,0,6,50,21,16,22,12,22,11,25,7
"2017-05-02 20:41:11,127","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.84,32,32,200,0,5,57,11,35,13,23,22,12,26,8
"2017-05-02 20:42:19,263","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,38.16,32,32,200,0,5,61,7,45,18,17,20,15,24,10
"2017-05-02 20:43:26,959","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,37.87,32,32,200,0,9,39,15,28,16,21,21,15,23,12
"2017-05-02 20:44:37,313","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,39.54,32,32,200,0,10,39,23,15,26,10,27,8,26,7
"2017-05-02 20:45:58,928","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,45.31,32,32,200,0,1,56,14,29,18,18,20,13,26,6
"2017-05-02 20:47:24,145","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,49.38,32,32,200,0,4,55,6,40,14,25,19,17,24,11
"2017-05-02 20:48:50,649","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,50.49,32,32,200,0,4,54,11,34,16,27,22,16,24,10
"2017-05-02 20:50:13,457","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,46.58,32,32,200,0,8,52,13,24,19,18,26,9,29,5
"2017-05-02 20:51:33,583","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,45.12,32,32,200,0,7,49,11,38,15,25,21,16,23,12
"2017-05-02 20:22:20,874","30,30,30,30,30","30,30,30,30,30",54,4,0,0,True,LinearRegression,39.56,32,32,200,0,3,46,16,26,18,20,22,16,23,12
