"2017-04-28 16:39:11,980",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-04-28 16:41:26,200","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,15.60,100,1480,778,1480,714,370,100
"2017-04-28 16:43:40,414","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,14.70,93,1480,787,1480,739,370,93
"2017-04-28 16:45:55,302","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,14.62,98,1480,814,1480,735,370,98
"2017-04-28 16:48:10,658","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.27,106,1480,783,1480,713,370,106
"2017-04-28 16:50:28,887","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,15.48,101,1480,825,1480,734,370,101
"2017-04-28 16:52:41,486","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.34,102,1480,797,1480,715,370,102
"2017-04-28 16:54:47,109","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.69,91,1480,815,1480,708,370,91
"2017-04-28 16:56:55,352","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,14.05,92,1480,783,1480,706,370,92
"2017-04-28 16:59:03,166","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.57,89,1480,798,1480,732,370,89
"2017-04-28 17:01:08,764","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,12.34,97,1480,754,1480,771,370,97
"2017-04-28 17:03:17,081","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,14.59,99,1480,804,1480,701,370,99
"2017-04-28 17:05:23,741","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,12.70,97,1480,774,1480,752,370,97
"2017-04-28 17:07:32,660","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.71,88,1480,775,1480,742,370,88
"2017-04-28 17:09:39,929","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.91,86,1480,816,1480,716,370,86
"2017-04-28 17:11:46,893","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.84,106,1480,784,1480,724,370,106
"2017-04-28 17:13:55,517","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,14.70,100,1480,821,1480,721,370,100
"2017-04-28 17:16:02,127","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,12.93,104,1480,787,1480,720,370,104
"2017-04-28 17:18:11,199","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,14.76,95,1480,802,1480,706,370,95
"2017-04-28 17:20:18,913","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.80,92,1480,776,1480,719,370,92
"2017-04-28 17:22:26,591","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.54,93,1480,821,1480,714,370,93
"2017-04-28 17:24:34,181","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,12.90,106,1480,788,1480,720,370,106
"2017-04-28 17:26:43,113","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,14.63,91,1480,808,1480,726,370,91
"2017-04-28 17:28:50,911","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.31,99,1480,776,1480,703,370,99
"2017-04-28 17:30:59,025","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,14.29,98,1480,809,1480,715,370,98
"2017-04-28 17:33:08,862","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,15.24,100,1480,806,1480,759,370,100
"2017-06-06 12:03:28,509","20,20,20","20,20,20","102,102,102",12,12,12,True,LinearRegression,4,13.59,107,1480,784,1480,724,370,107
"2017-06-06 12:05:40,629","20,20,20","20,20,20","102,102,102",12,12,12,True,LinearRegression,4,13.84,104,1480,768,1480,726,370,104
"2017-06-06 12:07:51,376","20,20,20","20,20,20","102,102,102",12,12,12,True,LinearRegression,4,13.62,100,1480,791,1480,722,370,100
"2017-06-06 12:10:04,155","20,20,20","20,20,20","102,102,102",12,12,12,True,LinearRegression,4,14.82,94,1480,806,1480,740,370,94
"2017-06-06 12:12:16,799","20,20,20","20,20,20","102,102,102",12,12,12,True,LinearRegression,4,14.30,99,1480,787,1480,697,370,99
"2017-06-06 12:14:29,799","20,20,20","20,20,20","102,102,102",12,12,12,True,LinearRegression,4,15.06,101,1480,744,1480,736,370,101
"2017-06-06 12:16:42,203","20,20,20","20,20,20","102,102,102",12,12,12,True,LinearRegression,4,14.28,111,1480,812,1480,692,370,111
"2017-06-06 12:18:53,302","20,20,20","20,20,20","102,102,102",12,12,12,True,LinearRegression,4,13.85,108,1480,797,1480,718,370,108
"2017-06-06 12:21:08,149","20,20,20","20,20,20","102,102,102",12,12,12,True,LinearRegression,4,16.77,92,1480,797,1480,750,370,92
"2017-06-06 12:23:19,953","20,20,20","20,20,20","102,102,102",12,12,12,True,LinearRegression,4,14.41,106,1480,803,1480,704,370,106
"2017-06-06 12:25:32,127","20,20,20","20,20,20","102,102,102",12,12,12,True,LinearRegression,4,14.98,97,1480,788,1480,726,370,97
"2017-06-06 12:27:44,255","20,20,20","20,20,20","102,102,102",12,12,12,True,LinearRegression,4,14.52,108,1480,805,1480,712,370,108
"2017-06-06 12:29:55,852","20,20,20","20,20,20","102,102,102",12,12,12,True,LinearRegression,4,13.89,99,1480,757,1480,724,370,99
"2017-06-06 12:32:07,854","20,20,20","20,20,20","102,102,102",12,12,12,True,LinearRegression,4,14.50,87,1480,786,1480,724,370,87
"2017-06-06 12:34:19,456","20,20,20","20,20,20","102,102,102",12,12,12,True,LinearRegression,4,14.94,102,1480,784,1480,714,370,102
"2017-06-06 12:36:33,264","20,20,20","20,20,20","102,102,102",12,12,12,True,LinearRegression,4,16.06,96,1480,819,1480,736,370,96
"2017-06-06 12:38:43,781","20,20,20","20,20,20","102,102,102",12,12,12,True,LinearRegression,4,13.03,93,1480,773,1480,723,370,93
"2017-06-06 12:40:55,712","20,20,20","20,20,20","102,102,102",12,12,12,True,LinearRegression,4,14.47,97,1480,768,1480,722,370,97
"2017-06-06 12:43:06,397","20,20,20","20,20,20","102,102,102",12,12,12,True,LinearRegression,4,12.63,91,1480,774,1480,719,370,91
"2017-06-06 12:45:19,501","20,20,20","20,20,20","102,102,102",12,12,12,True,LinearRegression,4,15.04,105,1480,792,1480,732,370,105
"2017-06-06 12:47:31,691","20,20,20","20,20,20","102,102,102",12,12,12,True,LinearRegression,4,15.21,98,1480,806,1480,718,370,98
"2017-06-06 12:49:42,928","20,20,20","20,20,20","102,102,102",12,12,12,True,LinearRegression,4,14.69,93,1480,808,1480,712,370,93
"2017-06-06 12:51:57,026","20,20,20","20,20,20","102,102,102",12,12,12,True,LinearRegression,4,16.37,100,1480,781,1480,716,370,100
"2017-06-06 12:54:09,971","20,20,20","20,20,20","102,102,102",12,12,12,True,LinearRegression,4,15.06,90,1480,790,1480,711,370,90
"2017-06-06 12:56:21,201","20,20,20","20,20,20","102,102,102",12,12,12,True,LinearRegression,4,14.58,93,1480,800,1480,702,370,93
"2017-04-28 16:43:52,801","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,12.71,94,1480,808,1480,692,370,94
"2017-04-28 16:46:04,588","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,12.67,107,1480,814,1480,722,370,107
"2017-04-28 16:48:17,199","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.84,108,1480,834,1480,732,370,108
"2017-04-28 16:50:26,925","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,12.53,97,1480,805,1480,714,370,97
"2017-04-28 16:52:37,179","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.85,94,1480,782,1480,711,370,94
"2017-04-28 16:54:46,482","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.84,86,1480,814,1480,717,370,86
"2017-04-28 16:56:55,841","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,14.09,89,1480,772,1480,740,370,89
"2017-04-28 16:59:03,827","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.75,91,1480,777,1480,730,370,91
"2017-04-28 17:01:13,340","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,15.20,94,1480,787,1480,709,370,94
"2017-04-28 17:03:18,714","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,12.44,93,1480,824,1480,732,370,93
"2017-04-28 17:05:26,935","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.95,99,1480,764,1480,711,370,99
"2017-04-28 17:07:34,980","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.87,96,1480,801,1480,744,370,96
"2017-04-28 17:09:41,880","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.03,92,1480,788,1480,732,370,92
"2017-04-28 17:11:50,898","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,15.46,105,1480,768,1480,706,370,105
"2017-04-28 17:13:57,180","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,12.93,97,1480,793,1480,756,370,97
"2017-04-28 17:16:03,994","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.02,100,1480,795,1480,752,370,100
"2017-04-28 17:18:11,647","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.88,101,1480,799,1480,695,370,101
"2017-04-28 17:20:16,244","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,11.57,86,1480,792,1480,742,370,86
"2017-04-28 17:22:21,063","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,11.72,99,1480,773,1480,753,370,99
"2017-04-28 17:24:26,548","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,12.74,100,1480,783,1480,731,370,100
"2017-04-28 17:26:32,667","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.33,105,1480,793,1480,727,370,105
"2017-04-28 17:28:39,648","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.59,98,1480,826,1480,727,370,98
"2017-04-28 17:30:47,949","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,14.09,101,1480,794,1480,719,370,101
"2017-04-28 17:32:55,998","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,14.60,101,1480,841,1480,713,370,101
"2017-04-28 17:35:02,178","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,12.76,102,1480,809,1480,746,370,102
"2017-04-28 16:41:28,636","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,14.91,95,1480,772,1480,715,370,95
"2017-04-28 16:43:42,394","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,12.35,107,1480,767,1480,719,370,107
"2017-04-28 16:46:01,181","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,15.42,108,1480,793,1480,731,370,108
"2017-04-28 16:48:17,171","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.74,100,1480,777,1480,721,370,100
"2017-04-28 16:50:35,349","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,14.52,108,1480,787,1480,746,370,108
"2017-04-28 16:52:48,900","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,14.35,110,1480,796,1480,740,370,110
"2017-04-28 16:54:58,131","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.02,89,1480,825,1480,737,370,89
"2017-04-28 16:57:05,453","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,12.02,112,1480,824,1480,739,370,112
"2017-04-28 16:59:11,703","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,11.23,101,1480,807,1480,760,370,101
"2017-04-28 17:01:22,019","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,15.14,87,1480,779,1480,709,370,87
"2017-04-28 17:03:30,724","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,12.61,101,1480,805,1480,729,370,101
"2017-04-28 17:05:39,049","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,12.54,90,1480,795,1480,712,370,90
"2017-04-28 17:07:45,283","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,11.96,112,1480,800,1480,737,370,112
"2017-04-28 17:09:51,738","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,12.48,96,1480,792,1480,720,370,96
"2017-04-28 17:12:00,573","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.13,100,1480,768,1480,708,370,100
"2017-04-28 17:14:06,969","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,12.06,83,1480,826,1480,755,370,83
"2017-04-28 17:16:16,009","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.46,91,1480,777,1480,740,370,91
"2017-04-28 17:18:24,142","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.63,110,1480,784,1480,715,370,110
"2017-04-28 17:20:33,578","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.69,94,1480,773,1480,746,370,94
"2017-04-28 17:22:42,978","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.90,101,1480,811,1480,710,370,101
"2017-04-28 17:24:52,192","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.19,106,1480,783,1480,732,370,106
"2017-04-28 17:27:01,976","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,12.87,98,1480,796,1480,733,370,98
"2017-04-28 17:29:09,483","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,12.26,99,1480,783,1480,715,370,99
"2017-04-28 17:31:15,519","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,11.13,94,1480,792,1480,724,370,94
"2017-04-28 17:33:23,499","20,20,20","20,20,20",102,12,12,12,True,LinearRegression,4,13.11,114,1480,786,1480,706,370,114
