"2017-05-02 19:56:27,309",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps,4 fully correct seq.,4 mispredicted time steps,5 fully correct seq.,5 mispredicted time steps
"2017-05-02 19:57:44,845","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,45.03,32,32,200,0,2,55,8,34,17,17,20,13,23,9
"2017-05-02 19:59:01,325","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,44.21,32,32,200,0,5,55,15,26,21,17,24,12,25,8
"2017-05-02 20:00:13,357","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,40.79,32,32,200,0,4,53,19,20,26,8,27,5,27,5
"2017-05-02 20:01:21,742","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.62,32,32,200,0,3,60,13,34,19,18,24,11,25,8
"2017-05-02 20:02:30,504","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.26,32,32,200,0,4,62,13,30,17,21,21,17,26,9
"2017-05-02 20:03:41,176","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,39.36,32,32,200,0,4,56,6,47,14,29,17,20,26,10
"2017-05-02 20:04:50,323","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.41,32,32,200,0,2,51,20,17,25,10,28,4,29,3
"2017-05-02 20:06:03,180","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,40.70,32,32,200,0,5,58,13,33,18,19,21,13,24,9
"2017-05-02 20:07:16,952","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,42.48,32,32,200,0,1,63,9,36,13,24,18,17,24,9
"2017-05-02 20:08:52,689","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,59.99,32,32,200,0,4,47,10,27,20,16,30,3,29,4
"2017-05-02 20:10:17,684","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,50.27,32,32,200,0,5,56,13,24,23,11,25,8,28,4
"2017-05-02 20:11:25,408","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.52,32,32,200,0,6,49,17,24,21,14,23,11,30,2
"2017-05-02 20:12:33,303","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.64,32,32,200,0,2,58,13,35,17,22,23,14,25,10
"2017-05-02 20:13:47,037","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,42.28,32,32,200,0,5,57,13,29,18,22,19,18,23,10
"2017-05-02 20:15:17,563","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,55.24,32,32,200,0,4,55,15,27,20,13,24,10,26,8
"2017-05-02 20:16:53,214","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,59.77,32,32,200,0,7,63,10,38,18,17,25,8,24,8
"2017-05-02 20:18:06,085","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,40.04,32,32,200,0,5,57,16,24,17,19,24,8,28,4
"2017-05-02 20:19:16,752","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,39.10,32,32,200,0,3,51,16,20,19,16,24,10,24,9
"2017-05-02 20:20:25,369","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.72,32,32,200,0,3,68,10,31,19,17,23,10,26,7
"2017-05-02 20:21:32,634","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.30,32,32,200,0,2,69,13,32,19,18,25,9,30,3
"2017-05-02 20:22:40,596","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.40,32,32,200,0,6,52,19,21,25,10,30,4,30,2
"2017-05-02 20:23:53,149","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,41.07,32,32,200,0,7,45,17,22,18,16,25,9,25,8
"2017-05-02 20:25:08,222","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,42.79,32,32,200,0,2,61,9,37,15,25,17,16,20,13
"2017-05-02 20:26:27,023","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,46.23,32,32,200,0,2,64,9,38,19,18,27,5,26,6
"2017-05-02 20:27:44,945","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,45.94,32,32,200,0,3,61,10,30,13,22,25,9,30,2
"2017-05-02 19:54:28,174","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.23,32,32,200,0,2,64,9,33,11,25,16,16,22,10
"2017-05-02 19:55:35,738","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.86,32,32,200,0,2,58,14,24,19,16,21,13,22,12
"2017-05-02 19:56:44,072","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.42,32,32,200,0,4,53,16,22,23,14,25,8,29,3
"2017-05-02 19:57:52,684","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.71,32,32,200,0,3,52,14,27,25,10,26,9,28,6
"2017-05-02 19:59:01,700","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,39.07,32,32,200,0,3,52,12,27,18,17,18,17,25,7
"2017-05-02 20:00:10,037","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.25,32,32,200,0,3,60,14,27,17,21,19,16,25,9
"2017-05-02 20:01:18,508","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.10,32,32,200,0,6,61,14,26,22,10,27,6,23,10
"2017-05-02 20:02:26,659","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.56,32,32,200,0,3,60,9,38,13,24,22,12,25,8
"2017-05-02 20:03:34,841","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.59,32,32,200,0,2,58,13,24,20,16,24,10,24,9
"2017-05-02 20:04:42,998","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.91,32,32,200,0,3,64,11,36,15,25,20,16,26,9
"2017-05-02 20:05:51,705","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.58,32,32,200,0,3,51,16,24,17,21,22,12,22,11
"2017-05-02 20:07:01,662","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,40.04,32,32,200,0,2,69,11,35,20,16,25,10,25,9
"2017-05-02 20:08:08,892","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.75,32,32,200,0,6,61,9,35,17,17,25,9,27,5
"2017-05-02 20:09:15,987","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.57,32,32,200,0,4,70,13,30,17,22,22,11,25,7
"2017-05-02 20:10:24,148","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.20,32,32,200,0,7,54,15,27,22,16,23,13,27,6
"2017-05-02 20:11:32,013","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.73,32,32,200,0,4,61,11,28,19,14,23,10,26,7
"2017-05-02 20:12:39,084","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.81,32,32,200,0,3,66,16,26,19,19,22,13,25,7
"2017-05-02 20:13:47,175","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.83,32,32,200,0,2,66,7,39,19,24,23,13,27,8
"2017-05-02 20:14:55,740","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.51,32,32,200,0,6,63,18,19,21,14,23,10,27,5
"2017-05-02 20:16:03,237","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.06,32,32,200,0,7,53,15,25,20,15,23,9,28,4
"2017-05-02 20:17:11,813","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.66,32,32,200,0,3,61,11,31,17,16,24,8,22,10
"2017-05-02 20:18:19,497","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.35,32,32,200,0,4,48,19,17,22,10,26,6,31,1
"2017-05-02 20:19:27,788","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.30,32,32,200,0,6,52,13,32,17,20,21,15,27,8
"2017-05-02 20:20:36,219","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.59,32,32,200,0,2,72,9,48,18,23,21,12,20,13
"2017-05-02 20:21:43,429","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.74,32,32,200,0,5,51,18,22,20,18,22,12,25,10
"2017-05-02 19:53:56,615","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,39.89,32,32,200,0,4,56,11,30,20,15,21,13,23,11
"2017-05-02 19:55:04,019","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.84,32,32,200,0,4,52,12,31,22,11,26,7,29,3
"2017-05-02 19:56:11,911","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.32,32,32,200,0,4,59,13,25,15,22,15,19,20,14
"2017-05-02 19:57:19,925","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.01,32,32,200,0,5,57,14,29,18,20,21,12,28,4
"2017-05-02 19:58:28,659","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,39.44,32,32,200,0,5,56,14,26,23,10,25,7,26,6
"2017-05-02 19:59:36,256","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.19,32,32,200,0,4,51,14,27,21,15,23,10,28,4
"2017-05-02 20:00:43,531","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.96,32,32,200,0,2,66,9,35,21,14,24,9,26,6
"2017-05-02 20:01:51,581","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.37,32,32,200,0,0,70,12,27,20,15,23,10,25,9
"2017-05-02 20:03:00,199","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.86,32,32,200,0,4,76,13,37,16,26,19,17,22,10
"2017-05-02 20:04:07,475","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.25,32,32,200,0,5,57,17,26,20,12,27,5,27,5
"2017-05-02 20:05:15,228","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.51,32,32,200,0,3,57,11,32,15,26,20,12,19,13
"2017-05-02 20:06:25,798","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,39.58,32,32,200,0,3,57,9,34,20,18,23,12,28,6
"2017-05-02 20:07:34,269","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.23,32,32,200,0,4,65,11,34,15,22,20,16,21,13
"2017-05-02 20:08:42,229","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.16,32,32,200,0,3,63,9,37,18,20,21,17,24,9
"2017-05-02 20:09:50,174","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.13,32,32,200,0,2,59,8,36,14,22,24,9,26,6
"2017-05-02 20:10:58,267","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.38,32,32,200,0,5,49,12,28,22,14,26,8,25,9
"2017-05-02 20:12:06,057","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.11,32,32,200,0,4,61,12,32,17,25,20,18,26,9
"2017-05-02 20:13:13,602","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.97,32,32,200,0,4,58,13,25,28,7,28,4,28,4
"2017-05-02 20:14:21,591","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.40,32,32,200,0,3,65,10,38,14,25,16,21,20,16
"2017-05-02 20:15:29,322","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.15,32,32,200,0,2,66,12,34,17,19,21,12,26,7
"2017-05-02 20:16:38,032","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.66,32,32,200,0,2,66,13,31,23,13,25,7,25,9
"2017-05-02 20:17:46,133","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.82,32,32,200,0,2,75,15,35,20,19,24,11,27,6
"2017-05-02 20:18:54,432","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,39.02,32,32,200,0,3,55,13,25,19,17,24,13,25,8
"2017-05-02 20:20:02,146","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.40,32,32,200,0,3,72,10,39,16,27,15,22,27,6
"2017-05-02 20:21:10,202","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.80,32,32,200,0,3,61,12,27,17,15,25,7,24,8
"2017-05-02 19:52:41,077","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.49,32,32,200,0,1,60,10,39,17,18,19,14,23,11
"2017-05-02 19:53:46,548","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.17,32,32,200,0,1,64,12,31,19,17,24,12,28,5
"2017-05-02 19:54:51,602","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,36.89,32,32,200,0,3,58,15,24,25,8,26,6,26,6
"2017-05-02 19:55:57,728","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.21,32,32,200,0,3,66,11,38,16,26,21,16,24,10
"2017-05-02 19:57:03,112","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,36.77,32,32,200,0,2,61,13,25,14,23,22,14,23,12
"2017-05-02 19:58:08,670","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,36.93,32,32,200,0,5,59,9,43,12,30,21,15,19,15
"2017-05-02 19:59:14,206","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.12,32,32,200,0,1,73,9,34,18,17,24,9,29,3
"2017-05-02 20:00:20,081","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.00,32,32,200,0,4,59,14,29,21,13,22,10,21,11
"2017-05-02 20:01:25,768","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,36.95,32,32,200,0,6,44,14,25,23,10,26,7,24,8
"2017-05-02 20:02:31,069","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,36.88,32,32,200,0,2,69,7,40,18,18,24,10,30,2
"2017-05-02 20:03:35,763","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,36.54,32,32,200,0,1,68,7,38,17,18,23,9,23,9
"2017-05-02 20:04:40,767","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,36.93,32,32,200,0,7,44,18,18,25,7,23,9,25,7
"2017-05-02 20:05:46,223","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.12,32,32,200,0,4,63,12,29,19,16,24,10,21,11
"2017-05-02 20:06:51,430","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,36.87,32,32,200,0,5,57,15,28,16,22,19,17,21,12
"2017-05-02 20:07:57,196","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.22,32,32,200,0,1,59,11,33,16,20,23,10,24,10
"2017-05-02 20:09:02,245","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,36.75,32,32,200,0,5,53,16,24,21,14,24,9,28,4
"2017-05-02 20:10:07,468","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.07,32,32,200,0,2,65,8,35,17,18,21,14,26,7
