"2017-04-28 18:26:58,346",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-04-28 18:29:08,515","20,20,20","20,20,20",126,12,12,12,True,LinearRegression,4,12.50,134,1480,1065,1480,946,370,134
"2017-04-28 18:31:16,779","20,20,20","20,20,20",126,12,12,12,True,LinearRegression,4,11.81,115,1480,1059,1480,947,370,115
"2017-04-28 18:33:28,658","20,20,20","20,20,20",126,12,12,12,True,LinearRegression,4,14.99,113,1480,1096,1480,991,370,113
"2017-04-28 18:35:42,505","20,20,20","20,20,20",126,12,12,12,True,LinearRegression,4,15.08,135,1480,1085,1480,970,370,135
"2017-04-28 18:37:53,078","20,20,20","20,20,20",126,12,12,12,True,LinearRegression,4,13.90,152,1480,1085,1480,970,370,152
"2017-04-28 18:40:01,284","20,20,20","20,20,20",126,12,12,12,True,LinearRegression,4,12.29,139,1480,1066,1480,979,370,139
"2017-04-28 18:42:12,803","20,20,20","20,20,20",126,12,12,12,True,LinearRegression,4,14.40,111,1480,1061,1480,976,370,111
"2017-04-28 18:44:21,610","20,20,20","20,20,20",126,12,12,12,True,LinearRegression,4,12.98,133,1480,1073,1480,1003,370,133
"2017-04-28 18:46:33,607","20,20,20","20,20,20",126,12,12,12,True,LinearRegression,4,14.06,121,1480,1083,1480,979,370,121
"2017-04-28 18:48:46,913","20,20,20","20,20,20",126,12,12,12,True,LinearRegression,4,15.74,141,1480,1078,1480,972,370,141
"2017-04-28 18:50:58,854","20,20,20","20,20,20",126,12,12,12,True,LinearRegression,4,13.27,137,1480,1082,1480,971,370,137
"2017-04-28 18:53:12,751","20,20,20","20,20,20",126,12,12,12,True,LinearRegression,4,13.80,118,1480,1066,1480,1002,370,118
"2017-04-28 18:55:29,815","20,20,20","20,20,20",126,12,12,12,True,LinearRegression,4,14.72,131,1480,1075,1480,991,370,131
"2017-04-28 18:57:48,707","20,20,20","20,20,20",126,12,12,12,True,LinearRegression,4,15.88,129,1480,1054,1480,952,370,129
"2017-04-28 19:00:04,895","20,20,20","20,20,20",126,12,12,12,True,LinearRegression,4,13.74,144,1480,1066,1480,996,370,144
