"2017-05-16 23:48:52,904",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-05-16 23:51:30,178","20,20,20","20,20,20","165,165,165",12,12,12,True,LinearRegression,4,26.79,94,1480,792,1480,738,370,94
"2017-05-16 23:53:55,353","20,20,20","20,20,20","165,165,165",12,12,12,True,LinearRegression,4,17.18,93,1480,785,1480,740,370,93
"2017-05-16 23:56:27,813","20,20,20","20,20,20","165,165,165",12,12,12,True,LinearRegression,4,23.14,88,1480,785,1480,719,370,88
"2017-05-16 23:59:04,487","20,20,20","20,20,20","165,165,165",12,12,12,True,LinearRegression,4,26.80,104,1480,788,1480,701,370,104
"2017-05-17 00:01:43,776","20,20,20","20,20,20","165,165,165",12,12,12,True,LinearRegression,4,29.04,97,1480,791,1480,753,370,97
"2017-05-17 00:04:15,008","20,20,20","20,20,20","165,165,165",12,12,12,True,LinearRegression,4,22.58,116,1480,779,1480,726,370,116
"2017-05-17 00:06:44,239","20,20,20","20,20,20","165,165,165",12,12,12,True,LinearRegression,4,18.43,108,1480,812,1480,748,370,108
"2017-05-17 00:09:15,519","20,20,20","20,20,20","165,165,165",12,12,12,True,LinearRegression,4,22.77,103,1480,806,1480,728,370,103
"2017-05-17 00:11:49,008","20,20,20","20,20,20","165,165,165",12,12,12,True,LinearRegression,4,23.88,102,1480,790,1480,748,370,102
"2017-05-17 00:14:19,287","20,20,20","20,20,20","165,165,165",12,12,12,True,LinearRegression,4,19.42,106,1480,798,1480,727,370,106
"2017-05-17 00:16:52,931","20,20,20","20,20,20","165,165,165",12,12,12,True,LinearRegression,4,23.64,100,1480,797,1480,721,370,100
"2017-05-17 00:19:32,408","20,20,20","20,20,20","165,165,165",12,12,12,True,LinearRegression,4,29.13,86,1480,820,1480,743,370,86
