"2017-05-02 14:11:31,219",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-02 14:15:30,908","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,62.23,500,100,50,0,0,1002,0,2183,0,1000
"2017-05-02 14:19:28,063","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,64.57,500,100,50,0,0,1000,0,2033,0,1029
"2017-05-02 14:23:25,471","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,56.28,500,100,50,0,0,1001,0,2131,0,1000
"2017-05-02 14:27:20,960","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,54.64,500,100,50,0,0,1002,0,2169,0,1017
"2017-05-02 14:31:31,213","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,68.55,500,100,50,0,0,1000,0,1901,0,1006
"2017-05-02 14:35:34,622","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,54.19,500,100,50,0,0,1000,0,2155,0,1000
"2017-05-02 14:39:22,018","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,53.89,500,100,50,0,0,1001,0,2073,0,1028
"2017-05-02 14:43:32,227","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,66.67,500,100,50,0,0,1003,0,2105,0,1037
"2017-05-02 14:47:30,166","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,52.62,500,100,50,0,0,1001,0,1897,0,1035
"2017-05-02 14:51:36,980","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,62.87,500,100,50,0,0,1000,0,2195,0,1008
"2017-05-02 14:55:31,286","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,59.53,500,100,50,0,0,1000,0,2161,0,1000
"2017-05-02 14:59:25,444","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,54.83,500,100,50,0,0,1001,0,2198,0,1000
"2017-05-02 15:03:21,622","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,54.38,500,100,50,0,0,1000,0,1698,0,1000
"2017-05-02 15:07:28,901","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,65.63,500,100,50,0,0,1000,0,1924,0,1000
"2017-05-02 15:11:21,642","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,51.17,500,100,50,0,0,1001,0,1908,0,1000
"2017-05-02 15:15:24,425","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,65.28,500,100,50,0,0,1000,0,1945,0,1003
"2017-05-02 15:19:31,088","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,67.26,500,100,50,0,0,1001,0,2258,0,1021
"2017-05-02 15:23:22,032","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,51.79,500,100,50,0,0,1002,0,2164,0,1000
"2017-05-02 15:27:17,179","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,56.86,500,100,50,0,0,1000,0,2045,0,1000
"2017-05-02 15:31:25,351","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,67.70,500,100,50,0,0,1000,0,2176,0,1000
"2017-05-02 15:35:35,635","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,60.52,500,100,50,0,0,1001,0,2051,0,1000
"2017-05-02 15:39:37,628","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,56.73,500,100,50,0,0,1000,0,2065,0,1008
"2017-05-02 15:43:41,990","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,62.04,500,100,50,0,0,1000,0,1897,0,1072
"2017-05-02 15:47:42,570","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,57.58,500,100,50,0,0,1000,0,2257,0,1000
"2017-05-02 15:51:50,093","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,63.43,500,100,50,0,0,1000,0,2210,0,1033
"2017-05-02 13:28:23,273","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,36.17,500,100,50,0,0,1001,0,1724,0,1004
"2017-05-02 13:31:08,801","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,35.98,500,100,50,0,0,1001,0,2195,0,1050
"2017-05-02 13:33:54,897","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,36.04,500,100,50,0,0,1000,0,2269,0,1042
"2017-05-02 13:36:39,432","16,16,16","20,20,20",16,7,7,7,True,LinearRegression,35.91,500,100,50,0,0,1000,0,2256,0,1050
