"2017-05-23 21:59:01,630",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-05-23 22:05:33,823","20,20,20","70,70,70","90,90,90",12,12,12,True,LinearRegression,4,42.05,83,1480,592,1480,517,370,83
"2017-05-23 22:12:04,825","20,20,20","70,70,70","90,90,90",12,12,12,True,LinearRegression,4,42.76,95,1480,576,1480,541,370,95
"2017-05-23 22:18:37,954","20,20,20","70,70,70","90,90,90",12,12,12,True,LinearRegression,4,44.76,84,1480,550,1480,513,370,84
"2017-05-23 22:25:09,426","20,20,20","70,70,70","90,90,90",12,12,12,True,LinearRegression,4,44.29,93,1480,552,1480,514,370,93
"2017-05-23 22:31:40,603","20,20,20","70,70,70","90,90,90",12,12,12,True,LinearRegression,4,39.02,100,1480,537,1480,527,370,100
"2017-05-23 22:38:18,238","20,20,20","70,70,70","90,90,90",12,12,12,True,LinearRegression,4,41.14,95,1480,560,1480,514,370,95
"2017-05-23 22:44:55,239","20,20,20","70,70,70","90,90,90",12,12,12,True,LinearRegression,4,42.23,93,1480,535,1480,524,370,93
"2017-05-23 22:51:31,155","20,20,20","70,70,70","90,90,90",12,12,12,True,LinearRegression,4,40.44,89,1480,542,1480,528,370,89
"2017-05-23 22:58:05,503","20,20,20","70,70,70","90,90,90",12,12,12,True,LinearRegression,4,41.22,96,1480,579,1480,529,370,96
"2017-05-23 23:04:43,153","20,20,20","70,70,70","90,90,90",12,12,12,True,LinearRegression,4,38.96,84,1480,561,1480,517,370,84
"2017-05-23 23:11:14,560","20,20,20","70,70,70","90,90,90",12,12,12,True,LinearRegression,4,39.23,88,1480,547,1480,489,370,88
"2017-05-23 23:17:49,845","20,20,20","70,70,70","90,90,90",12,12,12,True,LinearRegression,4,40.74,90,1480,555,1480,490,370,90
"2017-05-23 23:24:26,897","20,20,20","70,70,70","90,90,90",12,12,12,True,LinearRegression,4,41.90,93,1480,561,1480,527,370,93
"2017-05-23 23:31:01,363","20,20,20","70,70,70","90,90,90",12,12,12,True,LinearRegression,4,39.36,93,1480,536,1480,506,370,93
"2017-05-23 23:37:33,484","20,20,20","70,70,70","90,90,90",12,12,12,True,LinearRegression,4,40.35,89,1480,562,1480,517,370,89
"2017-05-23 23:44:10,874","20,20,20","70,70,70","90,90,90",12,12,12,True,LinearRegression,4,42.79,94,1480,579,1480,520,370,94
"2017-05-23 23:50:47,652","20,20,20","70,70,70","90,90,90",12,12,12,True,LinearRegression,4,40.42,95,1480,559,1480,540,370,95
"2017-05-23 23:57:24,214","20,20,20","70,70,70","90,90,90",12,12,12,True,LinearRegression,4,42.64,88,1480,557,1480,522,370,88
"2017-05-24 00:03:57,989","20,20,20","70,70,70","90,90,90",12,12,12,True,LinearRegression,4,40.57,88,1480,571,1480,500,370,88
"2017-05-24 00:10:34,862","20,20,20","70,70,70","90,90,90",12,12,12,True,LinearRegression,4,42.49,92,1480,557,1480,502,370,92
"2017-05-24 00:17:18,640","20,20,20","70,70,70","90,90,90",12,12,12,True,LinearRegression,4,45.62,94,1480,539,1480,546,370,94
"2017-05-24 00:23:59,504","20,20,20","70,70,70","90,90,90",12,12,12,True,LinearRegression,4,46.94,95,1480,583,1480,545,370,95
"2017-05-24 00:30:41,869","20,20,20","70,70,70","90,90,90",12,12,12,True,LinearRegression,4,46.41,94,1480,538,1480,521,370,94
"2017-05-24 00:37:19,397","20,20,20","70,70,70","90,90,90",12,12,12,True,LinearRegression,4,42.14,95,1480,532,1480,530,370,95
"2017-05-24 00:43:51,948","20,20,20","70,70,70","90,90,90",12,12,12,True,LinearRegression,4,40.60,92,1480,559,1480,525,370,92
