"2017-05-16 22:44:40,984",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-05-16 22:39:34,495","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,13.42,94,1480,803,1480,728,370,94
"2017-05-16 22:41:51,477","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,14.13,102,1480,787,1480,723,370,102
"2017-05-16 22:44:07,592","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,13.88,93,1480,814,1480,759,370,93
"2017-05-16 22:46:23,885","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,14.33,96,1480,779,1480,757,370,96
"2017-05-16 22:48:43,382","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,16.77,103,1480,776,1480,710,370,103
"2017-05-16 22:51:05,345","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,19.37,93,1480,780,1480,717,370,93
"2017-05-16 22:53:23,851","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,17.07,94,1480,782,1480,753,370,94
"2017-05-16 22:55:39,516","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,12.59,121,1480,800,1480,737,370,121
"2017-05-16 22:57:56,422","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,14.81,90,1480,795,1480,766,370,90
"2017-05-16 23:00:12,932","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,13.73,107,1480,774,1480,734,370,107
"2017-05-16 23:02:29,683","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,14.34,85,1480,798,1480,714,370,85
"2017-05-16 23:04:46,939","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,14.50,112,1480,806,1480,698,370,112
"2017-05-16 23:07:05,039","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,15.01,106,1480,774,1480,688,370,106
"2017-05-16 23:09:19,403","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,13.09,100,1480,762,1480,716,370,100
"2017-05-16 23:11:40,471","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,17.89,103,1480,766,1480,740,370,103
"2017-05-16 23:13:55,187","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,12.58,85,1480,793,1480,715,370,85
"2017-05-16 23:16:13,890","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,15.74,98,1480,815,1480,697,370,98
"2017-05-16 23:18:29,551","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,13.08,105,1480,796,1480,735,370,105
"2017-05-16 23:20:47,303","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,16.74,105,1480,801,1480,738,370,105
"2017-05-16 23:22:49,684","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,12.42,101,1480,787,1480,732,370,101
"2017-05-16 23:24:52,781","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,12.92,100,1480,775,1480,757,370,100
"2017-05-16 23:26:54,997","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,12.04,100,1480,789,1480,723,370,100
"2017-05-16 23:28:57,434","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,11.99,101,1480,768,1480,726,370,101
"2017-05-16 23:31:03,423","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,14.77,100,1480,827,1480,716,370,100
"2017-05-16 23:33:08,512","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,13.71,93,1480,795,1480,723,370,93
"2017-05-16 22:39:22,760","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,12.25,90,1480,774,1480,736,370,90
"2017-05-16 22:41:39,713","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,15.09,96,1480,804,1480,730,370,96
"2017-05-16 22:43:56,392","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,13.68,101,1480,758,1480,716,370,101
"2017-05-16 22:46:14,141","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,15.19,109,1480,764,1480,712,370,109
"2017-05-16 22:48:34,112","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,17.27,104,1480,805,1480,700,370,104
"2017-05-16 22:50:47,134","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,12.54,119,1480,785,1480,729,370,119
"2017-05-16 22:53:03,971","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,14.91,103,1480,792,1480,745,370,103
"2017-05-16 22:55:19,524","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,14.77,92,1480,785,1480,737,370,92
"2017-05-16 22:57:36,174","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,14.89,95,1480,807,1480,737,370,95
"2017-05-16 22:59:52,052","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,15.58,96,1480,798,1480,725,370,96
"2017-05-16 23:02:06,452","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,12.95,108,1480,820,1480,736,370,108
"2017-05-16 23:04:26,696","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,17.58,96,1480,796,1480,728,370,96
"2017-05-16 23:06:40,108","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,11.66,102,1480,787,1480,725,370,102
"2017-05-16 23:08:58,565","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,17.06,99,1480,821,1480,739,370,99
"2017-05-16 23:11:16,820","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,16.75,102,1480,815,1480,706,370,102
"2017-05-16 23:13:32,265","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,14.61,107,1480,800,1480,720,370,107
"2017-05-16 23:15:47,713","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,13.76,104,1480,804,1480,737,370,104
"2017-05-16 23:18:06,997","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,15.42,109,1480,828,1480,717,370,109
"2017-05-16 23:20:23,244","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,14.15,97,1480,777,1480,750,370,97
"2017-05-16 23:22:27,912","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,14.22,97,1480,781,1480,733,370,97
"2017-05-16 23:24:30,824","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,13.73,109,1480,789,1480,743,370,109
"2017-05-16 23:26:34,826","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,14.97,90,1480,780,1480,731,370,90
"2017-05-16 23:28:39,515","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,14.60,107,1480,810,1480,731,370,107
"2017-05-16 23:30:44,140","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,14.53,107,1480,772,1480,710,370,107
"2017-05-16 23:32:48,163","20,20,20","20,20,20","195,195,195",12,12,12,True,LinearRegression,4,13.98,111,1480,785,1480,740,370,111
