"2017-05-17 14:16:28,594",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-17 14:17:13,394","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,25.82,32,32,200,0,4,69,0,134,0,143
"2017-05-17 14:18:02,151","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,29.77,32,32,200,0,4,56,0,121,0,150
"2017-05-17 14:19:02,402","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,40.31,32,32,200,0,3,55,0,119,0,157
"2017-05-17 14:19:53,100","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,30.73,32,32,200,0,5,50,0,116,0,155
"2017-05-17 14:20:36,635","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,24.84,32,32,200,0,3,65,0,122,0,149
"2017-05-17 14:21:24,810","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,28.52,32,32,200,0,4,56,0,113,0,141
"2017-05-17 14:22:26,545","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,41.18,32,32,200,0,5,54,0,120,0,158
"2017-05-17 14:23:17,426","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,31.49,32,32,200,0,3,61,1,99,0,142
"2017-05-17 14:24:01,594","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,25.23,32,32,200,0,4,50,0,112,0,155
"2017-05-17 14:24:51,790","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,30.60,32,32,200,0,8,46,0,114,0,148
"2017-05-17 14:25:53,301","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,40.69,32,32,200,0,7,44,0,106,0,133
"2017-05-17 14:26:44,938","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,32.24,32,32,200,0,4,44,1,107,0,152
"2017-05-17 14:27:28,300","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,24.90,32,32,200,0,4,51,0,120,0,150
"2017-05-17 14:28:18,817","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,31.00,32,32,200,0,2,58,0,125,0,149
"2017-05-17 14:29:19,685","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,41.12,32,32,200,0,5,49,0,102,0,137
"2017-05-17 14:30:11,713","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,32.54,32,32,200,0,2,60,0,136,0,149
"2017-05-17 14:30:55,046","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,24.70,32,32,200,0,10,42,0,112,0,149
"2017-05-17 14:31:40,407","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,26.84,32,32,200,0,3,42,0,106,0,152
"2017-05-17 14:32:22,548","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,23.64,32,32,200,0,4,45,1,111,0,139
"2017-05-17 14:33:20,302","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,37.73,32,32,200,0,4,61,0,112,0,146
"2017-05-17 14:34:19,592","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,39.48,32,32,200,0,7,56,1,108,0,146
"2017-05-17 14:35:12,209","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,32.85,32,32,200,0,4,54,0,123,0,152
"2017-05-17 14:35:56,585","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,25.44,32,32,200,0,2,56,0,100,0,150
"2017-05-17 14:36:47,252","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,30.89,32,32,200,0,1,55,0,129,0,153
"2017-05-17 14:37:46,300","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,39.13,32,32,200,0,4,61,0,106,0,136
"2017-05-17 14:05:47,838","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,18.70,32,32,200,0,9,53,0,104,0,146
"2017-05-17 14:06:23,783","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,19.82,32,32,200,0,6,52,0,100,0,134
"2017-05-17 14:07:00,313","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,20.71,32,32,200,0,6,53,0,118,0,146
"2017-05-17 14:07:36,656","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,20.29,32,32,200,0,3,51,1,117,0,142
"2017-05-17 14:08:12,121","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,19.49,32,32,200,0,3,59,0,128,0,158
"2017-05-17 14:08:48,909","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,20.27,32,32,200,0,2,66,0,138,0,154
"2017-05-17 14:09:25,574","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,20.15,32,32,200,0,3,63,0,131,0,159
"2017-05-17 14:10:03,601","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,21.86,32,32,200,0,7,38,0,108,0,140
"2017-05-17 14:10:40,122","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,20.17,32,32,200,0,4,63,0,122,0,152
"2017-05-17 14:11:17,199","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,20.52,32,32,200,0,5,49,0,117,0,148
"2017-05-17 14:11:55,106","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,21.76,32,32,200,0,5,50,0,110,0,152
"2017-05-17 14:12:31,359","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,20.56,32,32,200,0,3,47,1,114,0,154
"2017-05-17 14:13:07,123","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,19.51,32,32,200,0,7,42,0,100,0,145
"2017-05-17 14:13:45,291","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,21.55,32,32,200,0,3,51,0,119,0,138
"2017-05-17 14:14:25,463","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,23.73,32,32,200,0,4,56,0,119,0,146
"2017-05-17 14:15:03,028","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,21.49,32,32,200,0,9,42,0,99,0,144
"2017-05-17 14:15:43,163","30,30,30","30,20,20","165,165,165",4,0,0,True,LinearRegression,23.95,32,32,200,0,2,60,0,117,0,143
