"2017-05-18 11:32:09,264",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-18 11:44:11,304","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,26.12,32,32,200,0,10,47,7,66,1,96
"2017-05-18 11:44:56,167","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,27.23,32,32,200,0,8,40,0,102,0,118
"2017-05-18 11:45:41,073","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,26.17,32,32,200,0,6,52,0,73,0,143
"2017-05-18 11:46:24,225","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,25.03,32,32,200,0,4,56,3,71,0,112
"2017-05-18 11:47:01,042","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,19.51,32,32,200,0,7,46,2,87,0,119
"2017-05-18 11:47:37,717","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,19.69,32,32,200,0,4,61,0,112,0,126
"2017-05-18 11:48:13,979","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,19.45,32,32,200,0,6,44,3,62,0,125
"2017-05-18 11:48:51,437","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,20.21,32,32,200,0,8,47,2,82,0,128
"2017-05-18 11:32:45,031","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.64,32,32,200,0,3,59,0,93,0,148
"2017-05-18 11:33:19,040","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.89,32,32,200,0,2,55,0,122,0,156
"2017-05-18 11:33:52,984","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.58,32,32,200,0,5,53,3,71,1,78
"2017-05-18 11:34:26,977","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.26,32,32,200,0,6,53,0,126,0,148
"2017-05-18 11:35:00,345","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.08,32,32,200,0,6,50,0,120,0,150
"2017-05-18 11:35:33,958","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.25,32,32,200,0,4,52,0,97,0,151
"2017-05-18 11:36:08,024","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.96,32,32,200,0,1,65,0,88,0,154
"2017-05-18 11:36:41,159","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.34,32,32,200,0,8,45,1,112,0,147
"2017-05-18 11:37:14,298","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.25,32,32,200,0,4,61,0,100,0,137
"2017-05-18 11:37:47,643","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.21,32,32,200,0,8,51,2,79,0,141
"2017-05-18 11:38:20,305","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,17.96,32,32,200,0,3,57,0,102,0,130
"2017-05-18 11:38:53,592","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.32,32,32,200,0,4,48,1,67,0,115
"2017-05-18 11:39:26,491","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.05,32,32,200,0,4,51,1,97,3,77
"2017-05-18 11:39:59,761","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.33,32,32,200,0,7,52,0,122,0,150
"2017-05-18 11:40:32,678","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.01,32,32,200,0,8,48,2,76,1,96
"2017-05-18 11:41:05,784","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.05,32,32,200,0,9,45,0,95,0,133
"2017-05-18 11:41:38,861","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.30,32,32,200,0,7,44,0,118,0,146
"2017-05-18 11:42:11,880","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,17.81,32,32,200,0,6,56,1,95,0,141
"2017-05-18 11:42:44,965","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.08,32,32,200,0,5,52,0,100,0,136
"2017-05-18 11:43:18,535","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.17,32,32,200,0,3,53,0,139,2,115
"2017-05-18 11:43:51,293","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.00,32,32,200,0,10,38,1,75,0,138
"2017-05-18 11:44:24,066","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,17.94,32,32,200,0,6,39,1,89,0,138
"2017-05-18 11:44:57,274","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.12,32,32,200,0,4,52,0,107,0,154
"2017-05-18 11:45:30,191","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,17.86,32,32,200,0,3,62,5,64,0,108
"2017-05-18 11:46:03,213","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,17.96,32,32,200,0,5,58,1,104,0,153
"2017-05-18 11:32:53,206","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,23.09,32,32,200,0,5,54,0,136,0,155
"2017-05-18 11:33:37,190","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,25.75,32,32,200,0,6,55,0,110,0,137
"2017-05-18 11:34:19,358","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,23.43,32,32,200,0,8,46,2,99,0,151
"2017-05-18 11:35:01,795","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,23.59,32,32,200,0,2,60,7,47,0,93
"2017-05-18 11:35:43,944","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,23.39,32,32,200,0,5,49,0,115,0,156
"2017-05-18 11:36:26,088","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,23.10,32,32,200,0,5,50,0,118,0,154
"2017-05-18 11:37:08,344","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,23.34,32,32,200,0,4,65,0,121,0,154
"2017-05-18 11:37:52,495","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,25.29,32,32,200,0,6,50,0,117,0,150
"2017-05-18 11:38:38,697","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,26.62,32,32,200,0,8,43,1,84,0,103
"2017-05-18 11:39:41,862","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,41.40,32,32,200,0,4,67,8,49,0,112
"2017-05-18 11:40:29,549","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,27.53,32,32,200,0,6,46,0,125,0,159
"2017-05-18 11:41:19,670","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,31.27,32,32,200,0,5,57,0,121,1,132
"2017-05-18 11:42:01,829","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,23.53,32,32,200,0,6,63,0,131,0,159
"2017-05-18 11:43:03,870","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,41.29,32,32,200,0,5,52,1,77,0,120
"2017-05-18 11:43:59,319","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,35.43,32,32,200,0,6,55,3,98,0,152
"2017-05-18 11:44:47,659","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,29.13,32,32,200,0,4,63,0,131,0,157
"2017-05-18 11:45:34,764","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,28.19,32,32,200,0,3,50,0,109,0,144
"2017-05-18 11:46:36,572","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,41.14,32,32,200,0,11,43,1,111,0,142
"2017-05-18 11:47:27,302","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,31.12,32,32,200,0,5,63,0,125,0,151
"2017-05-18 11:48:13,571","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,26.13,32,32,200,0,5,61,1,101,0,157
"2017-05-18 11:48:59,090","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,26.04,32,32,200,0,3,53,0,145,0,157
"2017-05-18 11:50:02,088","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,41.58,32,32,200,0,3,52,1,93,0,137
"2017-05-18 11:50:52,330","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,29.65,32,32,200,0,1,73,0,127,0,153
"2017-05-18 11:51:35,441","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,24.73,32,32,200,0,1,53,0,112,0,155
"2017-05-18 11:52:23,267","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,28.03,32,32,200,0,4,61,0,105,0,142
"2017-05-18 11:32:45,029","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.53,32,32,200,0,9,41,0,112,0,151
"2017-05-18 11:33:19,055","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.71,32,32,200,0,9,44,0,109,0,155
"2017-05-18 11:33:52,786","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.57,32,32,200,0,7,53,0,114,0,139
"2017-05-18 11:34:26,519","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.47,32,32,200,0,6,45,0,94,0,136
"2017-05-18 11:34:59,624","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.16,32,32,200,0,5,54,0,95,0,105
"2017-05-18 11:35:33,792","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.44,32,32,200,0,4,65,1,84,0,139
"2017-05-18 11:36:08,054","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.88,32,32,200,0,5,54,3,86,1,105
"2017-05-18 11:36:41,646","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.11,32,32,200,0,4,60,0,136,0,159
"2017-05-18 11:37:15,089","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.37,32,32,200,0,5,55,0,110,0,147
"2017-05-18 11:37:48,945","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.17,32,32,200,0,6,48,0,108,0,127
"2017-05-18 11:38:22,701","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.10,32,32,200,0,5,63,0,118,0,155
"2017-05-18 11:38:55,785","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.04,32,32,200,0,2,66,1,100,0,114
"2017-05-18 11:39:28,747","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,17.92,32,32,200,0,5,43,0,113,0,153
"2017-05-18 11:40:01,401","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,17.98,32,32,200,0,9,48,2,90,0,150
"2017-05-18 11:40:34,107","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.07,32,32,200,0,6,50,0,105,0,155
"2017-05-18 11:41:07,535","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.02,32,32,200,0,5,52,2,91,0,130
"2017-05-18 11:41:40,443","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,17.97,32,32,200,0,10,42,2,80,1,86
"2017-05-18 11:42:13,603","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.00,32,32,200,0,4,63,3,78,0,114
"2017-05-18 11:42:46,506","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,17.99,32,32,200,0,4,49,1,102,0,130
"2017-05-18 11:43:19,520","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.08,32,32,200,0,3,56,0,93,0,124
"2017-05-18 11:43:52,282","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,17.82,32,32,200,0,5,61,0,104,0,139
"2017-05-18 11:44:25,697","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.09,32,32,200,0,5,50,0,113,0,149
"2017-05-18 11:44:58,980","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,17.99,32,32,200,0,5,57,0,124,0,148
"2017-05-18 11:45:32,041","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,18.02,32,32,200,0,6,44,0,92,0,138
"2017-05-18 11:46:05,072","30,30,30","30,20,20","146,146,146",4,0,0,True,LinearRegression,17.80,32,32,200,0,2,60,0,119,0,153
