"2017-05-01 18:22:01,918",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-01 18:25:32,850","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,49.50,500,100,50,0,0,1002,0,1228,0,1019
"2017-05-01 18:29:10,749","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,47.33,500,100,50,0,0,1001,0,1029,0,1209
"2017-05-01 18:32:46,208","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,48.57,500,100,50,0,0,1000,0,1105,0,1037
"2017-05-01 18:36:23,269","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,48.25,500,100,50,0,0,1000,0,1003,0,1079
"2017-05-01 18:39:57,076","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,48.25,500,100,50,0,0,1003,0,1052,0,1005
"2017-05-01 18:43:31,641","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,49.23,500,100,50,0,0,1002,0,2379,0,1000
"2017-05-01 18:47:02,142","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,48.61,500,100,50,0,0,1000,0,1058,0,1010
"2017-05-01 18:50:40,124","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,49.94,500,100,50,0,0,1002,0,1047,0,1007
"2017-05-01 18:54:10,915","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,46.69,500,100,50,0,0,1000,0,2412,0,1014
"2017-05-01 18:57:42,647","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,47.12,500,100,50,0,0,1000,0,1017,0,1079
"2017-05-01 19:01:20,731","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,48.91,500,100,50,0,0,1008,0,1012,0,1031
"2017-05-01 19:04:55,464","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,47.09,500,100,50,0,0,1003,0,1007,0,1433
"2017-05-01 19:08:26,920","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,48.57,500,100,50,0,0,1001,0,1020,0,1050
"2017-05-01 19:12:02,264","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,48.90,500,100,50,0,0,1000,0,1016,0,1016
"2017-05-01 19:15:38,793","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,49.04,500,100,50,0,0,1001,0,1168,0,1164
"2017-05-01 19:19:16,910","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,49.02,500,100,50,0,0,1002,0,1012,0,1276
"2017-05-01 19:22:46,030","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,44.74,500,100,50,0,0,1001,0,1246,0,1008
"2017-05-01 19:25:48,386","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,40.95,500,100,50,0,0,1001,0,1005,0,1011
"2017-05-01 19:28:57,722","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,42.41,500,100,50,0,0,1002,0,1027,0,1013
"2017-05-01 19:32:07,813","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,43.48,500,100,50,0,0,1000,0,1026,0,1098
"2017-05-01 19:35:06,746","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,38.53,500,100,50,0,0,1002,0,1063,0,1016
"2017-05-01 19:38:02,376","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,40.31,500,100,50,0,0,1003,0,1057,0,1040
"2017-05-01 19:40:57,822","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,39.47,500,100,50,0,0,1000,0,1024,0,1030
"2017-05-01 19:43:54,025","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,38.64,500,100,50,0,0,1000,0,1050,0,1051
"2017-05-01 19:46:51,430","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,38.74,500,100,50,0,0,1002,0,2264,0,1003
"2017-05-01 18:24:21,827","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,46.50,500,100,50,0,0,1001,0,1076,0,1054
"2017-05-01 18:27:51,966","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,47.03,500,100,50,0,0,1006,0,1282,0,1006
"2017-05-01 18:31:20,779","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,46.39,500,100,50,0,0,1000,0,1035,0,1029
"2017-05-01 18:34:53,773","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,47.43,500,100,50,0,0,1000,0,1081,0,1097
"2017-05-01 18:38:23,257","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,46.92,500,100,50,0,0,1005,0,1050,0,1073
"2017-05-01 18:41:56,873","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,46.45,500,100,50,0,0,1003,0,1726,0,1003
"2017-05-01 18:45:28,210","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,45.83,500,100,50,0,0,1000,0,2314,0,1006
"2017-05-01 18:48:59,429","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,46.53,500,100,50,0,0,1000,0,1157,0,1026
"2017-05-01 18:52:32,923","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,46.45,500,100,50,0,0,1003,0,1549,0,1000
"2017-05-01 18:56:06,914","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,45.97,500,100,50,0,0,1003,0,1015,0,1150
"2017-05-01 18:59:40,748","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,46.49,500,100,50,0,0,1001,0,1052,0,1457
"2017-05-01 19:03:14,224","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,47.53,500,100,50,0,0,1002,0,1047,0,1044
"2017-05-01 19:06:41,937","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,46.37,500,100,50,0,0,1004,0,1055,0,1039
"2017-05-01 19:10:06,343","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,46.11,500,100,50,0,0,1008,0,1047,0,1013
"2017-05-01 19:13:37,203","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,46.40,500,100,50,0,0,1000,0,1105,0,1008
"2017-05-01 19:17:11,674","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,47.51,500,100,50,0,0,1003,0,1014,0,1037
"2017-05-01 19:20:46,763","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,46.88,500,100,50,0,0,1001,0,1006,0,1115
"2017-05-01 19:24:11,141","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,43.99,500,100,50,0,0,1001,0,1046,0,1065
"2017-05-01 19:27:29,712","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,44.22,500,100,50,0,0,1001,0,1055,0,1021
"2017-05-01 19:30:41,090","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,43.03,500,100,50,0,0,1002,0,1272,0,1018
"2017-05-01 19:33:35,958","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,40.55,500,100,50,0,0,1000,0,1065,0,1013
"2017-05-01 19:36:25,439","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,38.19,500,100,50,0,0,1003,0,1020,0,1010
"2017-05-01 19:39:12,303","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,37.93,500,100,50,0,0,1000,0,1085,0,1012
"2017-05-01 19:42:02,625","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,38.28,500,100,50,0,0,1002,0,1473,0,1003
"2017-05-01 19:44:52,827","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,38.15,500,100,50,0,0,1011,0,1020,0,1028
"2017-05-01 18:28:11,077","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,47.81,500,100,50,0,0,1001,0,1030,0,1039
"2017-05-01 18:31:47,433","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,47.13,500,100,50,0,0,1003,0,1024,0,1040
"2017-05-01 18:35:19,121","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,47.00,500,100,50,0,0,1010,0,1016,0,1039
"2017-05-01 18:38:55,515","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,46.87,500,100,50,0,0,1001,0,1986,0,1000
"2017-05-01 18:42:27,781","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,46.94,500,100,50,0,0,1000,0,1021,0,1968
"2017-05-01 18:46:05,481","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,47.40,500,100,50,0,0,1009,0,1074,0,1051
"2017-05-01 18:49:40,832","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,47.26,500,100,50,0,0,1001,0,1085,0,1025
"2017-05-01 18:53:12,958","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,47.58,500,100,50,0,0,1004,0,1037,0,1004
"2017-05-01 18:56:45,002","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,47.51,500,100,50,0,0,1002,0,1002,0,1018
"2017-05-01 19:00:19,388","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,47.35,500,100,50,0,0,1001,0,1002,0,1005
"2017-05-01 19:03:57,023","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,47.96,500,100,50,0,0,1002,0,1010,0,1096
"2017-05-01 19:07:33,053","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,47.57,500,100,50,0,0,1003,0,2224,0,1027
"2017-05-01 19:11:04,400","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,47.18,500,100,50,0,0,1001,0,1014,0,1535
"2017-05-01 19:14:37,217","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,47.02,500,100,50,0,0,1004,0,1004,0,1536
"2017-05-01 19:18:06,859","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,47.64,500,100,50,0,0,1000,0,1228,0,1037
"2017-05-01 19:21:27,526","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,43.66,500,100,50,0,0,1000,0,1054,0,1361
"2017-05-01 19:24:43,829","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,43.95,500,100,50,0,0,1000,0,1013,0,1125
"2017-05-01 19:27:51,624","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,41.37,500,100,50,0,0,1006,0,1006,0,1044
"2017-05-01 19:30:46,232","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,38.16,500,100,50,0,0,1000,0,1020,0,1015
"2017-05-01 19:33:41,287","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,38.16,500,100,50,0,0,1001,0,1093,0,1038
"2017-05-01 19:36:39,568","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,39.33,500,100,50,0,0,1000,0,1005,0,1203
"2017-05-01 19:39:33,976","16,16,16","20,20,20",146,7,7,7,True,LinearRegression,38.33,500,100,50,0,0,1001,0,1023,0,1221
