"2017-04-28 14:47:40,216",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-04-28 14:49:51,511","20,20,20","20,20,20",150,12,12,12,True,LinearRegression,4,13.49,133,1480,1171,1480,1060,370,133
"2017-04-28 14:52:01,326","20,20,20","20,20,20",150,12,12,12,True,LinearRegression,4,12.60,152,1480,1235,1480,1095,370,152
"2017-04-28 14:54:15,379","20,20,20","20,20,20",150,12,12,12,True,LinearRegression,4,15.00,158,1480,1194,1480,1080,370,158
"2017-04-28 14:56:27,190","20,20,20","20,20,20",150,12,12,12,True,LinearRegression,4,13.61,146,1480,1171,1480,1053,370,146
"2017-04-28 14:58:38,823","20,20,20","20,20,20",150,12,12,12,True,LinearRegression,4,12.05,161,1480,1203,1480,1067,370,161
"2017-04-28 15:00:50,423","20,20,20","20,20,20",150,12,12,12,True,LinearRegression,4,13.00,157,1480,1168,1480,1062,370,157
"2017-04-28 15:03:01,547","20,20,20","20,20,20",150,12,12,12,True,LinearRegression,4,12.36,149,1480,1192,1480,1076,370,149
"2017-04-28 15:05:13,149","20,20,20","20,20,20",150,12,12,12,True,LinearRegression,4,12.88,160,1480,1204,1480,1084,370,160
"2017-04-28 15:07:28,006","20,20,20","20,20,20",150,12,12,12,True,LinearRegression,4,15.45,136,1480,1175,1480,1068,370,136
"2017-04-28 15:09:40,971","20,20,20","20,20,20",150,12,12,12,True,LinearRegression,4,13.64,145,1480,1171,1480,1073,370,145
"2017-04-28 15:11:57,567","20,20,20","20,20,20",150,12,12,12,True,LinearRegression,4,15.27,128,1480,1202,1480,1065,370,128
"2017-04-28 15:14:13,332","20,20,20","20,20,20",150,12,12,12,True,LinearRegression,4,13.44,182,1480,1202,1480,1065,370,182
"2017-04-28 15:16:28,652","20,20,20","20,20,20",150,12,12,12,True,LinearRegression,4,15.71,169,1480,1202,1480,1060,370,169
"2017-04-28 15:18:44,441","20,20,20","20,20,20",150,12,12,12,True,LinearRegression,4,15.93,180,1480,1188,1480,1074,370,180
"2017-04-28 15:20:59,436","20,20,20","20,20,20",150,12,12,12,True,LinearRegression,4,13.90,128,1480,1190,1480,1070,370,128
"2017-04-28 15:23:13,824","20,20,20","20,20,20",150,12,12,12,True,LinearRegression,4,11.78,136,1480,1218,1480,1066,370,136
"2017-04-28 15:25:30,505","20,20,20","20,20,20",150,12,12,12,True,LinearRegression,4,12.54,166,1480,1190,1480,1052,370,166
"2017-04-28 15:27:47,749","20,20,20","20,20,20",150,12,12,12,True,LinearRegression,4,13.82,166,1480,1193,1480,1087,370,166
"2017-04-28 15:30:03,744","20,20,20","20,20,20",150,12,12,12,True,LinearRegression,4,11.58,152,1480,1194,1480,1087,370,152
"2017-04-28 15:32:19,966","20,20,20","20,20,20",150,12,12,12,True,LinearRegression,4,13.94,169,1480,1169,1480,1088,370,169
"2017-04-28 15:34:36,722","20,20,20","20,20,20",150,12,12,12,True,LinearRegression,4,12.88,172,1480,1206,1480,1063,370,172
"2017-04-28 15:36:51,986","20,20,20","20,20,20",150,12,12,12,True,LinearRegression,4,14.60,144,1480,1200,1480,1072,370,144
"2017-04-28 15:39:06,567","20,20,20","20,20,20",150,12,12,12,True,LinearRegression,4,14.18,159,1480,1207,1480,1070,370,159
"2017-04-28 15:41:19,621","20,20,20","20,20,20",150,12,12,12,True,LinearRegression,4,13.74,157,1480,1201,1480,1089,370,157
"2017-04-28 15:43:30,865","20,20,20","20,20,20",150,12,12,12,True,LinearRegression,4,13.20,175,1480,1208,1480,1070,370,175
"2017-06-06 12:04:41,787","20,20,20","20,20,20","150,150,150",12,12,12,True,LinearRegression,4,15.25,181,1480,1194,1480,1096,370,181
"2017-06-06 12:06:50,168","20,20,20","20,20,20","150,150,150",12,12,12,True,LinearRegression,4,14.74,174,1480,1234,1480,1066,370,174
"2017-06-06 12:08:59,611","20,20,20","20,20,20","150,150,150",12,12,12,True,LinearRegression,4,15.16,157,1480,1194,1480,1079,370,157
"2017-06-06 12:11:06,312","20,20,20","20,20,20","150,150,150",12,12,12,True,LinearRegression,4,13.67,155,1480,1196,1480,1093,370,155
"2017-06-06 12:13:13,586","20,20,20","20,20,20","150,150,150",12,12,12,True,LinearRegression,4,13.88,159,1480,1191,1480,1044,370,159
"2017-06-06 12:15:19,492","20,20,20","20,20,20","150,150,150",12,12,12,True,LinearRegression,4,13.68,150,1480,1178,1480,1061,370,150
"2017-06-06 12:17:27,412","20,20,20","20,20,20","150,150,150",12,12,12,True,LinearRegression,4,15.36,156,1480,1198,1480,1061,370,156
"2017-06-06 12:19:34,065","20,20,20","20,20,20","150,150,150",12,12,12,True,LinearRegression,4,12.81,151,1480,1195,1480,1069,370,151
"2017-06-06 12:21:39,930","20,20,20","20,20,20","150,150,150",12,12,12,True,LinearRegression,4,12.93,168,1480,1203,1480,1068,370,168
"2017-06-06 12:23:47,254","20,20,20","20,20,20","150,150,150",12,12,12,True,LinearRegression,4,14.04,144,1480,1204,1480,1046,370,144
"2017-06-06 12:25:52,883","20,20,20","20,20,20","150,150,150",12,12,12,True,LinearRegression,4,12.61,143,1480,1233,1480,1089,370,143
"2017-06-06 12:28:00,017","20,20,20","20,20,20","150,150,150",12,12,12,True,LinearRegression,4,14.63,148,1480,1180,1480,1095,370,148
"2017-06-06 12:30:07,637","20,20,20","20,20,20","150,150,150",12,12,12,True,LinearRegression,4,14.13,168,1480,1189,1480,1077,370,168
"2017-06-06 12:32:15,158","20,20,20","20,20,20","150,150,150",12,12,12,True,LinearRegression,4,13.60,148,1480,1203,1480,1047,370,148
"2017-06-06 12:34:23,018","20,20,20","20,20,20","150,150,150",12,12,12,True,LinearRegression,4,14.54,180,1480,1204,1480,1069,370,180
