"2017-05-18 12:29:08,713",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps,4 fully correct seq.,4 mispredicted time steps,5 fully correct seq.,5 mispredicted time steps
"2017-05-18 12:52:09,813","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,49.42,32,32,200,0,5,49,16,20,21,13,27,5,26,8
"2017-05-18 12:53:40,712","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,55.84,32,32,200,0,1,73,15,23,15,27,18,16,25,10
"2017-05-18 12:55:03,820","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,47.62,32,32,200,0,2,56,16,18,24,8,23,9,29,3
"2017-05-18 12:56:36,240","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,57.65,32,32,200,0,3,61,13,26,23,10,27,6,29,3
"2017-05-18 12:58:04,095","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,52.73,32,32,200,0,6,51,16,22,22,13,27,7,29,3
"2017-05-18 12:59:31,156","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,52.08,32,32,200,0,7,44,22,13,23,10,27,5,25,8
"2017-05-18 13:01:00,987","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,54.42,32,32,200,0,3,55,12,23,22,10,25,8,30,2
"2017-05-18 13:02:29,939","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,53.05,32,32,200,0,9,43,19,18,21,13,23,11,26,6
"2017-05-18 13:03:55,648","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,50.72,32,32,200,0,0,71,11,34,20,17,20,17,23,12
"2017-05-18 13:05:23,402","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,53.65,32,32,200,0,3,47,21,14,24,10,23,11,26,6
"2017-05-18 13:06:53,631","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,54.52,32,32,200,0,5,53,17,20,21,14,21,13,28,5
"2017-05-18 13:08:23,367","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,54.78,32,32,200,0,7,42,23,14,28,6,28,5,30,2
"2017-05-18 13:09:50,736","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,51.72,32,32,200,0,5,57,17,21,22,11,28,4,29,4
"2017-05-18 13:11:16,766","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,49.58,32,32,200,0,1,63,14,26,23,11,26,6,30,3
"2017-05-18 13:12:45,193","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,52.43,32,32,200,0,6,48,15,22,23,10,22,10,23,10
"2017-05-18 12:38:58,607","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,54.10,32,32,200,0,4,49,15,22,15,20,23,13,26,8
"2017-05-18 12:40:29,557","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,55.50,32,32,200,0,2,59,14,27,20,17,23,12,24,10
"2017-05-18 12:42:01,891","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,56.73,32,32,200,0,6,52,12,28,21,12,24,9,28,5
"2017-05-18 12:43:26,087","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,49.18,32,32,200,0,1,65,12,30,16,21,21,13,26,7
"2017-05-18 12:44:53,574","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,52.63,32,32,200,0,4,54,11,29,18,15,16,18,27,5
"2017-05-18 12:46:22,424","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,53.17,32,32,200,0,4,61,15,23,24,10,28,4,30,3
"2017-05-18 12:47:50,699","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,51.90,32,32,200,0,6,48,18,20,22,12,25,8,26,7
"2017-05-18 12:49:15,121","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,48.80,32,32,200,0,1,60,14,25,21,13,26,6,26,6
"2017-05-18 12:50:41,635","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,48.88,32,32,200,0,4,56,22,10,28,4,30,3,27,5
"2017-05-18 12:52:07,785","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,50.17,32,32,200,0,5,50,21,13,23,10,25,7,29,3
"2017-05-18 12:53:31,326","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,48.13,32,32,200,0,4,55,18,20,23,11,27,6,26,7
"2017-05-18 12:54:56,692","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,49.88,32,32,200,0,0,64,15,26,18,18,22,12,27,6
"2017-05-18 12:56:19,100","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,47.83,32,32,200,0,6,56,16,21,23,10,26,7,31,2
"2017-05-18 12:57:46,410","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,52.14,32,32,200,0,6,55,22,15,24,12,26,8,28,5
"2017-05-18 12:59:09,486","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,47.50,32,32,200,0,4,53,14,24,21,15,24,9,25,9
"2017-05-18 13:00:31,030","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,46.73,32,32,200,0,7,52,19,20,22,14,25,11,29,6
"2017-05-18 13:01:53,989","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,48.35,32,32,200,0,5,44,19,14,25,8,31,1,29,3
"2017-05-18 13:03:16,169","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,47.79,32,32,200,0,3,59,23,10,26,6,29,3,29,3
"2017-05-18 13:04:38,733","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,47.80,32,32,200,0,4,57,17,15,23,9,26,7,29,3
"2017-05-18 13:06:04,669","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,51.67,32,32,200,0,5,51,13,25,19,16,27,5,27,6
"2017-05-18 13:07:27,415","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,48.51,32,32,200,0,2,62,15,22,19,13,22,12,23,11
"2017-05-18 13:08:51,584","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,49.37,32,32,200,0,0,69,17,18,21,14,23,10,25,9
"2017-05-18 13:10:16,820","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,50.22,32,32,200,0,5,62,16,20,24,9,27,5,27,5
"2017-05-18 13:11:42,345","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,51.30,32,32,200,0,5,53,15,24,25,10,26,9,26,9
"2017-05-18 13:13:08,912","30,30,30,30,30","30,30,30,30,30","195,62,62,62,62",4,0,0,True,LinearRegression,52.20,32,32,200,0,4,59,11,30,21,17,22,13,25,9
