"2017-05-01 21:53:48,724",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,2 Fully correct seq.,2 Mispredicted time steps,3 Fully correct seq.,3 Mispredicted time steps,4 Fully correct seq.,4 Mispredicted time steps,
"2017-05-01 21:55:11,059","30,30,30,30","30,35,35,35",60,4,0,0,True,LinearRegression,49.41,32,32,200,0,7,45,20,18,25,8,30,3
"2017-05-01 21:56:33,294","30,30,30,30","30,35,35,35",60,4,0,0,True,LinearRegression,49.20,32,32,200,0,4,51,17,19,22,10,27,5
"2017-05-01 21:57:55,764","30,30,30,30","30,35,35,35",60,4,0,0,True,LinearRegression,49.17,32,32,200,0,9,36,22,14,25,11,26,9
"2017-05-01 21:59:17,442","30,30,30,30","30,35,35,35",60,4,0,0,True,LinearRegression,48.79,32,32,200,0,4,64,18,20,26,8,27,6
"2017-05-01 22:00:39,172","30,30,30,30","30,35,35,35",60,4,0,0,True,LinearRegression,48.79,32,32,200,0,5,48,15,22,23,9,23,9
"2017-05-01 22:01:58,569","30,30,30,30","30,35,35,35",60,4,0,0,True,LinearRegression,47.21,32,32,200,0,4,51,13,26,18,17,25,7
"2017-05-01 22:03:17,612","30,30,30,30","30,35,35,35",60,4,0,0,True,LinearRegression,46.80,32,32,200,0,5,51,19,16,25,8,28,4
"2017-05-01 22:04:36,147","30,30,30,30","30,35,35,35",60,4,0,0,True,LinearRegression,45.92,32,32,200,0,1,63,15,21,25,7,30,2
"2017-05-01 22:05:54,187","30,30,30,30","30,35,35,35",60,4,0,0,True,LinearRegression,46.10,32,32,200,0,5,55,13,26,23,10,28,4
"2017-05-01 22:07:11,647","30,30,30,30","30,35,35,35",60,4,0,0,True,LinearRegression,45.62,32,32,200,0,7,52,20,16,20,12,21,11
"2017-05-01 22:08:29,030","30,30,30,30","30,35,35,35",60,4,0,0,True,LinearRegression,45.55,32,32,200,0,2,62,14,28,20,18,24,10
"2017-05-01 22:09:48,576","30,30,30,30","30,35,35,35",60,4,0,0,True,LinearRegression,47.37,32,32,200,0,1,64,15,18,23,9,26,6
"2017-05-01 22:11:07,479","30,30,30,30","30,35,35,35",60,4,0,0,True,LinearRegression,46.77,32,32,200,0,2,58,17,21,20,13,26,7
"2017-05-01 22:12:24,975","30,30,30,30","30,35,35,35",60,4,0,0,True,LinearRegression,45.57,32,32,200,0,3,56,18,19,24,11,28,4
"2017-05-01 22:13:44,009","30,30,30,30","30,35,35,35",60,4,0,0,True,LinearRegression,46.53,32,32,200,0,8,49,16,20,26,7,27,5
"2017-05-01 22:15:02,023","30,30,30,30","30,35,35,35",60,4,0,0,True,LinearRegression,45.88,32,32,200,0,1,58,15,20,22,11,29,4
"2017-05-01 22:16:19,645","30,30,30,30","30,35,35,35",60,4,0,0,True,LinearRegression,45.40,32,32,200,0,3,55,20,15,23,10,25,7
