"2017-05-02 02:17:12,876",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-02 02:19:59,665","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.90,500,100,50,0,0,1002,0,1000,0,1001
"2017-05-02 02:22:49,209","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,39.11,500,100,50,0,0,1000,0,1001,0,1001
"2017-05-02 02:25:36,774","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.92,500,100,50,0,0,1001,0,1000,0,1000
"2017-05-02 02:28:25,530","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.85,500,100,50,0,0,1000,0,1001,0,1000
"2017-05-02 02:31:13,036","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.98,500,100,50,0,0,1000,0,1000,0,1001
"2017-05-02 02:34:01,955","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,39.09,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-02 02:36:49,675","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.85,500,100,50,0,0,1004,0,1001,0,1000
"2017-05-02 02:39:37,666","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.88,500,100,50,0,0,1000,0,1000,0,1001
"2017-05-02 02:42:25,057","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.88,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-02 02:45:13,043","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,39.09,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-02 02:48:00,119","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.78,500,100,50,0,0,1001,0,1000,0,1000
"2017-05-02 02:50:46,584","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.75,500,100,50,0,0,1001,0,1000,0,1000
"2017-05-02 02:53:34,272","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,39.71,500,100,50,0,0,1001,0,1000,0,1001
"2017-05-02 02:56:21,866","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.84,500,100,50,0,0,1001,0,1001,0,1001
"2017-05-02 02:59:07,980","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.86,500,100,50,0,0,1002,0,1001,0,1000
"2017-05-02 03:01:54,824","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.74,500,100,50,0,0,1001,0,1002,0,1001
"2017-05-02 03:04:43,610","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,39.31,500,100,50,0,0,1001,0,1001,0,1001
"2017-05-02 03:07:31,796","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,39.12,500,100,50,0,0,1001,0,1000,0,1000
"2017-05-02 03:10:20,093","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,39.05,500,100,50,0,0,1001,0,1001,0,1000
"2017-05-02 03:13:06,781","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.68,500,100,50,0,0,1000,0,1000,0,1003
"2017-05-02 03:15:53,675","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.94,500,100,50,0,0,1001,0,1000,0,1000
"2017-05-02 03:18:39,034","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.52,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-02 03:21:25,122","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.68,500,100,50,0,0,1000,0,1000,0,1001
